,point_cloud,EC
44528,Q94IP1.txt,1.14.14.91
44529,P54989.txt,1.14.14.10
44530,Q3AMW4.txt,2.1.3.2
44531,Q953H3.txt,7.1.1.2
44532,A3DBQ1.txt,5.3.1.1
44533,P41976.txt,1.15.1.1
44534,B1KQM2.txt,6.1.1.10
44535,C3KCS7.txt,2.7.8.13
44536,Q97CA5.txt,2.7.6.1
44537,B4JXX2.txt,3.1.4.35
44538,C0QVE5.txt,6.5.1.2
44539,A5GJT4.txt,2.7.1.39
44540,P44470.txt,2.1.1.177
44541,Q5HK76.txt,3.1.21.3
44542,A4G1U7.txt,3.1.21.10
44543,Q6G9K4.txt,5.6.2.2
44544,B8D6U7.txt,2.1.2.3
44545,P84138.txt,2.4.2.28
44546,Q5E9H9.txt,3.1.1.93
44547,A2BN51.txt,3.1.26.5
44548,B2V1Q9.txt,2.1.1.177
44549,A6RGC8.txt,3.4.11.18
44550,C4KJ24.txt,3.5.1.130
44551,Q636J0.txt,6.2.1.5
44552,Q2JMA8.txt,6.1.1.23
44553,B0SZ02.txt,6.1.1.17
44554,Q8ZJ81.txt,2.1.1.176
44555,A1KVW5.txt,1.7.1.13
44556,Q1C0J0.txt,1.17.7.4
44557,Q2NWV8.txt,2.1.1.14
44558,Q7VU41.txt,4.1.1.37
44559,A8H6B7.txt,2.3.1.46
44560,O49543.txt,2.8.1.7
44561,Q72NR0.txt,2.7.7.18
44562,Q2FEC4.txt,1.18.1.2
44563,A8MC59.txt,2.5.1.141
44564,Q03PA4.txt,5.1.3.21
44565,A9AGN5.txt,3.4.23.36
44566,Q9HU20.txt,2.7.13.3
44567,A9R5A9.txt,2.7.7.8
44568,A9B3R2.txt,3.4.21.53
44569,P63370.txt,7.3.2.1
44570,Q5LX07.txt,4.2.1.33
44571,B1JFZ4.txt,6.1.1.17
44572,Q0AK64.txt,5.4.99.25
44573,A5IW62.txt,3.5.3.6
44574,Q2JD48.txt,6.3.2.8
44575,A0L3L1.txt,4.1.1.37
44576,Q1II25.txt,6.5.1.1
44577,B8GEE2.txt,2.7.7.67
44578,Q9LFP0.txt,2.4.2.7
44579,A8L6G1.txt,2.7.7.8
44580,A4T2X3.txt,5.6.1.7
44581,B1P123.txt,2.1.1.241
44582,Q5YTJ9.txt,6.1.1.7
44583,A4VKA4.txt,2.3.1.16
44584,P49935.txt,3.4.22.16
44585,B1IQU4.txt,2.1.1.166
44586,P18964.txt,3.4.21.95
44587,Q87AA7.txt,2.7.1.24
44588,Q9V187.txt,2.7.1.36
44589,B5Y333.txt,2.5.1.75
44590,Q8IU89.txt,2.3.1.24
44591,Q4FRJ8.txt,1.14.99.60
44592,Q0C4U8.txt,5.4.99.12
44593,P53531.txt,5.4.2.11
44594,A7F4H5.txt,3.4.16.5
44595,B4F258.txt,2.3.1.129
44596,Q7UWI5.txt,7.4.2.8
44597,P74299.txt,4.1.1.31
44598,C4V6W1.txt,6.1.1.1
44599,C1AHN2.txt,2.3.1.234
44600,Q6G1B5.txt,1.1.1.25
44601,Q8RE91.txt,2.5.1.55
44602,Q4FUL2.txt,4.2.1.20
44603,S0EA85.txt,5.5.1.13
44604,Q034T9.txt,5.1.1.1
44605,A6U3P1.txt,5.4.2.10
44606,B9M644.txt,5.4.99.27
44607,Q0RH18.txt,2.2.1.2
44608,A1RIA0.txt,4.2.3.5
44609,Q87SZ0.txt,2.7.7.6
44610,Q02RA7.txt,4.2.1.11
44611,D0A6J7.txt,6.3.4.4
44612,A8YW83.txt,6.3.3.1
44613,B8ZNX4.txt,2.7.7.3
44614,Q5V4S6.txt,3.4.25.1
44615,P0AFB5.txt,2.7.13.3
44616,O29969.txt,1.11.1.24
44617,P18637.txt,1.12.99.6
44618,Q4R633.txt,2.7.11.1
44619,A5FRF1.txt,1.5.1.5
44620,B5FA72.txt,2.1.1.166
44621,Q3A2C7.txt,4.2.1.20
44622,O04856.txt,3.1.3.16
44623,B7LQD0.txt,2.7.7.42
44624,Q50EK6.txt,1.14.14.145
44625,B9K857.txt,5.4.2.12
44626,Q84ME1.txt,2.3.2.27
44627,Q7V024.txt,4.2.1.2
44628,C0MD67.txt,2.1.1.192
44629,A3DCH1.txt,3.2.1.91
44630,A6LG93.txt,2.2.1.2
44631,Q0CYP4.txt,1.1.1.67
44632,A5UKY3.txt,5.4.2.10
44633,B9JW08.txt,2.7.8.26
44634,Q929V9.txt,1.17.99.9
44635,Q7W3N6.txt,2.1.1.163
44636,B8H0A0.txt,3.4.16.4
44637,Q5HPY1.txt,2.7.4.8
44638,Q88W33.txt,1.8.4.12
44639,Q0DIV0.txt,4.99.1.1
44640,Q4UX84.txt,1.4.3.5
44641,Q21UD1.txt,7.4.2.8
44642,Q81ZW1.txt,2.7.7.42
44643,B5RFW6.txt,2.3.1.157
44644,P73618.txt,4.1.2.4
44645,Q6BLS3.txt,6.3.5.2
44646,Q7U3V0.txt,2.7.2.3
44647,B2T1C7.txt,4.3.2.1
44648,Q01264.txt,3.5.1.87
44649,Q0T1H8.txt,2.7.7.60
44650,Q3KL70.txt,3.1.21.2
44651,A8LIS2.txt,2.3.1.157
44652,Q8CFI2.txt,2.3.2.23
44653,Q64422.txt,3.5.99.6
44654,A9MF31.txt,3.1.3.5
44655,A7I8M6.txt,4.2.1.10
44656,Q163W4.txt,1.2.1.38
44657,Q9PGD4.txt,2.4.1.129
44658,Q99PP9.txt,2.3.2.27
44659,B8EM14.txt,5.1.1.7
44660,A4ITJ1.txt,7.1.2.2
44661,B8HAC8.txt,4.2.1.33
44662,A9HK37.txt,5.6.1.7
44663,B1ZZ40.txt,6.1.1.7
44664,B7INU9.txt,6.1.1.10
44665,A0QZ49.txt,3.5.1.119
44666,Q0I4C5.txt,7.5.2.6
44667,A5UMF9.txt,3.5.4.19
44668,P20035.txt,2.4.2.22
44669,Q5TJF3.txt,2.3.2.27
44670,Q99K46.txt,3.4.19.12
44671,A6W3H7.txt,2.7.7.56
44672,B5QXH7.txt,3.5.1.135
44673,A0KRB5.txt,3.1.3.77
44674,Q53UH4.txt,2.4.1.297
44675,A6US18.txt,3.5.4.29
44676,A1AUV7.txt,6.3.2.1
44677,Q8CPC0.txt,2.3.2.3
44678,B0TNB2.txt,4.2.1.96
44679,C0SIM8.txt,3.4.11.18
44680,B1LJU8.txt,2.7.1.130
44681,C4L299.txt,6.3.5.3
44682,P26458.txt,7.1.1.3
44683,A4XHE0.txt,6.1.1.17
44684,Q8X9I1.txt,2.4.1.129
44685,O84863.txt,4.2.1.2
44686,P38033.txt,2.8.1.7
44687,Q4JVZ8.txt,6.3.4.5
44688,Q5JH27.txt,3.1.26.5
44689,Q8AWW4.txt,2.3.2.27
44690,Q3AAE8.txt,1.3.1.98
44691,P17770.txt,4.1.1.28
44692,Q3HKH9.txt,7.1.2.2
44693,B5FCV4.txt,1.1.1.86
44694,Q6ADF0.txt,2.1.2.1
44695,A1V2A0.txt,2.2.1.2
44696,Q9UTM9.txt,1.5.3.18
44697,A3N1A3.txt,6.3.4.20
44698,B7LTL5.txt,1.1.1.94
44699,Q8DSG3.txt,6.1.1.23
44700,Q7NQH7.txt,2.7.7.6
44701,Q0VCE9.txt,6.3.1.17
44702,P24224.txt,2.7.8.7
44703,Q5VRH4.txt,1.13.11.5
44704,Q8IDQ0.txt,2.8.1.8
44705,D3H120.txt,1.5.1.42
44706,A8LKW5.txt,6.3.5.2
44707,P61818.txt,1.3.1.76
44708,Q8ZZB0.txt,2.1.1.195
44709,A2SIT7.txt,2.7.7.77
44710,Q9TL05.txt,2.7.7.6
44711,Q7V263.txt,6.1.1.21
44712,B7ID76.txt,2.7.1.33
44713,Q0BQ80.txt,7.3.2.5
44714,P49421.txt,6.5.1.2
44715,Q8NTW4.txt,2.4.2.46
44716,Q3A9W1.txt,2.3.1.1
44717,Q9RXF1.txt,6.3.2.4
44718,Q5P1F3.txt,7.3.2.1
44719,Q6AJZ3.txt,3.4.11.1
44720,Q6FZ96.txt,2.5.1.75
44721,A9WKM8.txt,2.3.1.31
44722,Q8PFS9.txt,2.7.1.170
44723,P29758.txt,2.6.1.13
44724,Q8FT66.txt,2.7.2.3
44725,Q9AAY3.txt,3.5.4.16
44726,A9R0C4.txt,5.3.1.17
44727,A7GJA2.txt,2.7.7.85
44728,P19920.txt,1.2.5.3
44729,Q03IN5.txt,1.1.1.94
44730,Q9HKT2.txt,6.3.1.20
44731,B4T959.txt,1.1.1.130
44732,Q6N9K3.txt,1.3.7.7
44733,A8H2S2.txt,3.5.3.23
44734,P93554.txt,2.7.4.6
44735,A4Y5Q0.txt,2.7.1.130
44736,C3PJW6.txt,3.5.99.6
44737,Q9V3S9.txt,6.2.1.3
44738,Q5FGY8.txt,6.1.1.11
44739,Q6D0G7.txt,1.1.1.85
44740,Q8FGQ0.txt,6.1.1.19
44741,B7UP47.txt,1.1.1.79
44742,Q09859.txt,1.8.4.11
44743,A0QMH2.txt,4.2.1.9
44744,P56523.txt,3.5.1.98
44745,Q0TBN7.txt,5.3.1.5
44746,A6H5L3.txt,2.7.7.6
44747,C1CDN0.txt,2.8.1.4
44748,Q93G07.txt,5.6.1.7
44749,A2VDT1.txt,3.1.3.48
44750,A5ITN4.txt,2.7.2.1
44751,Q88HL1.txt,7.2.2.11
44752,Q8L794.txt,2.7.1.47
44753,Q8X7U2.txt,1.8.1.2
44754,Q724N6.txt,6.1.1.10
44755,P50309.txt,5.3.1.9
44756,B2USM4.txt,2.1.2.11
44757,Q68S15.txt,2.7.7.6
44758,C4ZBV1.txt,6.3.2.8
44759,Q5P7S1.txt,2.7.7.42
44760,Q99U75.txt,2.3.1.61
44761,Q971T2.txt,5.6.2.2
44762,B9MJR9.txt,2.4.2.17
44763,P07218.txt,4.3.1.24
44764,Q2P8H9.txt,2.7.4.9
44765,A4IJI2.txt,2.7.7.6
44766,Q9JVX8.txt,2.7.7.7
44767,Q47FA8.txt,2.3.1.117
44768,B1ZJN1.txt,2.1.2.1
44769,A8DQK8.txt,7.1.1.2
44770,Q4WRH5.txt,3.6.4.13
44771,Q2K3B7.txt,6.3.4.5
44772,Q5YJC2.txt,2.7.11.26
44773,Q1BUH1.txt,6.3.2.1
44774,A5N469.txt,6.1.1.11
44775,Q8EVK2.txt,1.8.4.11
44776,A1KIM6.txt,2.7.2.3
44777,Q3ZBF7.txt,5.3.99.3
44778,Q9ZMU7.txt,4.3.1.17
44779,Q6IVY4.txt,3.1.3.48
44780,A5VQW7.txt,5.1.1.3
44781,Q1J8C6.txt,6.3.2.8
44782,B2S630.txt,1.7.1.13
44783,A8GFD8.txt,1.8.4.12
44784,A5DK47.txt,3.6.4.13
44785,A4G341.txt,4.2.1.9
44786,Q985X0.txt,2.5.1.141
44787,P36909.txt,3.2.1.14
44788,Q6MKB6.txt,3.1.21.10
44789,Q5FS84.txt,2.4.2.17
44790,Q7W859.txt,6.3.4.19
44791,P0C2Z6.txt,7.1.2.2
44792,P0ABS0.txt,1.13.11.16
44793,Q5V0B3.txt,3.1.1.61
44794,Q5HI31.txt,7.5.2.4
44795,B3PGF6.txt,2.7.2.3
44796,F6HH45.txt,2.1.1.228
44797,Q8Z8H7.txt,2.7.7.18
44798,C3NEG7.txt,2.7.4.3
44799,Q3ARM7.txt,2.6.1.9
44800,Q731B7.txt,2.2.1.7
44801,Q6D674.txt,3.2.1.52
44802,A5F2H1.txt,6.1.1.11
44803,P73335.txt,3.1.1.96
44804,Q65PL2.txt,4.3.3.6
44805,O15229.txt,1.14.13.9
44806,P41308.txt,7.1.1.2
44807,Q9Y7U3.txt,3.1.3.27
44808,Q6LTV9.txt,1.9.6.1
44809,Q922H7.txt,3.6.5.2
44810,B4SP84.txt,5.3.1.23
44811,Q2LUJ9.txt,2.7.1.148
44812,O08557.txt,3.5.3.18
44813,Q1H1K1.txt,2.7.7.27
44814,B0T130.txt,2.7.2.8
44815,A9N1W0.txt,2.1.2.1
44816,A6LQ99.txt,5.3.1.9
44817,B6YTE3.txt,3.1.1.29
44818,B6J3W2.txt,3.5.4.13
44819,B0VU43.txt,2.4.2.9
44820,Q9JJ05.txt,2.4.1.122
44821,B5RKV2.txt,3.2.2.27
44822,A1V4T2.txt,2.7.4.9
44823,A3M4U4.txt,2.8.1.6
44824,Q8EQG0.txt,2.1.1.45
44825,A1BJ57.txt,3.1.11.6
44826,Q1ID99.txt,2.7.4.25
44827,B1YGS7.txt,6.1.1.17
44828,Q5AYI7.txt,2.8.1.6
44829,Q7XKA8.txt,2.7.11.1
44830,Q1H0X9.txt,6.1.1.17
44831,B2U1G3.txt,2.3.1.15
44832,P07062.txt,3.5.1.46
44833,A9MR41.txt,1.17.1.8
44834,Q6WRT6.txt,1.7.99.1
44835,A9AA73.txt,2.5.1.73
44836,Q8P250.txt,3.2.2.23
44837,Q9A2V9.txt,7.1.2.2
44838,B2S2N1.txt,2.7.7.3
44839,Q97QS7.txt,2.7.7.27
44840,Q3BUT2.txt,2.5.1.55
44841,Q2RJF5.txt,3.4.21.88
44842,A4FMQ2.txt,1.1.1.85
44843,C1A8V7.txt,2.7.7.38
44844,A3Q1S8.txt,2.8.1.8
44845,A0KRK0.txt,2.9.1.3
44846,Q39CG0.txt,6.1.1.19
44847,Q13S42.txt,1.1.1.37
44848,Q9JS61.txt,4.2.1.9
44849,A4YI40.txt,6.1.1.11
44850,P19409.txt,6.2.1.7
44851,A3CNY4.txt,2.5.1.6
44852,Q8DLT5.txt,2.3.1.157
44853,Q92194.txt,3.1.1.72
44854,P0A7I8.txt,3.5.4.25
44855,Q99XZ5.txt,2.7.7.8
44856,Q6HLF3.txt,2.3.3.13
44857,Q5XDR0.txt,6.3.2.8
44858,A8GDC2.txt,3.4.11.4
44859,Q8YUR4.txt,4.2.1.59
44860,A8AP56.txt,2.3.1.40
44861,Q60EY8.txt,2.7.11.1
44862,P37623.txt,2.7.8.7
44863,A5IEA1.txt,4.2.3.5
44864,Q18C33.txt,6.3.2.1
44865,B9DVV7.txt,3.1.26.5
44866,A6ZU08.txt,2.7.11.1
44867,A9BXA1.txt,4.3.2.10
44868,A1KCI5.txt,5.1.1.1
44869,Q3KBG7.txt,2.7.7.7
44870,A3CTK2.txt,2.5.1.41
44871,Q2G1D8.txt,2.3.1.54
44872,P0DKK6.txt,1.10.3.2
44873,Q650K7.txt,6.1.1.1
44874,Q9LTB2.txt,2.1.1.12
44875,B1IWI3.txt,6.3.2.6
44876,Q4QK60.txt,3.5.4.5
44877,Q46ZA5.txt,7.3.2.1
44878,A0K6T5.txt,4.2.3.5
44879,P0A8F3.txt,2.4.2.9
44880,A8FST4.txt,2.1.1.77
44881,Q9L7Q5.txt,5.6.2.2
44882,P68822.txt,5.3.1.1
44883,Q83GX6.txt,2.7.1.23
44884,P66989.txt,4.1.1.48
44885,B9E150.txt,5.3.1.24
44886,B7M821.txt,6.1.1.11
44887,Q32067.txt,1.3.7.7
44888,Q9N0E1.txt,6.2.1.16
44889,Q63R39.txt,2.7.7.42
44890,Q4ZUH3.txt,5.4.99.62
44891,P69572.txt,4.1.1.39
44892,Q8GAI3.txt,1.5.3.19
44893,P45124.txt,5.4.99.19
44894,A5CQ60.txt,7.1.2.2
44895,Q578K3.txt,7.2.2.7
44896,Q66ED8.txt,4.2.1.11
44897,P23477.txt,3.6.4.12
44898,O23038.txt,3.1.1.11
44899,Q8BM54.txt,2.3.2.27
44900,A6L686.txt,6.3.5.2
44901,B7K961.txt,2.7.1.148
44902,Q87HX3.txt,2.7.7.27
44903,O04790.txt,1.14.14.81
44904,Q1RDK5.txt,1.14.99.46
44905,P28789.txt,2.5.1.61
44906,J9MJK9.txt,2.2.1.2
44907,Q2FXT5.txt,2.4.99.17
44908,Q9ZRF1.txt,1.1.1.255
44909,Q88MG9.txt,4.2.1.59
44910,Q19821.txt,3.4.21.105
44911,A1VFH0.txt,2.8.1.13
44912,A1T884.txt,3.6.4.12
44913,B2IJF4.txt,4.1.1.4
44914,Q2IHV2.txt,1.4.3.5
44915,P69218.txt,7.1.1.9
44916,B7VJ36.txt,2.7.1.39
44917,Q2W9A8.txt,2.7.1.39
44918,P00389.txt,1.6.2.4
44919,Q2HJ98.txt,4.1.1.112
44920,Q3AWL7.txt,7.1.1.6
44921,P09958.txt,3.4.21.75
44922,P44327.txt,3.1.3.15
44923,B0K9G3.txt,2.7.11.1
44924,Q822E7.txt,5.3.1.9
44925,Q7V0T8.txt,6.1.1.14
44926,Q5HL21.txt,4.1.2.13
44927,A4XL81.txt,2.1.2.9
44928,Q6P431.txt,2.7.11.1
44929,P9WF28.txt,3.1.11.6
44930,Q89AQ1.txt,6.3.2.10
44931,B5E5M9.txt,2.5.1.19
44932,Q2RWR9.txt,1.3.7.7
44933,Q9S2H6.txt,2.7.1.193
44934,Q57972.txt,1.3.1.106
44935,P59459.txt,4.1.1.48
44936,A9QZ04.txt,2.5.1.55
44937,Q9HI69.txt,6.3.3.2
44938,A6UBQ4.txt,2.5.1.145
44939,Q9FFE0.txt,4.1.1.112
44940,A5IYF5.txt,2.4.2.9
44941,B8D151.txt,5.1.1.3
44942,P9WFW9.txt,5.4.4.2
44943,Q1GTY6.txt,6.3.4.2
44944,A8A533.txt,5.1.3.9
44945,Q3IKE8.txt,6.3.4.20
44946,Q8XJL3.txt,2.1.2.9
44947,A9HJF3.txt,6.3.2.6
44948,A2CC94.txt,3.1.26.4
44949,C9ZFL1.txt,2.3.1.189
44950,O66557.txt,2.6.1.62
44951,O32039.txt,6.1.1.21
44952,B5EPA4.txt,2.1.1.190
44953,Q920E5.txt,2.5.1.10
44954,Q72R38.txt,6.1.1.6
44955,Q7CVH1.txt,1.11.1.21
44956,A6W5T0.txt,2.7.7.6
44957,D2Z027.txt,2.5.1.47
44958,B2GDC4.txt,6.3.2.8
44959,Q6E7F4.txt,4.2.1.46
44960,P66921.txt,2.5.1.3
44961,Q68XI7.txt,1.2.4.2
44962,Q6G1A8.txt,3.4.23.36
44963,Q5HMD8.txt,6.3.2.4
44964,B7VQ28.txt,1.2.1.8
44965,B2KCN3.txt,2.4.2.9
44966,Q19A30.txt,1.2.1.3
44967,P50173.txt,1.1.1.6
44968,B5ZNS1.txt,3.5.2.3
44969,Q57689.txt,6.1.1.19
44970,Q20Y45.txt,2.5.1.7
44971,Q9KBQ4.txt,5.1.3.4
44972,P36420.txt,6.1.1.9
44973,Q3J7Z6.txt,2.3.2.29
44974,Q42676.txt,2.2.1.1
44975,B1KXT6.txt,7.1.2.2
44976,Q95XQ8.txt,3.6.4.12
44977,Q13627.txt,2.7.12.1
44978,A1TSA0.txt,2.1.1.64
44979,Q4UK55.txt,2.7.4.8
44980,P05986.txt,2.7.11.11
44981,Q6BX71.txt,2.3.1.37
44982,Q05506.txt,6.1.1.19
44983,Q2SN06.txt,2.4.2.9
44984,Q0HIX3.txt,2.6.1.52
44985,Q59RW5.txt,2.7.1.1
44986,A9BWH9.txt,3.4.21.88
44987,Q60340.txt,1.12.98.1
44988,Q2RXQ9.txt,2.4.99.17
44989,Q7TSS2.txt,2.3.2.23
44990,A0RLB6.txt,2.7.1.21
44991,B8D7C1.txt,6.3.2.9
44992,Q817W3.txt,3.6.4.12
44993,Q89GB0.txt,2.3.3.13
44994,B2TUS4.txt,3.1.26.5
44995,Q2QNM1.txt,3.6.4.12
44996,Q5NWG5.txt,5.3.3.2
44997,Q7V6G9.txt,2.4.2.17
44998,P22944.txt,1.7.1.4
44999,Q2G0Q3.txt,6.1.1.6
45000,Q1GAH0.txt,3.1.1.96
45001,A7HQX5.txt,2.7.1.39
45002,B2ILU5.txt,5.2.1.8
45003,P08301.txt,2.5.1.141
45004,Q9CV28.txt,3.4.19.12
45005,P27442.txt,1.7.1.7
45006,B9L4T8.txt,2.7.7.105
45007,P00480.txt,2.1.3.3
45008,B1N017.txt,5.4.2.10
45009,Q58280.txt,1.8.98.3
45010,Q3JF14.txt,2.3.1.275
45011,C9SB49.txt,3.4.11.18
45012,Q47WB6.txt,2.7.4.6
45013,A1B0C6.txt,1.4.3.5
45014,Q1QAY1.txt,2.7.7.4
45015,A8GCI3.txt,2.7.7.38
45016,B2S4W8.txt,6.3.3.1
45017,Q11090.txt,2.7.11.1
45018,A7ZW69.txt,4.1.1.50
45019,C4LHE0.txt,5.3.1.9
45020,Q9FH09.txt,3.5.1.98
45021,Q8U8Z6.txt,3.5.2.7
45022,Q8EUY3.txt,4.1.1.23
45023,Q42946.txt,1.3.3.3
45024,Q01292.txt,1.1.1.86
45025,B0Z540.txt,1.10.3.9
45026,B7MRR5.txt,2.8.1.8
45027,Q12J94.txt,2.5.1.75
45028,P59492.txt,2.6.1.52
45029,Q4ADV8.txt,1.5.99.12
45030,B0C7S8.txt,2.3.1.234
45031,Q30TR6.txt,4.1.1.11
45032,Q9UVF8.txt,2.4.2.60
45033,P65504.txt,2.7.7.18
45034,Q46HV9.txt,3.5.1.88
45035,O50235.txt,6.3.5.5
45036,Q8F5K1.txt,6.1.1.12
45037,B9KI89.txt,3.1.3.5
45038,A6QKH8.txt,3.4.19.3
45039,Q1Q9K8.txt,2.7.7.60
45040,B1XSV0.txt,4.2.1.19
45041,Q21HU3.txt,1.4.4.2
45042,A8ACT3.txt,3.6.4.13
45043,O64422.txt,3.1.3.11
45044,Q6FK00.txt,5.2.1.8
45045,P33616.txt,1.14.14.1
45046,P16891.txt,4.1.1.37
45047,Q819K0.txt,2.7.7.6
45048,A4TKV4.txt,2.1.1.191
45049,P48351.txt,1.11.1.6
45050,Q8K9V4.txt,1.15.1.1
45051,Q79PF4.txt,2.7.11.1
45052,A9HKS8.txt,3.1.26.5
45053,C0MBI2.txt,2.7.1.148
45054,Q8VCC2.txt,3.1.1.1
45055,C0R112.txt,6.1.1.5
45056,A9AHN8.txt,2.1.3.15
45057,P12794.txt,3.6.4.10
45058,B5RN40.txt,3.5.3.6
45059,P30269.txt,3.2.1.1
45060,B8ZU95.txt,2.5.1.3
45061,Q03384.txt,1.1.1.1
45062,P28028.txt,2.7.11.1
45063,O55060.txt,2.1.1.67
45064,A7FMF2.txt,2.7.1.39
45065,Q30RG4.txt,2.3.1.191
45066,Q8PW56.txt,1.3.1.14
45067,P0A8J8.txt,3.6.4.13
45068,Q29AK9.txt,3.6.4.12
45069,Q9CXA2.txt,4.2.1.77
45070,B9JYL4.txt,4.2.1.59
45071,O87694.txt,2.1.1.196
45072,Q1BV59.txt,2.4.2.4
45073,Q6MGU4.txt,2.7.4.6
45074,Q1PEF8.txt,3.2.1.26
45075,Q0T6A4.txt,1.14.14.5
45076,Q9A4E8.txt,1.13.11.11
45077,O66534.txt,1.1.1.193
45078,Q60BY1.txt,4.1.1.37
45079,Q8XD32.txt,2.1.2.10
45080,Q7P192.txt,3.5.2.7
45081,A3PJT9.txt,2.4.2.29
45082,Q8PD71.txt,2.4.2.18
45083,B9WZX3.txt,2.5.1.106
45084,Q0SV31.txt,1.1.1.25
45085,P20852.txt,1.14.14.1
45086,B5EWK5.txt,2.7.2.11
45087,Q6ND10.txt,3.6.1.9
45088,C0MDV8.txt,1.8.4.12
45089,P73646.txt,2.7.1.39
45090,B3E851.txt,2.7.4.3
45091,P9WHM9.txt,6.3.4.13
45092,A7FKY8.txt,2.3.1.181
45093,B7VPB2.txt,2.3.1.46
45094,P48493.txt,5.3.1.1
45095,Q03MP6.txt,3.5.1.88
45096,A8AD78.txt,3.1.11.6
45097,Q47DJ9.txt,1.7.1.13
45098,Q0D847.txt,2.7.11.1
45099,Q5ZKI6.txt,2.4.2.42
45100,Q7TTU8.txt,4.2.1.20
45101,O42918.txt,3.2.1.1
45102,Q3T905.txt,3.4.17.2
45103,A9KSS3.txt,1.3.1.98
45104,B4TQR7.txt,5.4.2.11
45105,A7MGS5.txt,3.2.2.9
45106,P52897.txt,1.1.1.188
45107,A8EWU8.txt,2.1.1.35
45108,Q07PK4.txt,2.5.1.75
45109,Q1WTS4.txt,2.7.4.25
45110,Q0HRS5.txt,6.1.1.6
45111,B0K8R8.txt,3.5.4.31
45112,A0QAU8.txt,2.3.1.189
45113,Q8L0V4.txt,2.4.1.226
45114,Q04JL5.txt,3.6.1.1
45115,Q59PZ7.txt,3.1.4.37
45116,Q724H5.txt,6.1.1.17
45117,Q8BZL1.txt,3.2.1.18
45118,A5N360.txt,1.3.1.98
45119,P45395.txt,5.3.1.13
45120,A6TE35.txt,2.7.7.72
45121,Q32KY6.txt,3.6.1.12
45122,P62357.txt,5.3.1.16
45123,Q3BPS1.txt,2.7.7.6
45124,A4G2N3.txt,1.7.1.17
45125,A4SWK9.txt,4.3.2.1
45126,O85292.txt,2.7.1.180
45127,A6KZ28.txt,2.8.1.13
45128,Q0TBH4.txt,3.2.2.23
45129,P07511.txt,2.1.2.1
45130,A1T566.txt,5.1.1.1
45131,Q01782.txt,1.5.1.33
45132,P48912.txt,7.1.1.2
45133,Q9CH26.txt,7.5.2.4
45134,Q3K745.txt,6.3.2.8
45135,A8MHH5.txt,1.1.1.267
45136,Q8P1H8.txt,2.7.4.25
45137,E3HCT1.txt,2.1.1.197
45138,A6Q1W3.txt,2.1.1.170
45139,Q2T144.txt,1.7.1.13
45140,Q6ACL1.txt,6.3.4.5
45141,Q83Q83.txt,4.2.2.n1
45142,B4EB41.txt,2.7.4.25
45143,B5YIL7.txt,3.5.1.88
45144,Q72YG1.txt,3.4.11.1
45145,C3PPC3.txt,2.1.1.182
45146,Q7VLX2.txt,4.2.3.5
45147,P75216.txt,6.3.1.5
45148,Q7TY88.txt,2.4.1.345
45149,B4SK51.txt,2.1.1.186
45150,P21778.txt,2.7.1.11
45151,Q48KQ0.txt,2.4.2.2
45152,Q6AJ91.txt,2.7.4.8
45153,E7C196.txt,1.1.1.334
45154,Q852S5.txt,2.7.4.6
45155,B7IDT4.txt,5.4.2.12
45156,Q9CHW7.txt,2.1.2.1
45157,Q311Y2.txt,5.3.1.16
45158,P38050.txt,2.4.1.129
45159,A5ISD5.txt,2.1.1.74
45160,Q0HEI2.txt,3.6.1.9
45161,Q1CDL6.txt,2.4.1.21
45162,Q6GD82.txt,4.3.1.3
45163,Q6GJA0.txt,3.5.99.6
45164,P17713.txt,2.7.10.2
45165,P15956.txt,7.1.1.2
45166,B0K3E3.txt,2.3.1.275
45167,Q4A0U0.txt,2.1.2.11
45168,Q65Q60.txt,4.1.1.49
45169,Q8TTA3.txt,6.1.1.6
45170,Q57JQ2.txt,2.3.1.15
45171,A1R2B5.txt,1.1.1.37
45172,A0QJB3.txt,2.7.4.1
45173,Q821W6.txt,3.1.1.29
45174,Q4JCA6.txt,6.1.1.16
45175,Q8EJJ5.txt,2.5.1.39
45176,A7TUG9.txt,2.3.1.41
45177,Q82ZG8.txt,6.3.2.2
45178,B8H3Z4.txt,3.5.4.2
45179,Q6CEA5.txt,2.4.1.256
45180,Q07IG8.txt,2.6.1.9
45181,Q66GE1.txt,2.7.7.56
45182,I3PLR3.txt,1.1.1.415
45183,Q3JWQ8.txt,2.7.11.5
45184,B1ZDT1.txt,5.1.1.7
45185,Q5PGD2.txt,4.2.1.59
45186,B7GVV0.txt,3.5.3.23
45187,A7H0L8.txt,4.2.1.33
45188,P25044.txt,3.1.3.48
45189,Q09892.txt,2.7.11.24
45190,Q1QBM3.txt,4.6.1.12
45191,B6IU98.txt,5.6.1.7
45192,A3QJS0.txt,2.1.1.170
45193,A7WXP7.txt,1.1.1.27
45194,A2R2S6.txt,3.2.1.22
45195,Q9QZX7.txt,4.3.1.18
45196,B5Z2U3.txt,2.4.2.1
45197,Q3B2Y6.txt,4.2.3.5
45198,Q8G4U8.txt,3.6.1.9
45199,Q37741.txt,7.1.1.9
45200,Q5LNY7.txt,2.4.2.7
45201,B1LMU1.txt,5.1.3.32
45202,A8ERT8.txt,1.2.1.70
45203,B1WZR3.txt,2.2.1.9
