protein,EC,point_cloud
C1KZF9,2.7.4.3,C1KZF9.txt
Q8Y449,2.7.4.3,Q8Y449.txt
A0L8G8,2.7.4.3,A0L8G8.txt
Q0ANS1,2.7.4.3,Q0ANS1.txt
C6BV58,2.7.4.3,C6BV58.txt
Q0W1W4,2.7.4.3,Q0W1W4.txt
B7L0S9,2.7.4.3,B7L0S9.txt
Q1GZB7,2.7.4.3,Q1GZB7.txt
B1Z772,2.7.4.3,B1Z772.txt
B8ELE2,2.7.4.3,B8ELE2.txt
P33107,2.7.4.3,P33107.txt
P69439,2.7.4.3,P69439.txt
P10251,2.7.4.3,P10251.txt
Q601J4,2.7.4.3,Q601J4.txt
B8ZS96,2.7.4.3,B8ZS96.txt
Q6KI35,2.7.4.3,Q6KI35.txt
Q8EUD3,2.7.4.3,Q8EUD3.txt
A0QSH8,2.7.4.3,A0QSH8.txt
Q1BD73,2.7.4.3,Q1BD73.txt
P9WKF5,2.7.4.3,P9WKF5.txt
Q3IMW0,2.7.4.3,Q3IMW0.txt
Q59591,2.7.4.3,Q59591.txt
Q5F9J3,2.7.4.3,Q5F9J3.txt
Q59615,2.7.4.3,Q59615.txt
P0A0U7,2.7.4.3,P0A0U7.txt
E6MY99,2.7.4.3,E6MY99.txt
Q59627,2.7.4.3,Q59627.txt
Q3J7A3,2.7.4.3,Q3J7A3.txt
Q5Z1Q1,2.7.4.3,Q5Z1Q1.txt
Q8ETW3,2.7.4.3,Q8ETW3.txt
A5CCJ2,2.7.4.3,A5CCJ2.txt
P10772,2.7.4.3,P10772.txt
Q7U4I1,2.7.4.3,Q7U4I1.txt
Q13UR8,2.7.4.3,Q13UR8.txt
C6DB87,2.7.4.3,C6DB87.txt
Q4FLN8,2.7.4.3,Q4FLN8.txt
Q7N0P5,2.7.4.3,Q7N0P5.txt
B1VAC7,2.7.4.3,B1VAC7.txt
B1XTC5,2.7.4.3,B1XTC5.txt
Q7MW54,2.7.4.3,Q7MW54.txt
A2C4Y0,2.7.4.3,A2C4Y0.txt
A9BCM8,2.7.4.3,A9BCM8.txt
B4F1Q2,2.7.4.3,B4F1Q2.txt
A2BTB8,2.7.4.3,A2BTB8.txt
Q15RT7,2.7.4.3,Q15RT7.txt
Q02RF8,2.7.4.3,Q02RF8.txt
Q1IDV1,2.7.4.3,Q1IDV1.txt
A8F4T2,2.7.4.3,A8F4T2.txt
Q3KHE3,2.7.4.3,Q3KHE3.txt
P0A137,2.7.4.3,P0A137.txt
Q3IKQ1,2.7.4.3,Q3IKQ1.txt
Q9UZN1,2.7.4.3,Q9UZN1.txt
B2UB85,2.7.4.3,B2UB85.txt
B3PWU2,2.7.4.3,B3PWU2.txt
Q93FE6,2.7.4.3,Q93FE6.txt
B6IRS7,2.7.4.3,B6IRS7.txt
C3PP86,2.7.4.3,C3PP86.txt
A8EZJ5,2.7.4.3,A8EZJ5.txt
Q9ZCS6,2.7.4.3,Q9ZCS6.txt
A8GT48,2.7.4.3,A8GT48.txt
A1AVD5,2.7.4.3,A1AVD5.txt
A8M508,2.7.4.3,A8M508.txt
B5QU77,2.7.4.3,B5QU77.txt
B4SWY1,2.7.4.3,B4SWY1.txt
B5BD44,2.7.4.3,B5BD44.txt
P0A1V5,2.7.4.3,P0A1V5.txt
P25824,2.7.4.3,P25824.txt
B8E732,2.7.4.3,B8E732.txt
A9L567,2.7.4.3,A9L567.txt
B0TP07,2.7.4.3,B0TP07.txt
A4Y7T5,2.7.4.3,A4Y7T5.txt
Q0HHZ7,2.7.4.3,Q0HHZ7.txt
B1KNK5,2.7.4.3,B1KNK5.txt
Q32J54,2.7.4.3,Q32J54.txt
Q3Z4S5,2.7.4.3,Q3Z4S5.txt
C4XPE9,2.7.4.3,C4XPE9.txt
P84139,2.7.4.3,P84139.txt
P99062,2.7.4.3,P99062.txt
P65202,2.7.4.3,P65202.txt
Q8CRI0,2.7.4.3,Q8CRI0.txt
P65204,2.7.4.3,P65204.txt
C0M6X3,2.7.4.3,C0M6X3.txt
P53398,2.7.4.3,P53398.txt
B2FT48,2.7.4.3,B2FT48.txt
Q04ML5,2.7.4.3,Q04ML5.txt
Q5XEB4,2.7.4.3,Q5XEB4.txt
Q1JE38,2.7.4.3,Q1JE38.txt
Q1J8Z2,2.7.4.3,Q1J8Z2.txt
B8ZKQ1,2.7.4.3,B8ZKQ1.txt
P0DB93,2.7.4.3,P0DB93.txt
Q8DRD4,2.7.4.3,Q8DRD4.txt
P43417,2.7.4.3,P43417.txt
Q5LXT2,2.7.4.3,Q5LXT2.txt
B9DSX1,2.7.4.3,B9DSX1.txt
C1CPA9,2.7.4.3,C1CPA9.txt
Q3A6M6,2.7.4.3,Q3A6M6.txt
Q2JV96,2.7.4.3,Q2JV96.txt
A5GIS6,2.7.4.3,A5GIS6.txt
Q3AW74,2.7.4.3,Q3AW74.txt
B7IHW7,2.7.4.3,B7IHW7.txt
Q5JH68,2.7.4.3,Q5JH68.txt
Q8GGL2,2.7.4.3,Q8GGL2.txt
A5IMA4,2.7.4.3,A5IMA4.txt
C6A2Q1,2.7.4.3,C6A2Q1.txt
Q5SHQ9,2.7.4.3,Q5SHQ9.txt
Q3SIR8,2.7.4.3,Q3SIR8.txt
O83604,2.7.4.3,O83604.txt
B3E851,2.7.4.3,B3E851.txt
B5ZB60,2.7.4.3,B5ZB60.txt
A5CXT4,2.7.4.3,A5CXT4.txt
A7MT47,2.7.4.3,A7MT47.txt
Q87RH4,2.7.4.3,Q87RH4.txt
Q8D227,2.7.4.3,Q8D227.txt
Q7M8A5,2.7.4.3,Q7M8A5.txt
Q8PH23,2.7.4.3,Q8PH23.txt
B0RP52,2.7.4.3,B0RP52.txt
Q5H4A4,2.7.4.3,Q5H4A4.txt
Q9PGM3,2.7.4.3,Q9PGM3.txt
A1JNB1,2.7.4.3,A1JNB1.txt
Q1C4P9,2.7.4.3,Q1C4P9.txt
A9R0Q7,2.7.4.3,A9R0Q7.txt
Q66DP7,2.7.4.3,Q66DP7.txt
Q5EBM0,2.7.4.6,Q5EBM0.txt
P05081,2.7.4.6,P05081.txt
P86195,2.7.4.6,P86195.txt
P00569,2.7.4.6,P00569.txt
P27144,2.7.4.6,P27144.txt
Q9WUS0,2.7.4.6,Q9WUS0.txt
Q920P5,2.7.4.6,Q920P5.txt
Q9D2H2,2.7.4.6,Q9D2H2.txt
Q4R3W4,2.7.4.6,Q4R3W4.txt
Q68FP8,2.7.4.6,Q68FP8.txt
Q5TCS8,2.7.4.6,Q5TCS8.txt
Q7ZWE9,2.7.4.6,Q7ZWE9.txt
Q29561,2.7.4.6,Q29561.txt
Q28H12,2.7.4.6,Q28H12.txt
O81372,2.7.4.6,O81372.txt
Q6MEA9,2.7.4.6,Q6MEA9.txt
P93554,2.7.4.6,P93554.txt
Q56E62,2.7.4.6,Q56E62.txt
P47923,2.7.4.6,P47923.txt
Q852S5,2.7.4.6,Q852S5.txt
Q9WV85,2.7.4.6,Q9WV85.txt
Q8RXA8,2.7.4.6,Q8RXA8.txt
O75414,2.7.4.6,O75414.txt
B3DL53,2.7.4.6,B3DL53.txt
Q9QXL8,2.7.4.6,Q9QXL8.txt
P52174,2.7.4.6,P52174.txt
P70011,2.7.4.6,P70011.txt
Q6XI71,2.7.4.6,Q6XI71.txt
P15532,2.7.4.6,P15532.txt
Q3T0Q4,2.7.4.6,Q3T0Q4.txt
P22392,2.7.4.6,P22392.txt
P85288,2.7.4.6,P85288.txt
P85281,2.7.4.6,P85281.txt
P85280,2.7.4.6,P85280.txt
P85289,2.7.4.6,P85289.txt
Q2EN76,2.7.4.6,Q2EN76.txt
P22887,2.7.4.6,P22887.txt
O00746,2.7.4.6,O00746.txt
A3DDC2,2.7.4.6,A3DDC2.txt
B7H073,2.7.4.6,B7H073.txt
B0VKS3,2.7.4.6,B0VKS3.txt
A5FY40,2.7.4.6,A5FY40.txt
B5EJE9,2.7.4.6,B5EJE9.txt
B3H0J6,2.7.4.6,B3H0J6.txt
A0KJ40,2.7.4.6,A0KJ40.txt
B6JGK9,2.7.4.6,B6JGK9.txt
Q0VND6,2.7.4.6,Q0VND6.txt
B5FAW8,2.7.4.6,B5FAW8.txt
Q0A990,2.7.4.6,Q0A990.txt
B8JAD8,2.7.4.6,B8JAD8.txt
B9KGY6,2.7.4.6,B9KGY6.txt
B4UDP2,2.7.4.6,B4UDP2.txt
Q5P7A9,2.7.4.6,Q5P7A9.txt
A8HS90,2.7.4.6,A8HS90.txt
Q81SV8,2.7.4.6,Q81SV8.txt
Q63DL7,2.7.4.6,Q63DL7.txt
P31103,2.7.4.6,P31103.txt
Q6G043,2.7.4.6,Q6G043.txt
Q6MGU4,2.7.4.6,Q6MGU4.txt
Q7WHM7,2.7.4.6,Q7WHM7.txt
A9IK55,2.7.4.6,A9IK55.txt
A5EIC0,2.7.4.6,A5EIC0.txt
B2S4V2,2.7.4.6,B2S4V2.txt
Q57E46,2.7.4.6,Q57E46.txt
C0RI35,2.7.4.6,C0RI35.txt
B0CL18,2.7.4.6,B0CL18.txt
Q1BGX7,2.7.4.6,Q1BGX7.txt
B4EAX2,2.7.4.6,B4EAX2.txt
A9AGZ3,2.7.4.6,A9AGZ3.txt
Q62JW1,2.7.4.6,Q62JW1.txt
Q3JRQ0,2.7.4.6,Q3JRQ0.txt
Q2SWE7,2.7.4.6,Q2SWE7.txt
A7ZC05,2.7.4.6,A7ZC05.txt
A7I3D2,2.7.4.6,A7I3D2.txt
Q9PIG7,2.7.4.6,Q9PIG7.txt
B9KDL1,2.7.4.6,B9KDL1.txt
Q3AFJ7,2.7.4.6,Q3AFJ7.txt
B8GW43,2.7.4.6,B8GW43.txt
Q3J2D0,2.7.4.6,Q3J2D0.txt
Q11GV3,2.7.4.6,Q11GV3.txt
Q5L6Z2,2.7.4.6,Q5L6Z2.txt
Q824M4,2.7.4.6,Q824M4.txt
Q3B6B4,2.7.4.6,Q3B6B4.txt
B3ENQ2,2.7.4.6,B3ENQ2.txt
B9LKC5,2.7.4.6,B9LKC5.txt
Q3KLJ7,2.7.4.6,Q3KLJ7.txt
O84508,2.7.4.6,O84508.txt
B5E9D0,2.7.4.6,B5E9D0.txt
Q8XIZ1,2.7.4.6,Q8XIZ1.txt
Q47WB6,2.7.4.6,Q47WB6.txt
A4QG90,2.7.4.6,A4QG90.txt
B1VGM4,2.7.4.6,B1VGM4.txt
A9KFV6,2.7.4.6,A9KFV6.txt
B1WQB7,2.7.4.6,B1WQB7.txt
Q0K958,2.7.4.6,Q0K958.txt
Q6A9I7,2.7.4.6,Q6A9I7.txt
Q3Z9G0,2.7.4.6,Q3Z9G0.txt
C1D1C3,2.7.4.6,C1D1C3.txt
A9BMV7,2.7.4.6,A9BMV7.txt
B1I1P4,2.7.4.6,B1I1P4.txt
Q251Q1,2.7.4.6,Q251Q1.txt
A4J0S4,2.7.4.6,A4J0S4.txt
A1VBY0,2.7.4.6,A1VBY0.txt
B7UGW4,2.7.4.6,B7UGW4.txt
P0A764,2.7.4.6,P0A764.txt
B7MYF2,2.7.4.6,B7MYF2.txt
B1XAZ3,2.7.4.6,B1XAZ3.txt
Q0TEW7,2.7.4.6,Q0TEW7.txt
P0A763,2.7.4.6,P0A763.txt
B1LNH3,2.7.4.6,B1LNH3.txt
Q3YQT1,2.7.4.6,Q3YQT1.txt
Q5HA25,2.7.4.6,Q5HA25.txt
A4WD96,2.7.4.6,A4WD96.txt
B7LKC0,2.7.4.6,B7LKC0.txt
A7HJ26,2.7.4.6,A7HJ26.txt
Q0RPG8,2.7.4.6,Q0RPG8.txt
A8L1W8,2.7.4.6,A8L1W8.txt
Q2A2S1,2.7.4.6,Q2A2S1.txt
Q0BLA4,2.7.4.6,Q0BLA4.txt
B9M699,2.7.4.6,B9M699.txt
Q74E54,2.7.4.6,Q74E54.txt
P27950,2.7.4.6,P27950.txt
A9HJV3,2.7.4.6,A9HJV3.txt
A0LZH1,2.7.4.6,A0LZH1.txt
A5UDJ8,2.7.4.6,A5UDJ8.txt
Q0I2G6,2.7.4.6,Q0I2G6.txt
B9LPY5,2.7.4.6,B9LPY5.txt
P61136,2.7.4.6,P61136.txt
Q17YQ6,2.7.4.6,Q17YQ6.txt
B0TBN6,2.7.4.6,B0TBN6.txt
Q1CUW3,2.7.4.6,Q1CUW3.txt
P56075,2.7.4.6,P56075.txt
B0USF1,2.7.4.6,B0USF1.txt
Q0BZX9,2.7.4.6,Q0BZX9.txt
A6SZX4,2.7.4.6,A6SZX4.txt
A6TCD7,2.7.4.6,A6TCD7.txt
C1DD40,2.7.4.6,C1DD40.txt
A5IC43,2.7.4.6,A5IC43.txt
B0S9J3,2.7.4.6,B0S9J3.txt
B0SJT4,2.7.4.6,B0SJT4.txt
Q8EYP5,2.7.4.6,Q8EYP5.txt
Q71Y86,2.7.4.6,Q71Y86.txt
A0AK41,2.7.4.6,A0AK41.txt
Q0AQB0,2.7.4.6,Q0AQB0.txt
Q8TQL6,2.7.4.6,Q8TQL6.txt
Q466D4,2.7.4.6,Q466D4.txt
Q603C1,2.7.4.6,Q603C1.txt
Q2FRE6,2.7.4.6,Q2FRE6.txt
A2STK8,2.7.4.6,A2STK8.txt
Q6M0I7,2.7.4.6,Q6M0I7.txt
B8GKL6,2.7.4.6,B8GKL6.txt
A5UJN0,2.7.4.6,A5UJN0.txt
B8EJZ0,2.7.4.6,B8EJZ0.txt
B0JHT4,2.7.4.6,B0JHT4.txt
A0QDG6,2.7.4.6,A0QDG6.txt
A1KLE1,2.7.4.6,A1KLE1.txt
B8ZRN7,2.7.4.6,B8ZRN7.txt
Q73XP1,2.7.4.6,Q73XP1.txt
A5U5E1,2.7.4.6,A5U5E1.txt
A0PU19,2.7.4.6,A0PU19.txt
Q1D6I7,2.7.4.6,Q1D6I7.txt
P65532,2.7.4.6,P65532.txt
Q2GDK4,2.7.4.6,Q2GDK4.txt
Q82XV5,2.7.4.6,Q82XV5.txt
Q3JCN5,2.7.4.6,Q3JCN5.txt
Q5Z045,2.7.4.6,Q5Z045.txt
Q8YRP2,2.7.4.6,Q8YRP2.txt
Q312A8,2.7.4.6,Q312A8.txt
A6LCB6,2.7.4.6,A6LCB6.txt
Q7U3S1,2.7.4.6,Q7U3S1.txt
Q13X25,2.7.4.6,Q13X25.txt
C6DBH8,2.7.4.6,C6DBH8.txt
A5D5U8,2.7.4.6,A5D5U8.txt
Q7N710,2.7.4.6,Q7N710.txt
A4SYE3,2.7.4.6,A4SYE3.txt
Q12AB4,2.7.4.6,Q12AB4.txt
A2BZG4,2.7.4.6,A2BZG4.txt
A9B9E7,2.7.4.6,A9B9E7.txt
Q7VEG3,2.7.4.6,Q7VEG3.txt
Q7V3M8,2.7.4.6,Q7V3M8.txt
Q48LZ8,2.7.4.6,Q48LZ8.txt
B7UWI4,2.7.4.6,B7UWI4.txt
Q1IEI5,2.7.4.6,Q1IEI5.txt
A4XY36,2.7.4.6,A4XY36.txt
B0KPI3,2.7.4.6,B0KPI3.txt
Q886Z4,2.7.4.6,Q886Z4.txt
A4VNX5,2.7.4.6,A4VNX5.txt
A1SZU8,2.7.4.6,A1SZU8.txt
Q8ZWY4,2.7.4.6,Q8ZWY4.txt
B2U9U5,2.7.4.6,B2U9U5.txt
Q2KA61,2.7.4.6,Q2KA61.txt
B5ZWZ6,2.7.4.6,B5ZWZ6.txt
Q7UJK7,2.7.4.6,Q7UJK7.txt
Q21W24,2.7.4.6,Q21W24.txt
Q2IX70,2.7.4.6,Q2IX70.txt
Q215R4,2.7.4.6,Q215R4.txt
Q2RSC6,2.7.4.6,Q2RSC6.txt
A8GLZ8,2.7.4.6,A8GLZ8.txt
A8EXC2,2.7.4.6,A8EXC2.txt
Q9ZE91,2.7.4.6,Q9ZE91.txt
A8GQL6,2.7.4.6,A8GQL6.txt
Q164H3,2.7.4.6,Q164H3.txt
Q5LQP4,2.7.4.6,Q5LQP4.txt
A4F9J8,2.7.4.6,A4F9J8.txt
A9MHL2,2.7.4.6,A9MHL2.txt
B5R585,2.7.4.6,B5R585.txt
B4T0Q2,2.7.4.6,B4T0Q2.txt
B5BAY2,2.7.4.6,B5BAY2.txt
P65535,2.7.4.6,P65535.txt
A8GHW9,2.7.4.6,A8GHW9.txt
A3D569,2.7.4.6,A3D569.txt
Q12LK6,2.7.4.6,Q12LK6.txt
A3QFC8,2.7.4.6,A3QFC8.txt
A4Y7C9,2.7.4.6,A4Y7C9.txt
A8FX96,2.7.4.6,A8FX96.txt
A1RJ60,2.7.4.6,A1RJ60.txt
Q31XX2,2.7.4.6,Q31XX2.txt
P0A765,2.7.4.6,P0A765.txt
A6U7K1,2.7.4.6,A6U7K1.txt
A9GF63,2.7.4.6,A9GF63.txt
A6U1T7,2.7.4.6,A6U1T7.txt
A5ISZ7,2.7.4.6,A5ISZ7.txt
A6QH18,2.7.4.6,A6QH18.txt
Q6GGU2,2.7.4.6,Q6GGU2.txt
P68870,2.7.4.6,P68870.txt
Q5HP76,2.7.4.6,Q5HP76.txt
A3DMR9,2.7.4.6,A3DMR9.txt
Q8E5R4,2.7.4.6,Q8E5R4.txt
P50589,2.7.4.6,P50589.txt
B2FNQ5,2.7.4.6,B2FNQ5.txt
P65536,2.7.4.6,P65536.txt
Q5M011,2.7.4.6,Q5M011.txt
C1CGP2,2.7.4.6,C1CGP2.txt
Q4JAV3,2.7.4.6,Q4JAV3.txt
C4KIV4,2.7.4.6,C4KIV4.txt
C3NFS7,2.7.4.6,C3NFS7.txt
Q976A0,2.7.4.6,Q976A0.txt
P50590,2.7.4.6,P50590.txt
B1XIE7,2.7.4.6,B1XIE7.txt
Q0I6J3,2.7.4.6,Q0I6J3.txt
P74494,2.7.4.6,P74494.txt
Q9HJ59,2.7.4.6,Q9HJ59.txt
A6LJZ9,2.7.4.6,A6LJZ9.txt
B9L159,2.7.4.6,B9L159.txt
Q8DM56,2.7.4.6,Q8DM56.txt
B8GTN8,2.7.4.6,B8GTN8.txt
B2S4P7,2.7.4.6,B2S4P7.txt
Q3M7K5,2.7.4.6,Q3M7K5.txt
B7VJT4,2.7.4.6,B7VJT4.txt
Q9KTX4,2.7.4.6,Q9KTX4.txt
Q8DEZ5,2.7.4.6,Q8DEZ5.txt
Q73FY9,2.7.4.6,Q73FY9.txt
Q5GRR9,2.7.4.6,Q5GRR9.txt
Q3BTW6,2.7.4.6,Q3BTW6.txt
P65539,2.7.4.6,P65539.txt
A7IHS8,2.7.4.6,A7IHS8.txt
B0U495,2.7.4.6,B0U495.txt
A1JKR7,2.7.4.6,A1JKR7.txt
B2K9Q4,2.7.4.6,B2K9Q4.txt
Q1CK95,2.7.4.6,Q1CK95.txt
B1JS01,2.7.4.6,B1JS01.txt
Q08224,2.7.4.7,Q08224.txt
O94266,2.7.4.7,O94266.txt
O67772,2.7.4.7,O67772.txt
P44697,2.7.4.7,P44697.txt
P66914,2.7.4.7,P66914.txt
P9WG77,2.7.4.7,P9WG77.txt
P66915,2.7.4.7,P66915.txt
Q6G7L7,2.7.4.7,Q6G7L7.txt
O85786,2.7.4.7,O85786.txt
P61422,2.7.4.7,P61422.txt
P93757,2.7.4.8,P93757.txt
Q10M74,2.7.4.8,Q10M74.txt
Q8UGD7,2.7.4.8,Q8UGD7.txt
Q5WFK3,2.7.4.8,Q5WFK3.txt
Q2IL45,2.7.4.8,Q2IL45.txt
Q2NIH1,2.7.4.8,Q2NIH1.txt
Q819T6,2.7.4.8,Q819T6.txt
Q64PY1,2.7.4.8,Q64PY1.txt
O34328,2.7.4.8,O34328.txt
Q6G053,2.7.4.8,Q6G053.txt
Q8G813,2.7.4.8,Q8G813.txt
Q2L090,2.7.4.8,Q2L090.txt
Q7VXZ3,2.7.4.8,Q7VXZ3.txt
Q2YMJ2,2.7.4.8,Q2YMJ2.txt
P65218,2.7.4.8,P65218.txt
Q89AC8,2.7.4.8,Q89AC8.txt
Q62I00,2.7.4.8,Q62I00.txt
Q2SY72,2.7.4.8,Q2SY72.txt
Q5HTT7,2.7.4.8,Q5HTT7.txt
Q3J2A5,2.7.4.8,Q3J2A5.txt
Q3AQL3,2.7.4.8,Q3AQL3.txt
Q3B204,2.7.4.8,Q3B204.txt
Q3KMZ2,2.7.4.8,Q3KMZ2.txt
Q1QSI1,2.7.4.8,Q1QSI1.txt
Q182S8,2.7.4.8,Q182S8.txt
Q0SS73,2.7.4.8,Q0SS73.txt
P60550,2.7.4.8,P60550.txt
Q4JVH4,2.7.4.8,Q4JVH4.txt
Q46YE8,2.7.4.8,Q46YE8.txt
Q479A8,2.7.4.8,Q479A8.txt
Q1IW06,2.7.4.8,Q1IW06.txt
Q6AJ91,2.7.4.8,Q6AJ91.txt
Q8XD88,2.7.4.8,Q8XD88.txt
P60546,2.7.4.8,P60546.txt
Q2GHE0,2.7.4.8,Q2GHE0.txt
Q82ZD5,2.7.4.8,Q82ZD5.txt
Q2A2K6,2.7.4.8,Q2A2K6.txt
Q8RHI9,2.7.4.8,Q8RHI9.txt
P60551,2.7.4.8,P60551.txt
Q0BPZ9,2.7.4.8,Q0BPZ9.txt
P44310,2.7.4.8,P44310.txt
Q7VIA1,2.7.4.8,Q7VIA1.txt
P56103,2.7.4.8,P56103.txt
Q0C093,2.7.4.8,Q0C093.txt
Q1IK22,2.7.4.8,Q1IK22.txt
P60552,2.7.4.8,P60552.txt
Q38XU0,2.7.4.8,Q38XU0.txt
Q5ZTZ8,2.7.4.8,Q5ZTZ8.txt
Q1WUB5,2.7.4.8,Q1WUB5.txt
Q8Y672,2.7.4.8,Q8Y672.txt
Q0AQC4,2.7.4.8,Q0AQC4.txt
Q1GXB9,2.7.4.8,Q1GXB9.txt
Q2SSR8,2.7.4.8,Q2SSR8.txt
Q601H3,2.7.4.8,Q601H3.txt
Q9CCQ7,2.7.4.8,Q9CCQ7.txt
P60553,2.7.4.8,P60553.txt
Q98PN5,2.7.4.8,Q98PN5.txt
P9WKE8,2.7.4.8,P9WKE8.txt
Q5F775,2.7.4.8,Q5F775.txt
Q2GD44,2.7.4.8,Q2GD44.txt
Q2YD10,2.7.4.8,Q2YD10.txt
Q5YTM7,2.7.4.8,Q5YTM7.txt
Q8ER28,2.7.4.8,Q8ER28.txt
Q7U570,2.7.4.8,Q7U570.txt
P57888,2.7.4.8,P57888.txt
Q7N9P2,2.7.4.8,Q7N9P2.txt
Q12DV7,2.7.4.8,Q12DV7.txt
Q7VDB6,2.7.4.8,Q7VDB6.txt
Q46GV6,2.7.4.8,Q46GV6.txt
Q9HTM2,2.7.4.8,Q9HTM2.txt
Q88C87,2.7.4.8,Q88C87.txt
Q4ZZY8,2.7.4.8,Q4ZZY8.txt
Q8XXF9,2.7.4.8,Q8XXF9.txt
Q984S9,2.7.4.8,Q984S9.txt
Q21TP7,2.7.4.8,Q21TP7.txt
P60556,2.7.4.8,P60556.txt
Q2RXB1,2.7.4.8,Q2RXB1.txt
Q4UK55,2.7.4.8,Q4UK55.txt
Q166A7,2.7.4.8,Q166A7.txt
Q1GH67,2.7.4.8,Q1GH67.txt
Q5PC40,2.7.4.8,Q5PC40.txt
Q9X6M5,2.7.4.8,Q9X6M5.txt
Q088T7,2.7.4.8,Q088T7.txt
Q0HZX1,2.7.4.8,Q0HZX1.txt
Q329K8,2.7.4.8,Q329K8.txt
Q2NQS9,2.7.4.8,Q2NQS9.txt
Q2G1U0,2.7.4.8,Q2G1U0.txt
P65219,2.7.4.8,P65219.txt
Q6GA04,2.7.4.8,Q6GA04.txt
Q5HPY1,2.7.4.8,Q5HPY1.txt
Q49WZ1,2.7.4.8,Q49WZ1.txt
P65221,2.7.4.8,P65221.txt
Q8GAU4,2.7.4.8,Q8GAU4.txt
P0DB94,2.7.4.8,P0DB94.txt
Q1JAJ4,2.7.4.8,Q1JAJ4.txt
Q1J5I6,2.7.4.8,Q1J5I6.txt
P0DB95,2.7.4.8,P0DB95.txt
Q5M3I4,2.7.4.8,Q5M3I4.txt
Q2LQ62,2.7.4.8,Q2LQ62.txt
Q2JQB9,2.7.4.8,Q2JQB9.txt
Q0I868,2.7.4.8,Q0I868.txt
Q0AXK8,2.7.4.8,Q0AXK8.txt
Q9X215,2.7.4.8,Q9X215.txt
Q8DMQ7,2.7.4.8,Q8DMQ7.txt
Q3MD38,2.7.4.8,Q3MD38.txt
Q9PQS9,2.7.4.8,Q9PQS9.txt
Q8DDV6,2.7.4.8,Q8DDV6.txt
Q73HV1,2.7.4.8,Q73HV1.txt
Q8PH65,2.7.4.8,Q8PH65.txt
Q8P5T7,2.7.4.8,Q8P5T7.txt
Q9PD76,2.7.4.8,Q9PD76.txt
Q1C258,2.7.4.8,Q1C258.txt
Q66GE5,2.7.4.8,Q66GE5.txt
Q9UXG7,2.7.4.9,Q9UXG7.txt
Q970Q8,2.7.4.9,Q970Q8.txt
A9NEH3,2.7.4.9,A9NEH3.txt
B7GYE0,2.7.4.9,B7GYE0.txt
B0VTL6,2.7.4.9,B0VTL6.txt
A1W6N2,2.7.4.9,A1W6N2.txt
B0BSY9,2.7.4.9,B0BSY9.txt
Q9YA48,2.7.4.9,Q9YA48.txt
B2UN87,2.7.4.9,B2UN87.txt
Q5E416,2.7.4.9,Q5E416.txt
Q5WLY2,2.7.4.9,Q5WLY2.txt
B4S1N2,2.7.4.9,B4S1N2.txt
Q2GLN0,2.7.4.9,Q2GLN0.txt
O30175,2.7.4.9,O30175.txt
C3P9H5,2.7.4.9,C3P9H5.txt
Q81W11,2.7.4.9,Q81W11.txt
C1ES32,2.7.4.9,C1ES32.txt
A7GJU2,2.7.4.9,A7GJU2.txt
Q63HH8,2.7.4.9,Q63HH8.txt
A9VN43,2.7.4.9,A9VN43.txt
A7Z0F1,2.7.4.9,A7Z0F1.txt
Q1LT42,2.7.4.9,Q1LT42.txt
B3DUA1,2.7.4.9,B3DUA1.txt
Q7VR23,2.7.4.9,Q7VR23.txt
Q7WA31,2.7.4.9,Q7WA31.txt
Q89LM5,2.7.4.9,Q89LM5.txt
A4YUL6,2.7.4.9,A4YUL6.txt
C0RIW8,2.7.4.9,C0RIW8.txt
B0CGE4,2.7.4.9,B0CGE4.txt
Q8K9J3,2.7.4.9,Q8K9J3.txt
Q1BH55,2.7.4.9,Q1BH55.txt
B4EBJ2,2.7.4.9,B4EBJ2.txt
A3MKF7,2.7.4.9,A3MKF7.txt
A1V4T2,2.7.4.9,A1V4T2.txt
A3NAE5,2.7.4.9,A3NAE5.txt
A4JEW8,2.7.4.9,A4JEW8.txt
Q8RDE6,2.7.4.9,Q8RDE6.txt
A7GYH0,2.7.4.9,A7GYH0.txt
A8FLH9,2.7.4.9,A8FLH9.txt
A1VZB4,2.7.4.9,A1VZB4.txt
Q9RQJ9,2.7.4.9,Q9RQJ9.txt
B9KKV1,2.7.4.9,B9KKV1.txt
Q3AS37,2.7.4.9,Q3AS37.txt
B3EDD6,2.7.4.9,B3EDD6.txt
B3QP81,2.7.4.9,B3QP81.txt
Q9Z8R5,2.7.4.9,Q9Z8R5.txt
B0BBG8,2.7.4.9,B0BBG8.txt
Q1QX49,2.7.4.9,Q1QX49.txt
A8AHX4,2.7.4.9,A8AHX4.txt
A6LPM3,2.7.4.9,A6LPM3.txt
B5Y7S6,2.7.4.9,B5Y7S6.txt
Q1LMB9,2.7.4.9,Q1LMB9.txt
B3R181,2.7.4.9,B3R181.txt
Q3Z8D9,2.7.4.9,Q3Z8D9.txt
Q9RY40,2.7.4.9,Q9RY40.txt
B8J2G0,2.7.4.9,B8J2G0.txt
A4J0K6,2.7.4.9,A4J0K6.txt
A1VCE6,2.7.4.9,A1VCE6.txt
A8LRW0,2.7.4.9,A8LRW0.txt
B7MJ85,2.7.4.9,B7MJ85.txt
B5YVW6,2.7.4.9,B5YVW6.txt
B7LX32,2.7.4.9,B7LX32.txt
