name,smile
anhydrotetracycline ,CC1=C2C=CC=C(C2=C(C3=C1C[C@H]4[C@@H](C(=O)C(=C([C@]4(C3=O)O)O)C(=O)N)N(C)C)O)O
norbelladine,C1=CC(=CC=C1CCNCC2=CC(=C(C=C2)O)O)O
 4'-O-methylnorbelladine ,COC1=C(C=C(C=C1)CNCCC2=CC=C(C=C2)O)O
 (S)-tembetarine,C[N+]1(CCC2=CC(=C(C=C2[C@@H]1CC3=CC(=C(C=C3)OC)O)O)OC)C
(S)-corytuberine,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)O)OC
(S)-magnoflorine ,C[N+]1(CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)O)OC)C
desmethylxanthohumol,CC(=CCC1=C(C(=C(C=C1O)O)C(=O)/C=C/C2=CC=C(C=C2)O)O)C
xanthohumol ,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)/C=C/C2=CC=C(C=C2)O)O)C
xanthohumol,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)/C=C/C2=CC=C(C=C2)O)O)C
 4-O-methylxanthohumol ,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)/C=C/C2=CC=C(C=C2)OC)O)C
3-(aminomethyl)indole,C1=CC=C2C(=C1)C(=CN2)CN
gramine,CN(C)CC1=CNC2=CC=CC=C21
(1H-indol-3-yl)-N-methylmethanamine,C[NH2+]CC1=CNC2=CC=CC=C21
gramine ,CN(C)CC1=CNC2=CC=CC=C21
protocatechuate,C1=CC(=C(C=C1C(=O)O)O)O
 5-methyltetrahydrofolate,CN1[C@H](CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
3-O-methylgallate,COC1=CC(=CC(=C1[O-])O)C(=O)O
gallate,C1=C(C=C(C(=C1O)O)O)C(=O)O
8-amino-8-demethylriboflavin,CC1=CC2=C(C=C1N)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
roseoflavin,CC1=CC2=C(C=C1N(C)C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
8-demethyl-8-(methylamino)riboflavin,CC1=CC2=C(C=C1NC)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
4-hydroxytryptamine 4-phosphate,C1=CC2=C(C(=C1)OP(=O)(O)O)C(=CN2)CCN
psilocybin,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O
4-hydroxy-N-methyltryptamine 4-phosphate,CNCCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O
psilocybin ,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O
(+)-kolavelool,C[C@H]1CC[C@]2([C@H]([C@]1(C)CCC(C)(C=C)O)CCC=C2C)C
 (+)-O-methylkolavelool ,C[C@H]1CC[C@]2([C@H]([C@]1(C)CCC(C)(C=C)OC)CCC=C2C)C
"1,6-didemethyltoxoflavin",C1=NC2=C(NC(=O)NC2=O)N=N1
reumycin,CN1C(=O)C2=C(NC1=O)N=NC=N2
 toxoflavin ,CN1C2=NC(=O)N(C(=O)C2=NC=N1)C
nocamycin E,C[C@@H]1[C@H](OC23C([C@H](O[C@]2(CC(=O)C1O3)C)C)C(=O)[O-])[C@H](C)/C=C(\C)/C=C/C(=C/4\C(=O)CNC4=O)/O
 nocamycin I ,C[C@H]1[C@H]2C(=O)C[C@]3([C@@](O2)([C@H]([C@H](O3)C)C(=O)OC)O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=C\4/C(=O)CNC4=O)/O)C
3-O-acetyl-4'-O-demethylpapaveroxine,CC(=O)O[C@H]([C@H]1C2=C(C3=C(C=C2CCN1C)OCO3)O)C4=C(C(=C(C=C4)OC)OC)C=O
3-O-acetylpapaveroxine ,CC(=O)O[C@H]([C@H]1C2=C(C3=C(C=C2CCN1C)OCO3)OC)C4=C(C(=C(C=C4)OC)OC)C=O
demethylluteothin,CC1=C(OC(=O)C(=C1O)C)CC/C(=C/C(=C/C2=CC=C(C=C2)[N+](=O)[O-])/C)/C
luteothin ,CC1=C(OC(=C(C1=O)C)OC)CC/C(=C/C(=C/C2=CC=C(C=C2)[N+](=O)[O-])/C)/C
"(2E,6E)-farnesyl diphosphate",CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C
pre-sodorifen diphosphate ,C[C@@H]1[C@H]([C@](C(=C1C)C)(C)CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)C
"3,3'-di-O-methyl-4alpha-mannobiose",CO[C@H]1[C@@H]([C@H](O[C@@H]([C@H]1O)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2OC)O)O)CO)CO)O
"1,3,3'-tri-O-methyl-4alpha-mannobiose ",CO[C@H]1[C@@H]([C@H](O[C@@H]([C@H]1O)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2OC)O)OC)CO)CO)O
(2R)-2-hydroxy-4-(methylsulfanyl)butanoate,CSCC[C@H](C(=O)[O-])O
 (2R)-4-(dimethylsulfaniumyl)-2-hydroxybutanoate ,C[S+](C)CC[C@H](C(=O)[O-])O
2-heptyl-1-hydroxyquinolin-4(1H)-one,CCCCCCCC1=CC(=O)C2=CC=CC=C2N1O
glycine betaine,C[N+](C)(C)CC(=O)[O-]
O-demethylpuromycin,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)O)N)O
puromycin ,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O
"3-amino-2,4-dihydroxybenzoate",C1=CC(=C(C(=C1C(=O)O)[O-])N)O
3-amino-2-hydroxy-4-methoxybenzoate ,COC1=C(C(=C(C=C1)C(=O)O)[O-])N
 L-norcarnitine ,CN(C)C[C@@H](CC(=O)O)O
 1D-3-O-methyl-myo-inositol ,COC1[C@H]([C@H](C([C@H]([C@@H]1O)O)O)O)O
N-acetylserotonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O
melatonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
 1D-1-O-methyl-myo-inositol ,COC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O
3'-methoxyflavone ,COC1=CC=CC(=C1)C2=CC(=O)C3=CC=CC=C3O2
"Nalpha,Nalpha-dimethyl-L-histidine",CN(C)[C@@H](CC1=CN=CN1)C(=O)O
 Nalpha-methyl-L-histidine,C[NH2+][C@@H](CC1=CN=CN1)C(=O)[O-]
Nalpha-methyl-L-histidine,C[NH2+][C@@H](CC1=CN=CN1)C(=O)[O-]
 hercynine ,C[N+](C)(C)[C@@H](CC1=CN=CN1)C(=O)[O-]
dihydrofolate,C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
(R)-3-(indol-3-yl)-2-oxobutanoate ,C[C@H](C1=CNC2=CC=CC=C21)C(=O)C(=O)[O-]
dimethylglycine,CN(C)CC(=O)O
loganate,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)[O-])O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
loganin ,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
 N-methylputrescine ,CNCCCCN
dCMP,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O
 deoxy-5-methylcytidylate ,CC1=CN(C(=O)N=C1N)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O
licodione,C1=CC(=CC=C1C(=O)CC(=O)C2=C(C=C(C=C2)O)O)O
 2'-O-methyllicodione ,COC1=C(C=CC(=C1)O)C(=O)CC(=O)C2=CC=C(C=C2)O
3-methoxy-4-hydroxy-trans-cinnamate,COC1=C(C=CC(=C1)/C=C/C(=O)O)O
bergaptol,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O
 bergapten ,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3
 N-methylnicotinate ,C[N+]1=CC=CC(=C1)C(=O)[O-]
xanthotoxol,C1=CC(=O)OC2=C(C3=C(C=CO3)C=C21)O
 xanthotoxin ,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
phosphatidyl-N-dimethylethanolamine ,CN(C)CCO
apigenin,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
 acacetin ,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
"3,5,7,3',4'-pentahydroxyflavone",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
"3-methoxy-5,7,3',4'-tetrahydroxyflavone ",COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O
isoorientin,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O
 isoscoparin ,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
 Ntau-methylhistamine,CN1C=C(N=C1)CCN
"5,7,3',4'-tetrahydroxy-3-methoxyflavone",COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O
"5,3',4'-trihydroxy-3,7-dimethoxyflavone ",COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O
"5,3',4'-trihydroxy-3,7-dimethoxyflavone",COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O
"5,3'-dihydroxy-3,7,4'-trimethoxyflavone ",COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)O
"5,6,3',4'-tetrahydroxy-3,7-dimethoxyflavone",COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)O
"5,3',4'-trihydroxy-3,6,7-trimethoxyflavone ",COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)OC
"5-methyl-5,6,7,8-tetrahydromethanopterin",C[C@H]1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C)[C@@H](C)NC3=CC=C(C=C3)C[C@@H]([C@@H]([C@@H](CO[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O
" 5,6,7,8-tetrahydromethanopterin",C[C@H]1[C@@H](NC2=C(N1)N=C(NC2=O)N)[C@@H](C)NC3=CC=C(C=C3)C[C@@H]([C@@H]([C@@H](CO[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O
2-(methylsulfanyl)ethane-1-sulfonate ,CSCCS(=O)(=O)[O-]
pyridine,C1=CC=NC=C1
 N-methylpyridinium ,C[N+]1=CC=CC=C1
"3,5,7,8,3',4'-hexahydroxyflavone",C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O
"5,8,13,13a-tetrahydrocolumbamine",COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)OC
tetrahydropalmatine ,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC
2-methylpropanal oxime,CC(C)/C=N/O
2-methylpropanal O-methyloxime ,CC(C)/C=N/OC
16-hydroxytabersonine,CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)O)C(=O)OC
16-methoxytabersonine ,CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)OC)C(=O)OC
gamma-tocopherol,CC1=C(C=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O
alpha-tocopherol,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C
delta-tocopherol,CC1=CC(=CC2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O
beta-tocopherol,CC1=CC(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O
gamma-tocotrienol,CC1=C(C=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O
alpha-tocotrienol,CC1=C(C2=C(CC[C@@](O2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C(=C1O)C)C
delta-tocotrienol,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O
beta-tocotrienol ,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C)O
trimethylsulfonium ,C[S+](C)C
3-hydroxy-4-methylanthranilate ,CC1=C(C(=C(C=C1)C(=O)O)N)[O-]
"3-hydroxy-16-methoxy-2,3-dihydrotabersonine",CC[C@]12C[C@@]([C@H]3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)OC)(C(=O)OC)O
 L-serine,C([C@@H](C(=O)O)N)O
UDP-4-amino-4-deoxy-beta-L-arabinopyranose ,C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)N
 UDP-4-deoxy-4-formamido-beta-L-arabinopyranose ,C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)NC=O
GDP-alpha-D-perosamine,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)N
 GDP-N-formyl-alpha-D-perosamine ,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)NC=O
N1-(5-phospho-D-ribosyl)glycinamide,C([C@@H]1[C@H]([C@H]([C@@H](O1)NC(=O)CN)O)O)OP(=O)(O)O
N2-formyl-N1-(5-phospho-D-ribosyl)glycinamide ,C([C@@H]1[C@H]([C@H](C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O
 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N
 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)NC=O)C(=O)N
5-formimidoyltetrahydrofolate,C1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
 N-formimidoylglycine ,C(C(=O)O)N=CN
 N-formimidoyl-L-glutamate,C(CC(=O)O)[C@@H](C(=O)O)N=CN
D-alanine,C[C@H](C(=O)O)N
 2-methylserine ,CC(CO)(C(=O)O)N
deoxycytidylate,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O
5-hydroxymethyldeoxycytidylate,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)CO)COP(=O)(O)O)O
(S)-methylmalonyl-CoA,C[C@@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
carbamoyl phosphate,C(=O)(N)OP(=O)(O)O
N2-succinyl-L-ornithine,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CN
 N-succinyl-L-citrulline ,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CNC(=O)N
decarbamoylnovobiocin,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)O)O
novobiocin ,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O
 acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
 malonyl-CoA ,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O
 allantoate ,C(C(=O)[O-])(NC(=O)N)NC(=O)N
N-carbamoyl-L-aspartate ,C([C@@H](C(=O)O)NC(=O)N)C(=O)O
L-citrulline ,C(C[C@@H](C(=O)O)N)CNC(=O)N
oxamate,C(=O)(C(=O)O)N
N-carbamoyl-2-oxoglycine ,C(=O)(C(=O)[O-])NC(=O)N
N-carbamoylputrescine ,C(CCNC(=O)N)CN
L-homocitrulline ,C(CCNC(=O)N)C[C@@H](C(=O)O)N
N2-acetyl-L-ornithine,CC(=O)N[C@@H](CCCN)C(=O)O
 N-acetyl-L-citrulline,CC(=O)N[C@@H](CCCNC(=O)N)C(=O)O
1-amino-1-deoxy-scyllo-inositol 4-phosphate,[C@H]1([C@H](C([C@H]([C@@H](C1N)O)O)OP(=O)(O)O)O)O
L-ornithine ,C(C[C@@H](C(=O)O)N)CN
1-guanidino-1-deoxy-scyllo-inositol 4-phosphate ,[C@H]1([C@H](C([C@H]([C@@H](C1N=C(N)N)O)O)OP(=O)(O)O)O)O
L-homoarginine ,C(CCN=C(N)N)C[C@@H](C(=O)O)N
(+)-sesamin,C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6
(+)-demethylpiperitol,C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC(=C(C=C5)O)O
(+)-didemethylpinoresinol,C1[C@H]2[C@H](CO[C@@H]2C3=CC(=C(C=C3)O)O)[C@H](O1)C4=CC(=C(C=C4)O)O
" 5,10-methylenetetrahydrofolate ",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O
adenylyl-molybdopterin,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4C(=C([C@H]5[C@@H](O4)NC6=C(N5)C(=O)NC(=N6)N)S)S)O)O)N
molybdate,[O-][Mo](=O)(=O)[O-]
molybdenum cofactor,C([C@@H]1C(=C([C@H]2[C@@H](O1)NC3=C(N2)C(=O)NC(=N3)N)[S-])[S-])OP(=O)(O)O.O=[Mo+2]=O
sedoheptulose 7-phosphate,C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)OP(=O)(O)O
" 2,3-dioxopropyl phosphate",C(C(=O)C=O)OP(=O)([O-])[O-]
"1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate",CC(=O)[C@H]([C@@H](C(=O)COP(=O)(O)O)O)O
D-fructose 1-phosphate,C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O
" 1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate ",CC(=O)[C@H]([C@@H](C(=O)COP(=O)(O)O)O)O
(E)-oct-2-enal,CCCCC/C=C/C=O
(S)-3-acetyloctanal,CCCCC[C@@H](CC=O)C(=O)C
apulose 4-phosphate,C(C(=O)C(CO)(COP(=O)([O-])[O-])O)O
glycerone phosphate ,C(C(=O)COP(=O)(O)O)O
6-deoxy-6-sulfo-D-fructose,C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)S(=O)(=O)[O-]
 (2S)-3-sulfolactaldehyde,C([C@H](C=O)O)S(=O)(=O)[O-]
beta-D-fructofuranose 6-phosphate ,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)OP(=O)(O)O
 glycerone,C(C(=O)CO)O
3-hydroxybutan-2-one,CC(C(=O)C)O
D-ribose 5-phosphate,C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O
 1-deoxy-D-altro-heptulose 7-phosphate ,CC(=O)[C@H]([C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O
2-hydroxy-3-oxoadipate,C(CC(=O)[O-])C(=O)C(C(=O)[O-])O
2-acetolactate,CC(=O)C(C)(C(=O)O)O
4-fluoro-L-threonine ,C([C@H]([C@@H](C(=O)O)N)O)F
isochorismate,C=C(C(=O)O)O[C@H]1C=CC=C([C@@H]1O)C(=O)O
N-acetyl-L-glutamate,CC(=O)N[C@@H](CCC(=O)O)C(=O)O
thioacetate ,CC(=O)[S-]
formylmethanofuran,C1=CC(=CC=C1CCNC(=O)CC[C@H](C(=O)[O-])NC(=O)CC[C@H](C(=O)[O-])NC(=O)CCC(C(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])OCC2=COC(=C2)CNC=O
methanofuran,C1=CC(=CC=C1CCNC(=O)CC[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)NC(=O)CC[C@@H]([C@@H](CCC(=O)O)C(=O)O)C(=O)O)OCC2=COC(=C2)CN
" 5-formyl-5,6,7,8-tetrahydromethanopterin",C[C@H]1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=O)[C@@H](C)NC3=CC=C(C=C3)C[C@@H]([C@@H]([C@@H](CO[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O
N6-acetyl-N6-hydroxy-L-lysine ,CC(=O)N(CCCC[C@@H](C(=O)O)N)O
1-O-sinapoyl-beta-D-glucose,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
" 1,2-bis-O-sinapoyl-beta-D-glucose ",COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)/C=C/C3=CC(=C(C(=C3)OC)O)OC)CO)O)O
sinapoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C(=C4)OC)O)OC)O
2-hydroxymalonate,C(C(=O)O)(C(=O)O)O
sinapoyltartronate ,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC(C(=O)O)C(=O)O
vindoline ,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=C4C=CC(=C5)OC)C
N2-succinyl-L-arginine,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CN=C(N)N
feruloyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O
N-feruloyltyramine,COC1=C(C=CC(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)O)O
methylmalonyl-CoA,CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
 CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O
N2-malonyl-D-tryptophan ,C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)NC(=O)CC(=O)O
N-malonylanthranilate ,C1=CC=C(C(=C1)C(=O)O)NC(=O)CC(=O)O
"3,4-dichloroaniline",C1=CC(=C(C=C1N)Cl)Cl
" N-(3,4-dichlorophenyl)-malonamate ",C1=CC(=C(C=C1NC(=O)CC(=O)O)Cl)Cl
biochanin A 7-O-beta-D-glucoside,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
flavonol 3-O-beta-D-glucoside,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
N-succinyl-L-2-amino-6-oxoheptanedioate ,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CC(=O)C(=O)O
"alpha,alpha-trehalose",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O
dolichyl palmitate ,CCCCCCCCCCCCCCCC(=O)OCCC(C)CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
2-O-caffeoylisocitrate ,C1=CC(=C(C=C1/C=C/C(=O)OC(C(CC(=O)O)C(=O)O)C(=O)O)O)O
"N2,N5-dibenzoyl-L-ornithine ",C1=CC=C(C=C1)C(=O)NCCC[C@@H](C(=O)O)NC(=O)C2=CC=CC=C2
 UDP-N-acetyl-alpha-D-glucosamine,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
galactarate,[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O
O-feruloylgalactarate ,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)C(=O)O)O
glucarate,[C@H]([C@@H]([C@@H](C(=O)[O-])O)O)([C@H](C(=O)[O-])O)O
O-sinapoylglucarate ,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]([C@H]([C@@H]([C@@H](C(=O)[O-])O)O)O)C(=O)[O-]
glucarolactone,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O
O-sinapoylglucarolactone ,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC(=O)[C@@H]2[C@H]([C@@H]([C@H](C(=O)O2)O)O)O
