name,smile
Perillyl alcohol,CC(=C)C1CCC(=CC1)CO
17-alpha-hydroxyprogesterone,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
"L-erythro-7,8-dihydrobiopterin",C[C@@H]([C@@H](C1=NC2=C(NC1)N=C(NC2=O)N)O)O
sepiapterin,C[C@@H](C(=O)C1=NC2=C(NC1)N=C(NC2=O)N)O
"6-pyruvoyl-5,6,7,8-tetrahydropterin",CC(=O)C(=O)C1CNC2=C(N1)C(=O)NC(=N2)N
Cyclopentanol,C1CCC(C1)O
L-rhamnofuranose,C[C@@H]([C@H]1[C@H]([C@H](C(O1)O)O)O)O
"L-rhamno-1,4-lactone",C[C@@H]([C@H]1[C@H]([C@H](C(=O)O1)O)O)O
"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA",C[C@@H]([C@H](C)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
2-methylacetoacetyl-CoA,CC(C(=O)C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
"Cholest-5-ene-3-beta,7-alpha-diol",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(C=C4[C@@]3(CCC(C4)O)C)O)C
7-alpha-hydroxycholest-4-en-3-one,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](CC4=CC(=O)CC[C@]34C)O)C
Geraniol,CC(=CCC/C(=C/CO)/C)C
"(5Z,13E)-(15S)-9-alpha,11-alpha,15-trihydroxyprosta-5,13-dienoate",CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C/CCCC(=O)O)O)O)O
"(5Z,13E)-(15S)-9-alpha,15-dihydroxy-11-oxoprosta-5,13-dienoate",CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)O)O
(Indol-3-yl)ethanol,C1=CC=C2C(=C1)C(=CN2)CCO
5-amino-6-(5-phospho-D-ribosylamino)uracil,C([C@@H]1[C@H]([C@H]([C@@H](O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)([O-])[O-]
Coniferyl alcohol,COC1=C(C=CC(=C1)/C=C/CO)O
Cinnamyl alcohol,C1=CC=C(C=C1)/C=C/CO
"(5Z,13E)-9-alpha-hydroxy-11,15-dioxoprosta-5,13-dienoate",CCCCCC(=O)/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)[O-]
"(13E)-(15S)-11-alpha,15-dihydroxy-9-oxoprost-13-enoate",CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O
"(13E)-11-alpha-hydroxy-9,15-dioxoprost-13-enoate",CCCCCC(=O)/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O
"Propane-1,3-diol",C(CO)CO
Beta-D-galacturonate,[C@@H]1([C@H]([C@H](O[C@H]([C@@H]1O)O)C(=O)[O-])O)O
Beta-D-glucuronate,[C@@H]1([C@@H]([C@H](O[C@H]([C@@H]1O)O)C(=O)[O-])O)O
Inosine 5'-phosphate,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
xanthosine 5'-phosphate,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O
Tropine,CN1C2CCC1CC(C2)O
Androsterone,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
"5-alpha-androstane-3,17-dione",C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C
"5-alpha-androstan-3-beta,17-beta-diol",C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4([C@H]3CC[C@@H]4O)C)O
17-beta-hydroxy-5-alpha-androstan-3-one,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C
Morphine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O
morphinone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)C=C4
Chlordecone alcohol,C1(C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)O
chlordecone,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
"(15S)-15-hydroxy-5,8,11-cis-13-trans-icosatetraenoate",CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)O
"15-oxo-5,8,11-cis-13-trans-icosatetraenoate",CCCCCC(=O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O
Pseudotropine,CN1[C@@H]2CC[C@H]1CC(C2)O
"3-(3,4-dihydroxyphenyl)pyruvate",C1=CC(=C(C=C1CC(=O)C(=O)[O-])O)O
Methanol,CO
Cyclohexanol,C1CCC(CC1)O
Codeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O
Salutaridinol,CN1CC[C@]23C=C([C@H](C=C2[C@H]1CC4=C3C(=C(C=C4)OC)O)O)OC
Galactitol 1-phosphate,C([C@H]([C@@H]([C@@H]([C@H](COP(=O)(O)O)O)O)O)O)O
Scytalone,C1C(CC(=O)C2=C1C=C(C=C2O)O)O
Fluoren-9-ol,C1=CC=C2C(=C1)C(C3=CC=CC=C32)O
fluoren-9-one,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O
4-(hydroxymethyl)benzenesulfonate,C1=CC(=CC=C1CO)S(=O)(=O)[O-]
4-formylbenzenesulfonate,C1=CC(=CC=C1C=O)S(=O)(=O)[O-]
"1,5-anhydro-D-glucitol",C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
5-dehydrogluconate,C(C(=O)[C@H]([C@@H]([C@H](C(=O)O)O)O)O)O
2-aminoacetaldehyde,C(C=O)N
2'-deoxymugineic acid,C1CN([C@@H]1C(=O)O)CC[C@@H](C(=O)O)NCC[C@@H](C(=O)O)O
Xanthoxin,C/C(=C/C=O)/C=C/[C@]12[C@](O1)(C[C@H](CC2(C)C)O)C
(3R)-3-hydroxy-2-oxo-4-phosphonooxybutanoate,C([C@H](C(=O)C(=O)O)O)OP(=O)(O)O
(S)-2-hydroxymethylglutarate,C(CC(=O)[O-])[C@@H](CO)C(=O)[O-]
7(1)-hydroxychlorophyllide a,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)[C@H](C4=O)C(=O)OC)C)CO.[Mg+2]
momilactone A,C[C@]1(CC[C@@H]2C(=C[C@@H]3[C@@H]4[C@@]2(CCC(=O)[C@@]4(C(=O)O3)C)C)C1)C=C
All-trans-retinol,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
D-arabinitol 1-phosphate,C([C@H]([C@H]([C@@H](COP(=O)(O)O)O)O)O)O
"2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one",C([C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)NC1=C(C(=O)NC(=N1)N)N
UDP-beta-L-threo-pentapyranos-4-ulose,C1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O
S-(hydroxymethyl)mycothiol,CC(=O)N[C@@H](CSCO)C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O
S-formylmycothiol,CC(=O)N[C@@H](CSC=O)C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O
(R)-3-sulfolactate,C([C@@H](C(=O)[O-])O)S(=O)(=O)[O-]
(2S)-3-sulfolactate,C([C@H](C(=O)[O-])O)S(=O)(=O)[O-]
Isethionate,C(CS(=O)(=O)O)O
Raucaffrinoline,C[C@H]1[C@@H]([C@@H]2C[C@@H]3N1[C@@H]4[C@H]2[C@H]([C@@]5(C4)C3=NC6=CC=CC=C56)OC(=O)C)CO
Eugenol,COC1=C(C=CC(=C1)CC=C)O
Isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC
(6E)-8-hydroxygeraniol,C/C(=C\CO)/CC/C=C(\C)/CO
"L-threo-7,8-dihydrobiopterin",C[C@@H]([C@H](C1=NC2=C(NC1)N=C(NC2=O)N)O)O
"3,3'-bipyridine-2,2',5,5',6,6'-hexol",C1=C(C(=O)NC(=C1C2=C(NC(=O)C(=C2)O)O)O)O
"(E)-2,2',5,5'-tetrahydroxy-6H,6'H-(3,3'-bipyridinylidene)-6,6'-dione",C1=C(C(=O)NC(=O)C1=O)C2=C(NC(=O)C(=C2)[O-])[O-]
Chanoclavine-I,C/C(=C\[C@H]1[C@@H](CC2=CNC3=CC=CC1=C23)NC)/CO
"Trans,octacis-decaprenylphospho-beta-D-arabinofuranose",CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@H]([C@@H]([C@H](O1)CO)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
"trans,octacis-decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose",CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1C(=O)[C@@H]([C@H](O1)CO)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
Ecgonine methyl ester,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)OC
UDP-N-acetyl-alpha-D-mannosaminuronate,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)O)O
"CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose",C[C@@H]1C(=O)C[C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O
"(1'S,5'S)-hydroxyaverantin",C[C@@H](CCC[C@@H](C1=C(C=C2C(=C1[O-])C(=O)C3=C(C2=O)C=C(C=C3O)O)[O-])O)O
Versicolorone,CC(=O)CCC1COC2=C1C(=C3C(=C2)C(=O)C4=C(C3=O)C(=CC(=C4)O)O)O
1'-hydroxyversicolorone,CC(=O)CC[C@@H]1[C@H](OC2=C1C(=C3C(=C2)C(=O)C4=C(C3=O)C(=CC(=C4)O)O)O)O
Versiconol acetate,CC(=O)OCCC(CO)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O
versiconal hemiacetal acetate,CC(=O)OCCC1C(OC2=C1C(=C3C(=C2)C(=O)C4=C(C3=O)C(=CC(=C4)O)O)O)O
Versiconol,C1=C(C=C(C2=C1C(=O)C3=CC(=C(C(=C3C2=O)O)[C@H](CCO)CO)O)O)O
Kanamycin A,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
GDP-beta-L-colitose,C[C@H]1[C@H](C[C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O
"GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose",C[C@@H]1C(=O)C[C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O
Aklavinone,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O)O
dTDP-4-dehydro-6-deoxy-alpha-D-allose,C[C@@H]1C(=O)[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O
6-oxocyclohex-1-ene-1-carbonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCCC4=O)O
Scyllo-inositol,C1(C(C(C(C(C1O)O)O)O)O)O
(2S)-2-hydroxy-3-oxopropane-1-sulfonate,C([C@H](C=O)O)S(=O)(=O)[O-]
UDP-2-acetamido-3-dehydro-2-deoxy-alpha-D-glucopyranose,CC(=O)N[C@H]1[C@H](O[C@@H]([C@H](C1=O)O)CO)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O
Alpha-L-arabinopyranose,C1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O
"dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose",C[C@@H]1C(=O)C(=O)C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O
L-dihydroanticapsin,C1C[C@H]([C@H]2[C@@H]([C@@H]1C[C@@H](C(=O)O)N)O2)O
(4R)-ipsdienol,CC(=C[C@@H](CC(=C)C=C)O)C
"3-deoxy-D-glycero-2,5-hexodiulosonate",C([C@@H](C(=O)CO)O)C(=O)C(=O)[O-]
Sulfoquinovose,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)S(=O)(=O)[O-]
Isolithocholate,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@@H](C4)O)C)C
Aurachin B,CC1=[N+](C2=CC=CC=C2C(=C1O)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)[O-]
"2,4-didehydro-3-deoxy-L-rhamnonate",C[C@@H](C(=O)CC(=O)C(=O)[O-])O
D-erythritol 1-phosphate,C([C@H]([C@H](COP(=O)(O)O)O)O)O
D-erythrulose 1-phosphate,C([C@H](C(=O)COP(=O)(O)O)O)O
"2,3,5,6-tetrachloro-1,4-benzoquinone",C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl
4-phospho-D-threonate,C([C@H]([C@@H](C(=O)O)O)O)OP(=O)(O)O
Narcotine hemiacetal,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(O4)O)C(=C(C=C5)OC)OC)OC)OCO3
"(-)-(4R,6S)-trans-carveol",CC1=CC[C@H](C[C@@H]1O)C(=C)C
(-)-(4R)-carvone,CC1=CC[C@H](CC1=O)C(=C)C
"(+)-(4S,6S)-cis-carveol",CC1=CC[C@@H](C[C@@H]1O)C(=C)C
(+)-(4S)-carvone,CC1=CC[C@@H](CC1=O)C(=C)C
"(2R,3S)-3-methylmalate",C[C@@H]([C@H](C(=O)O)O)C(=O)O
H(+),[H+]
Polyvinyl alcohol,C=CO
Butan-1-ol,CCCCO
Beta-D-glucose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
hydrogen peroxide,OO
Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
Ecdysone,C[C@@H]([C@H]1CC[C@@]2([C@@]1(CC[C@H]3C2=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)C)O)[C@@H](CCC(C)(C)O)O
Choline,C[N+](C)(C)CCO
N-acetyl-D-galactosamine,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)O)O
N-acetyl-D-galactosaminate,CC(=O)N[C@H]([C@H]([C@H]([C@@H](CO)O)O)O)C(=O)[O-]
Prosolanapyrone II,C/C=C/C=C/CCCC/C=C/C1=CC(=C(C(=O)O1)CO)OC
Paromamine,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O)O)N
6'-dehydroparomamine,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C=O)O)O)N)O)O)N
6'''-deamino-6'''-oxoneomycin C,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C[NH3+])O)O)[NH3+])O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C=O)O)O)[NH3+])O)O)[NH3+]
Aclacinomycin N,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CC[C@@H]([C@@H](O7)C)O)O)N(C)C)O
5-(hydroxymethyl)furfural,C1=C(OC(=C1)C=O)CO
"3,8-dideoxy-8-oxo-alpha-D-manno-octulosonate",C1[C@H]([C@H]([C@H](O[C@]1(C(=O)[O-])O)[C@@H](C=O)O)O)O
Ethanol,CCO
Benzoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O
4-hydroxybenzoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O
"D-glucono-1,5-lactone 6-phosphate",C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O
"Trans,octacis-decaprenylphospho-beta-D-ribofuranose",CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
Cellobiose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O
succinic semialdehyde,C(CC(=O)O)C=O
Pyranose,CC1=NC=C(C(=C1O)C=N[C@H]2[C@@H]([C@H](O[C@@H]([C@@H]2O)O)COP(=O)(O)O)O)COP(=O)(O)O
(S)-2-hydroxy-2-phenylacetate,C1=CC=C(C=C1)[C@@H](C(=O)[O-])O
2-oxo-2-phenylacetate,C1=CC=C(C=C1)C(=O)C(=O)O
"(3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine",CC[C@]12C[C@@]([C@H]3[C@@]4([C@H]1[NH+](CC4)CC=C2)C5=C(N3)C=C(C=C5)OC)(C(=O)OC)O
"(3R)-3-hydroxy-16-methoxy-1,2-didehydro-2,3-dihydrotabersonine",CC[C@]12C[C@@](C3=NC4=C([C@]35[C@H]1[NH+](CC5)CC=C2)C=CC(=C4)OC)(C(=O)OC)O
"(3R)-3-hydroxy-1,2-didehydro-2,3-dihydrotabersonine",CC[C@]12C[C@@](C3=NC4=CC=CC=C4[C@]35[C@H]1[NH+](CC5)CC=C2)(C(=O)OC)O
Benzaldehyde,C1=CC=C(C=C1)C=O
Betaine aldehyde,C[N+](C)(C)CC=O
Acetaldehyde,CC=O
L-4-aspartyl phosphate,C([C@@H](C(=O)O)N)C(=O)OP(=O)(O)O
Succinate semialdehyde,C(CC(=O)[O-])C=O
Glycolaldehyde,C(C=O)O
hydrogen carbonate,C(=O)(O)[O-]
Retinal,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C
N-acetyl-L-glutamyl 5-phosphate,CC(=O)N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O
Phenylacetaldehyde,C1=CC=C(C=C1)CC=O
Cinnamaldehyde,C1=CC=C(C=C1)/C=C/C=O
Formaldehyde,C=O
Pyruvate,CC(=O)C(=O)[O-]
4-guanidinobutanal,C(CC=O)CN=C(N)N
Phenylglyoxylate,C1=CC=C(C=C1)C(=O)C(=O)[O-]
benzoyl-S-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O
4-sulfobenzoate,C1=CC(=CC=C1C(=O)[O-])S(=O)(=O)O
Salicylaldehyde,C1=CC=C(C(=C1)C=O)O
Vanillin,COC1=C(C=CC(=C1)C=O)O
Coniferyl aldehyde,COC1=C(C=CC(=C1)/C=C/C=O)O
Fluoroacetaldehyde,C(C=O)F
N-succinyl-L-glutamate 5-semialdehyde,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)C=O
sulfoacetate,C(C(=O)O)S(=O)(=O)O
Malonate semialdehyde,C(C=O)C(=O)O
"Cis-3,4-dehydroadipyl-CoA semialdehyde",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C/C=C\CC=O)O
"cis-3,4-dehydroadipyl-CoA",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C/C=C\CC(=O)O)O
2-formylbenzoate,C1=CC=C(C(=C1)C=O)C(=O)[O-]
4-oxo-4-(pyridin-3-yl)butanoate,C1=CC(=CN=C1)C(=O)CCC(=O)[O-]
Geranial,CC(=CCC/C(=C/C=O)/C)C
geranate,CC(=CCC/C(=C/C(=O)[O-])/C)C
Propanal,CCC=O
"3-oxo-5,6-dehydrosuberyl-CoA semialdehyde",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)C/C=C/CC=O)O
"3-oxo-5,6-dehydrosuberyl-CoA",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)C/C=C/CC(=O)O)O
2-hydroxyisobutanoate,CC(C)(C(=O)[O-])O
"3-hydroxy-2-methylpyridine-4,5-dicarboxylate",CC1=NC=C(C(=C1O)C(=O)O)C(=O)O
L-tyrosinal,C1=CC(=CC=C1C[C@@H](C=O)N)O
Hexadecanal,CCCCCCCCCCCCCCCC=O
Oxalate,C(=O)(C(=O)[O-])[O-]
Glyoxylate,C(=O)C(=O)[O-]
(Indol-3-yl)acetaldehyde,C1=CC=C2C(=C1)C(=CN2)CC=O
Abscisic aldehyde,CC1=CC(=O)CC([C@]1(/C=C/C(=C\C=O)/C)O)(C)C
Glyoxal,C(=O)C=O
S-(2-methylpropanoyl)-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(Indol-3-yl)pyruvate,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O
S-2-(indol-3-yl)acetyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC4=CNC5=CC=CC=C54)O
Formylmethanofuran,C1=CC(=CC=C1CCNC(=O)CC[C@H](C(=O)[O-])NC(=O)CC[C@H](C(=O)[O-])NC(=O)CCC(C(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])OCC2=COC(=C2)CNC=O
"4,4'-diapolycopen-4-al",CC(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C=O)/C)/C)C
"4,4'-diapolycopen-4-oate",CC(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C(=O)O)/C)/C)C
"4,4'-diapolycopene-4,4'-dioate",C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\C(=O)O)/C)/C)/C)/C=C/C=C(/C=C/C=C(/C(=O)O)\C)\C
"5,6-dihydrothymine",CC1CNC(=O)NC1=O
5-beta-cholestan-3-one,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(CCC(=O)C4)C)C
"17,21-dihydroxy-5-beta-pregnane-3,11,20-trione",C[C@]12CCC(=O)C[C@H]1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
Succinate,C(CC(=O)[O-])C(=O)[O-]
Prephenate,C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O
"Cis-1,2-dihydrobenzene-1,2-diol",C1=C[C@H]([C@H](C=C1)O)O
"Trans-1,2-dihydrobenzene-1,2-diol",C1=C[C@H]([C@@H](C=C1)O)O
"cholesta-5,7-dien-3-beta-ol",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C
Bilirubin,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C
"(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate",C1=C[C@@H]([C@](C=C1)(C(=O)[O-])O)O
Butanoate,CCCC(=O)[O-]
