index,EC,reaction,smiles,fully_covered
2927,2.1.1.57,S-adenosyl-L-methionine + a 5'-(N7-methyl  5'-triphosphoguanosine)-(ribonucleotide)-[mRNA] =  S-adenosyl-L-homocysteine + a 5'-(N7-methyl  5'-triphosphoguanosine)-(2'-O-methyl-ribonucleotide)-[mRNA],C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2928,2.1.1.59,S-adenosyl-L-methionine + [cytochrome c]-L-lysine =  S-adenosyl-L-homocysteine + [cytochrome c]-N6-methyl-L-lysine,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2929,2.1.1.6,S-adenosyl-L-methionine + a catechol = S-adenosyl-L-homocysteine + a  guaiacol,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2930,2.1.1.60,S-adenosyl-L-methionine + calmodulin L-lysine =  S-adenosyl-L-homocysteine + calmodulin N6-methyl-L-lysine,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2931,2.1.1.61,S-adenosyl-L-methionine + tRNA containing 5-(aminomethyl)-2-thiouridine  = S-adenosyl-L-homocysteine + tRNA containing  5-[(methylamino)methyl]-2-thiouridylate,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2932,2.1.1.62,"S-adenosyl-L-methionine + a 5-(N7-methyl  5-triphosphoguanosine)-2'-O-methyladenosine-[mRNA] =  S-adenosyl-L-homocysteine + a 5-(N7-methyl  5-triphosphoguanosine)-N6,2'-O-dimethyladenosine-[mRNA] ",C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2935,2.1.1.64,S-adenosyl-L-methionine + 3-demethylubiquinol-n =  S-adenosyl-L-homocysteine + ubiquinol-n ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2936,2.1.1.65,S-adenosyl-L-methionine + licodione = S-adenosyl-L-homocysteine +  2'-O-methyllicodione ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC(=CC=C1C(=O)CC(=O)C2=C(C=C(C=C2)O)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=C(C=CC(=C1)O)C(=O)CC(=O)C2=CC=C(C=C2)O,1
2937,2.1.1.67,S-adenosyl-L-methionine + a thiopurine = S-adenosyl-L-homocysteine + a  thiopurine S-methylether ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2938,2.1.1.68,"S-adenosyl-L-methionine + 3,4-dihydroxy-trans-cinnamate =  S-adenosyl-L-homocysteine + 3-methoxy-4-hydroxy-trans-cinnamate",C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC(=C(C=C1/C=C/C(=O)O)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=C(C=CC(=C1)/C=C/C(=O)O)O,1
2939,2.1.1.69,S-adenosyl-L-methionine + a 5-hydroxyfurocoumarin =  S-adenosyl-L-homocysteine + a 5-methoxyfurocoumarin,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2940,2.1.1.69,S-adenosyl-L-methionine + bergaptol = S-adenosyl-L-homocysteine +  bergapten ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,1
2941,2.1.1.7,S-adenosyl-L-methionine + nicotinate = S-adenosyl-L-homocysteine +  N-methylnicotinate ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC(=CN=C1)C(=O)[O-] = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + C[N+]1=CC=CC(=C1)C(=O)[O-],1
2942,2.1.1.70,S-adenosyl-L-methionine + an 8-hydroxyfurocoumarin =  S-adenosyl-L-homocysteine + an 8-methoxyfurocoumarin,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2943,2.1.1.70,S-adenosyl-L-methionine + xanthotoxol = S-adenosyl-L-homocysteine +  xanthotoxin ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC(=O)OC2=C(C3=C(C=CO3)C=C21)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,1
2944,2.1.1.71,S-adenosyl-L-methionine + phosphatidyl-N-methylethanolamine =  S-adenosyl-L-homocysteine + phosphatidyl-N-dimethylethanolamine ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + CN(C)CCO,0
2945,2.1.1.72,S-adenosyl-L-methionine + adenine in DNA = S-adenosyl-L-homocysteine +  N6-methyladenine in DNA,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2946,2.1.1.74,"5,10-methylenetetrahydrofolate + uracil54 in tRNA + NAD(P)H + H+ =  tetrahydrofolate + 5-methyluracil54 in tRNA + NAD(P)+",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O + [H+] = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N,0
2947,2.1.1.75,S-adenosyl-L-methionine + apigenin = S-adenosyl-L-homocysteine +  acacetin ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,1
2948,2.1.1.76,"S-adenosyl-L-methionine + 3,5,7,3',4'-pentahydroxyflavone =  S-adenosyl-L-homocysteine + 3-methoxy-5,7,3',4'-tetrahydroxyflavone ",C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,1
2949,2.1.1.77,S-adenosyl-L-methionine + protein L-isoaspartate =  S-adenosyl-L-homocysteine + protein L-isoaspartate alpha-methyl ester ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2950,2.1.1.78,S-adenosyl-L-methionine + isoorientin = S-adenosyl-L-homocysteine +  isoscoparin ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,1
2951,2.1.1.79,S-adenosyl-L-methionine + phospholipid olefinic fatty acid =  S-adenosyl-L-homocysteine + phospholipid cyclopropane fatty acid,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2952,2.1.1.8,S-adenosyl-L-methionine + histamine = S-adenosyl-L-homocysteine +  Ntau-methylhistamine,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=C(NC=N1)CCN = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + CN1C=C(N=C1)CCN,1
2953,2.1.1.80,S-adenosyl-L-methionine + protein L-glutamate =  S-adenosyl-L-homocysteine + protein L-glutamate methyl ester,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2954,2.1.1.82,"S-adenosyl-L-methionine + 5,7,3',4'-tetrahydroxy-3-methoxyflavone =  S-adenosyl-L-homocysteine + 5,3',4'-trihydroxy-3,7-dimethoxyflavone ",C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O,1
2955,2.1.1.83,"S-adenosyl-L-methionine + 5,3',4'-trihydroxy-3,7-dimethoxyflavone =  S-adenosyl-L-homocysteine + 5,3'-dihydroxy-3,7,4'-trimethoxyflavone ",C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)O,1
2956,2.1.1.84,"S-adenosyl-L-methionine + 5,6,3',4'-tetrahydroxy-3,7-dimethoxyflavone =  S-adenosyl-L-homocysteine + 5,3',4'-trihydroxy-3,6,7-trimethoxyflavone ",C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)OC,1
2957,2.1.1.85,S-adenosyl-L-methionine + protein L-histidine =  S-adenosyl-L-homocysteine + protein Ntau-methyl-L-histidine ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2958,2.1.1.86,"5-methyl-5,6,7,8-tetrahydromethanopterin + CoM + 2 Na+/in =  5,6,7,8-tetrahydromethanopterin + 2-(methylsulfanyl)ethane-1-sulfonate  + 2 Na+/out ",C[C@H]1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C)[C@@H](C)NC3=CC=C(C=C3)C[C@@H]([C@@H]([C@@H](CO[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O + C(CS(=O)(=O)O)S + 2  = C[C@H]1[C@@H](NC2=C(N1)N=C(NC2=O)N)[C@@H](C)NC3=CC=C(C=C3)C[C@@H]([C@@H]([C@@H](CO[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O + CSCCS(=O)(=O)[O-] + 2 ,0
2959,2.1.1.87,S-adenosyl-L-methionine + pyridine = S-adenosyl-L-homocysteine +  N-methylpyridinium ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC=NC=C1 = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + C[N+]1=CC=CC=C1,1
2960,2.1.1.88,"S-adenosyl-L-methionine + 3,5,7,8,3',4'-hexahydroxyflavone =  S-adenosyl-L-homocysteine + 3,5,7,3',4'-pentahydroxy-8-methoxyflavone ",C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2961,2.1.1.89,"S-adenosyl-L-methionine + 5,8,13,13a-tetrahydrocolumbamine =  S-adenosyl-L-homocysteine + tetrahydropalmatine ",C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)OC = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,1
2962,2.1.1.9,S-adenosyl-L-methionine + a thiol = S-adenosyl-L-homocysteine + a  methyl thioether,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2963,2.1.1.90,methanol + a [Co(I) methanol-specific corrinoid protein] = a  [methyl-Co(III) methanol-specific corrinoid protein] + H2O ,CO = O,0
2964,2.1.1.91,S-adenosyl-L-methionine + 2-methylpropanal oxime =  S-adenosyl-L-homocysteine + 2-methylpropanal O-methyloxime ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + CC(C)/C=N/O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + CC(C)/C=N/OC,1
2965,2.1.1.94,S-adenosyl-L-methionine + 16-hydroxytabersonine =  S-adenosyl-L-homocysteine + 16-methoxytabersonine ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)O)C(=O)OC = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)OC)C(=O)OC,1
2966,2.1.1.95,S-adenosyl-L-methionine + gamma-tocopherol = S-adenosyl-L-homocysteine  + alpha-tocopherol,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + CC1=C(C=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,1
2967,2.1.1.95,S-adenosyl-L-methionine + delta-tocopherol = S-adenosyl-L-homocysteine  + beta-tocopherol,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + CC1=CC(=CC2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + CC1=CC(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O,1
2968,2.1.1.95,S-adenosyl-L-methionine + gamma-tocotrienol = S-adenosyl-L-homocysteine  + alpha-tocotrienol,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + CC1=C(C=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + CC1=C(C2=C(CC[C@@](O2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C(=C1O)C)C,1
2969,2.1.1.95,S-adenosyl-L-methionine + delta-tocotrienol = S-adenosyl-L-homocysteine  + beta-tocotrienol ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C)O,1
2970,2.1.1.96,S-adenosyl-L-methionine + dimethyl sulfide = S-adenosyl-L-homocysteine  + trimethylsulfonium ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + CSC = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + C[S+](C)C,1
2971,2.1.1.97,S-adenosyl-L-methionine + 3-hydroxyanthranilate =  S-adenosyl-L-homocysteine + 3-hydroxy-4-methylanthranilate ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + C1=CC(=C(C(=C1)O)N)C(=O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + CC1=C(C(=C(C=C1)C(=O)O)N)[O-],1
2972,2.1.1.98,3 S-adenosyl-L-methionine +  2-[(3S)-3-carboxy-3-aminopropyl]-L-histidine-[translation elongation  factor 2] = 3 S-adenosyl-L-homocysteine + diphthine-[translation  elongation factor 2],3 C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = 3 C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2973,2.1.1.98,S-adenosyl-L-methionine +  2-[(3S)-3-carboxy-3-aminopropyl]-L-histidine-[translation elongation  factor 2] = S-adenosyl-L-homocysteine +  2-[(3S)-3-carboxy-3-(methylamino)propyl]-L-histidine-[translation  elongation factor 2],C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2974,2.1.1.98,S-adenosyl-L-methionine +  2-[(3S)-3-carboxy-3-(methylamino)propyl]-L-histidine-[translation  elongation factor 2] = S-adenosyl-L-homocysteine +  2-[(3S)-3-carboxy-3-(dimethylamino)propyl]-L-histidine-[translation  elongation factor 2],C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2975,2.1.1.98,S-adenosyl-L-methionine +  2-[(3S)-3-carboxy-3-(dimethylamino)propyl]-L-histidine-[translation  elongation factor 2] = S-adenosyl-L-homocysteine +  diphthine-[translation elongation factor 2] ,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,0
2976,2.1.1.99,"S-adenosyl-L-methionine + 3-hydroxy-16-methoxy-2,3-dihydrotabersonine =  S-adenosyl-L-homocysteine + deacetoxyvindoline",C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O + CC[C@]12C[C@@]([C@H]3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)OC)(C(=O)OC)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + CC[C@]12C[C@@]([C@H]3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3C)C=C(C=C5)OC)(C(=O)OC)O,1
2977,2.1.2.1,"5,10-methylenetetrahydrofolate + glycine + H2O = tetrahydrofolate +  L-serine",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C(C(=O)O)N + O = C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O + C([C@@H](C(=O)O)N)O,1
2978,2.1.2.10,"[protein]-S8-aminomethyldihydrolipoyllysine + tetrahydrofolate =  [protein]-dihydrolipoyllysine + 5,10-methylenetetrahydrofolate + NH3 ",C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O = C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O + N,0
