protein,EC
Q8NS80,3.1.3.15
Q8NS79,3.1.3.15
P95189,3.1.3.15
G7J7Q5,3.1.3.15
Q8N3J5,3.1.3.16
P61292,3.1.3.16
Q5AME8,3.1.3.16
Q9BV47,3.1.3.16
Q05923,3.1.3.16
Q93096,3.1.3.16
O95248,3.1.3.16
O95278,3.1.3.16
P60484,3.1.3.16
P28562,3.1.3.16
Q05209,3.1.3.16
P49597,3.1.3.16
Q9FIF5,3.1.3.16
O15920,3.1.3.16
Q9XZE5,3.1.3.16
Q9U493,3.1.3.16
Q84K11,3.1.3.16
P35813,3.1.3.16
O15757,3.1.3.16
A8DQZ8,3.1.3.16
P62136,3.1.3.16
P53041,3.1.3.16
P48452,3.1.3.16
Q9FN02,3.1.3.16
P63329,3.1.3.16
P36873,3.1.3.16
Q55059,3.1.3.16
Q4JB88,3.1.3.16
Q4JAD1,3.1.3.16
O08367,3.1.3.16
Q4QE27,3.1.3.16
P67775,3.1.3.16
P62140,3.1.3.16
U5PYV4,3.1.3.16
Q96HS1,3.1.3.16
Q6BRX5,3.1.3.16
P9WHW5,3.1.3.16
Q08209,3.1.3.16
A0A291FAL7,3.1.3.16
Q8ILV1,3.1.3.16
Q5FX73,3.1.3.16
Q5DAL5,3.1.3.16
P76395,3.1.3.16
Q4A6S8,3.1.3.16
P37475,3.1.3.16
O34779,3.1.3.16
A0A0F7RDQ4,3.1.3.16
Q8VQA1,3.1.3.16
Q8KY51,3.1.3.16
Q5XAP6,3.1.3.16
Q9RL81,3.1.3.16
Q1D1H4,3.1.3.16
A0A0H3DJW0,3.1.3.16
P47449,3.1.3.16
Q8Y678,3.1.3.16
A0A072ZI21,3.1.3.16
Q9I757,3.1.3.16
P55798,3.1.3.16
P37979,3.1.3.16
Q8YW58,3.1.3.16
Q1MCQ2,3.1.3.16
P51452,3.1.3.16
Q8X270,3.1.3.16
Q9A1Y0,3.1.3.16
Q48VV6,3.1.3.16
D5HRC1,3.1.3.16
Q583T9,3.1.3.16
Q9HLQ2,3.1.3.18
O67359,3.1.3.18
Q9EYY5,3.1.3.18
P74697,3.1.3.18
Q06C47,3.1.3.2
Q949Y3,3.1.3.2
Q05117,3.1.3.2
C1IC99,3.1.3.2
A9XDF5,3.1.3.2
Q5BLY5,3.1.3.2
Q9SFU3,3.1.3.2
O48840,3.1.3.2
Q6TPH1,3.1.3.2
B1Q002,3.1.3.2
B4XB27,3.1.3.2
B4XB29,3.1.3.2
B4XB31,3.1.3.2
B4XB33,3.1.3.2
B4XB37,3.1.3.2
B4XB43,3.1.3.2
B4XB45,3.1.3.2
A9XED2,3.1.3.2
A9XED3,3.1.3.2
A9XED1,3.1.3.2
A9XED4,3.1.3.2
D2D4J4,3.1.3.2
Q5NIC0,3.1.3.2
B9VWB2,3.1.3.2
Q9ZVL6,3.1.3.2
P26093,3.1.3.2
Q6ZI95,3.1.3.2
E9KPK6,3.1.3.2
P24031,3.1.3.2
Q9SE00,3.1.3.2
P80366,3.1.3.2
P13686,3.1.3.2
P15309,3.1.3.2
O24319,3.1.3.2
P52291,3.1.3.2
P09889,3.1.3.2
B3EWC6,3.1.3.2
Q9XJ24,3.1.3.2
Q93VM7,3.1.3.2
A0A173DQZ8,3.1.3.2
A0A0C5AJS1,3.1.3.2
Q5ZWG6,3.1.3.2
Q9APF7,3.1.3.2
A0A173DR09,3.1.3.2
A0A173DQZ5,3.1.3.2
O33194,3.1.3.21
P53981,3.1.3.21
Q6FBP5,3.1.3.22
D0C7J2,3.1.3.22
Q8IJ74,3.1.3.23
C3K9U8,3.1.3.23
A7LH88,3.1.3.24
A7LH87,3.1.3.24
Q65U44,3.1.3.24
Q66PN2,3.1.3.24
Q9SJ66,3.1.3.24
Q93XN8,3.1.3.24
Q94F00,3.1.3.25
Q9M8S8,3.1.3.25
Q6NPM8,3.1.3.25
P97697,3.1.3.25
A0A1I9GET0,3.1.3.25
Q57573,3.1.3.25
P0ADG4,3.1.3.25
P20456,3.1.3.25
A0QX86,3.1.3.25
G7J7Q5,3.1.3.25
Q8CDA1,3.1.3.25
P05937,3.1.3.25
Q0ZQJ1,3.1.3.26
Q003Y3,3.1.3.26
Q000T0,3.1.3.26
Q0ZQI5,3.1.3.26
A5A5J1,3.1.3.26
A0A1D7YZ01,3.1.3.26
A2TBB4,3.1.3.26
B1GSN6,3.1.3.26
C0K087,3.1.3.26
Q6RK08,3.1.3.26
B4X9S4,3.1.3.26
Q7CIZ7,3.1.3.26
B3VPB2,3.1.3.26
B3VPB3,3.1.3.26
C4B6T1,3.1.3.26
D6QSX9,3.1.3.26
P07102,3.1.3.26
C4PKL2,3.1.3.26
H9TUK5,3.1.3.26
H9TUK6,3.1.3.26
Q6YNE9,3.1.3.26
A0A125R6G8,3.1.3.26
F6IQ86,3.1.3.26
A0A1D8PS71,3.1.3.26
B6RGT1,3.1.3.26
C0BTR1,3.1.3.26
B7GTV0,3.1.3.26
D9I0I9,3.1.3.26
A0A0E3VIU5,3.1.3.26
A0A140N9T3,3.1.3.27
Q9ZQP1,3.1.3.27
Q6NKR2,3.1.3.27
O34349,3.1.3.27
Q84VV0,3.1.3.27
Q99LS3,3.1.3.3
Q5M819,3.1.3.3
O82796,3.1.3.3
B6YX36,3.1.3.3
D3DFG8,3.1.3.3
D3DFP8,3.1.3.3
O53289,3.1.3.3
P17906,3.1.3.3
P78330,3.1.3.3
P40399,3.1.3.3
O07014,3.1.3.3
A8R9L0,3.1.3.32
P06855,3.1.3.32
Q9JLV6,3.1.3.32
O13911,3.1.3.32
Q9JM14,3.1.3.34
Q01968,3.1.3.36
Q6P549,3.1.3.36
Q9NRR6,3.1.3.36
Q84W55,3.1.3.36
B3IUN7,3.1.3.36
A8DUA7,3.1.3.37
C4PAW8,3.1.3.37
P73922,3.1.3.37
Q8DJE9,3.1.3.37
Q31QY2,3.1.3.37
B1XLK5,3.1.3.37
C5IU71,3.1.3.37
P46283,3.1.3.37
A8IRK4,3.1.3.37
B9F813,3.1.3.37
Q5VZY2,3.1.3.4
Q8NEB5,3.1.3.4
A5HKK6,3.1.3.4
Q9XXT5,3.1.3.4
B7STY8,3.1.3.4
Q91ZP3,3.1.3.4
Q14693,3.1.3.4
Q0SKM5,3.1.3.4
P32567,3.1.3.4
Q9K3P6,3.1.3.4
Q9EWX3,3.1.3.4
A0A0A7H6F4,3.1.3.4
A0A0A7H9U0,3.1.3.4
A0A0A7H9C0,3.1.3.4
Q9FMN2,3.1.3.4
Q9SF47,3.1.3.4
Q8L1N9,3.1.3.41
Q9P2J9,3.1.3.43
O88484,3.1.3.43
Q9P0J1,3.1.3.43
P35816,3.1.3.43
Q8NCN5,3.1.3.43
P45314,3.1.3.45
A0A0J9X241,3.1.3.45
Q9BQU3,3.1.3.46
Q3U3S6,3.1.3.46
B0ZTI0,3.1.3.46
Q8BZA9,3.1.3.46
P17706,3.1.3.48
P26045,3.1.3.48
P29350,3.1.3.48
P43378,3.1.3.48
P29074,3.1.3.48
Q06124,3.1.3.48
Q05209,3.1.3.48
Q12923,3.1.3.48
Q15678,3.1.3.48
Q99952,3.1.3.48
Q4JDK3,3.1.3.48
Q16825,3.1.3.48
Q9Y2R2,3.1.3.48
Q9H3S7,3.1.3.48
P18433,3.1.3.48
P23467,3.1.3.48
Q0VAE8,3.1.3.48
P23468,3.1.3.48
P23469,3.1.3.48
P10586,3.1.3.48
P23470,3.1.3.48
Q9HD43,3.1.3.48
Q12913,3.1.3.48
Q15262,3.1.3.48
P28827,3.1.3.48
Q92932,3.1.3.48
Q16849,3.1.3.48
Q16827,3.1.3.48
Q9UMZ3,3.1.3.48
Q13332,3.1.3.48
O14522,3.1.3.48
Q92729,3.1.3.48
P23471,3.1.3.48
Q9S427,3.1.3.48
Q72JF6,3.1.3.48
O00167,3.1.3.48
P40347,3.1.3.48
P9WIA1,3.1.3.48
P24666,3.1.3.48
Q64604,3.1.3.48
P15273,3.1.3.48
Q62130,3.1.3.48
P96830,3.1.3.48
P39155,3.1.3.48
Q4JB88,3.1.3.48
B4FJN0,3.1.3.48
Q6MNP0,3.1.3.48
P55798,3.1.3.48
P51452,3.1.3.48
Q8X270,3.1.3.48
Q9A1Y0,3.1.3.48
Q48VV6,3.1.3.48
Q9BVJ7,3.1.3.48
A0A0A1EI83,3.1.3.48
Q64455,3.1.3.48
Q4QEZ7,3.1.3.48
A0A0H2ZQ64,3.1.3.48
E9QAS3,3.1.3.48
A1X864,3.1.3.48
Q75T82,3.1.3.48
P53965,3.1.3.48
Q9HXC7,3.1.3.48
P35821,3.1.3.48
P41893,3.1.3.48
P0AAB2,3.1.3.48
B2RKZ9,3.1.3.48
Q55535,3.1.3.48
B6EWW8,3.1.3.5
O46411,3.1.3.5
P07024,3.1.3.5
Q53Z63,3.1.3.5
Q9PBQ1,3.1.3.5
Q5ZZB6,3.1.3.5
Q8VCF1,3.1.3.5
Q6NZX3,3.1.3.5
Q9D020,3.1.3.5
P21589,3.1.3.5
P21588,3.1.3.5
O32125,3.1.3.5
Q61503,3.1.3.5
W8EFS0,3.1.3.5
Q9A0A2,3.1.3.5
Q8N3J5,3.1.3.52
D4A7X5,3.1.3.52
O14974,3.1.3.53
Q90623,3.1.3.53
Q10728,3.1.3.53
Z4YIS0,3.1.3.53
O15357,3.1.3.56
Q9BT40,3.1.3.56
A0A2R8QKI3,3.1.3.56
Q15735,3.1.3.56
Q8VWZ6,3.1.3.57
F6MDM5,3.1.3.6
P08331,3.1.3.6
D3HMN4,3.1.3.64
Q9C5G5,3.1.3.66
Q6P1Y8,3.1.3.66
O15327,3.1.3.66
Q9EPW0,3.1.3.66
P60484,3.1.3.67
Q5ZSD5,3.1.3.67
B3IUN7,3.1.3.67
Q9S676,3.1.3.67
P38774,3.1.3.68
Q5GMP2,3.1.3.69
Q55034,3.1.3.69
Q3LS17,3.1.3.7
Q38945,3.1.3.7
P9WKJ1,3.1.3.7
Q8VWZ6,3.1.3.7
Q9Z0S1,3.1.3.7
Q80V26,3.1.3.7
P32179,3.1.3.7
P0C5A3,3.1.3.7
Q7NXD4,3.1.3.7
A0A0H2XFX6,3.1.3.7
P71615,3.1.3.7
Q23493,3.1.3.7
O58690,3.1.3.70
Q84B23,3.1.3.70
Q72K29,3.1.3.70
Q2VPS0,3.1.3.70
F6IQ86,3.1.3.72
Q0ZQJ3,3.1.3.72
P9WLH5,3.1.3.73
Q9HTR2,3.1.3.75
Q9FZ62,3.1.3.75
Q8R2H9,3.1.3.75
Q5H0Y0,3.1.3.77
Q9UHY7,3.1.3.77
Q5PPH0,3.1.3.77
A9CK30,3.1.3.79
Q6T9Z6,3.1.3.8
A5A5J1,3.1.3.8
A2TBB4,3.1.3.8
Q6RK08,3.1.3.8
B4X9S4,3.1.3.8
Q7CIZ7,3.1.3.8
B3VPB2,3.1.3.8
B3VPB3,3.1.3.8
Q8J255,3.1.3.8
A7U7M0,3.1.3.8
Q84CN9,3.1.3.8
D3HIF3,3.1.3.8
O31097,3.1.3.8
D9D7K9,3.1.3.8
A2TEY6,3.1.3.8
G0XZM1,3.1.3.8
C4PKK7,3.1.3.8
C4PKL2,3.1.3.8
C4PKL6,3.1.3.8
G4WZU3,3.1.3.8
C4PKK9,3.1.3.8
C4PKL4,3.1.3.8
P42094,3.1.3.8
Q93GB6,3.1.3.8
Q70E78,3.1.3.8
G4WZU4,3.1.3.8
Q84B22,3.1.3.8
Q9F657,3.1.3.8
C4PKK8,3.1.3.8
A4UU76,3.1.3.8
H9TUK5,3.1.3.8
H9TUK6,3.1.3.8
H9C9P0,3.1.3.8
Q6YNE9,3.1.3.8
O66037,3.1.3.8
F1DH12,3.1.3.8
Q5XNQ9,3.1.3.8
V5M269,3.1.3.8
A0A075FFV0,3.1.3.8
A0A125R6G8,3.1.3.8
F6IQ86,3.1.3.8
B6RGT1,3.1.3.8
C0BTR1,3.1.3.8
B7GTV0,3.1.3.8
D9I0I9,3.1.3.8
A0A0E3VIU5,3.1.3.8
P34754,3.1.3.8
Q1KNE3,3.1.3.8
A0A0G4QKE4,3.1.3.8
A0A2H4W727,3.1.3.8
F4ZE79,3.1.3.8
A0A2L2NKH0,3.1.3.8
A0A2L2ND21,3.1.3.8
C4S833,3.1.3.8
G8GYH6,3.1.3.8
A0A1S6WME7,3.1.3.8
A0A0F7VP60,3.1.3.8
O00107,3.1.3.8
G2QH47,3.1.3.8
Q5VZY2,3.1.3.81
Q8NEB5,3.1.3.81
P38218,3.1.3.84
A9QXB5,3.1.3.85
Q84B23,3.1.3.85
P9WIC7,3.1.3.85
Q92835,3.1.3.86
O15357,3.1.3.86
O31667,3.1.3.87
P53144,3.1.3.89
Q9Z186,3.1.3.9
Q9NQR9,3.1.3.9
Q8AYI6,3.1.3.9
P35576,3.1.3.9
P35575,3.1.3.9
Q19KA1,3.1.3.9
Q9BUM1,3.1.3.9
P43428,3.1.3.9
Q9W197,3.1.3.91
Q9H0P0,3.1.3.91
O07565,3.1.3.92
Q9M8S8,3.1.3.93
Q5U789,3.1.3.93
B3GK03,3.1.3.93
Q9Y217,3.1.3.95
Q9Z2D1,3.1.3.95
Q96EF0,3.1.3.95
Q13613,3.1.3.95
Q8LDW6,3.1.30.1
Q8I9M9,3.1.30.2
P13717,3.1.30.2
Q9SXA6,3.1.30.2
Q9C9G4,3.1.30.2
F4JJL3,3.1.30.2
F4JJL0,3.1.30.2
Q7KZF4,3.1.31.1
Q0JRI3,3.1.31.1
Q9FLT0,3.1.31.1
Q8VZG7,3.1.31.1
P00644,3.1.31.1
A0A0H3JPX6,3.1.31.1
Q7A6P2,3.1.31.1
G1ARD5,3.1.31.1
A0A076JSR1,3.1.31.1
A0A076JWH6,3.1.31.1
A0A076JRM7,3.1.31.1
Q19328,3.1.31.1
P06802,3.1.4.1
Q924C3,3.1.4.1
Q6ZI95,3.1.4.1
Q10Q09,3.1.4.1
C8CT07,3.1.4.1
Q8H1D9,3.1.4.1
Q58346,3.1.4.1
Q92484,3.1.4.1
P70158,3.1.4.1
P38319,3.1.4.1
Q9NUW8,3.1.4.1
Q8BJ37,3.1.4.1
Q4G056,3.1.4.1
E2REL5,3.1.4.1
F1NSQ5,3.1.4.1
Q9VQM4,3.1.4.1
Q9NKW8,3.1.4.1
B4XX95,3.1.4.11
B4XX94,3.1.4.11
Q766D4,3.1.4.11
Q9P212,3.1.4.11
Q8CIH5,3.1.4.11
Q6TM09,3.1.4.11
Q6SA76,3.1.4.11
Q6TM10,3.1.4.11
Q56W08,3.1.4.11
Q944C2,3.1.4.11
Q8GV43,3.1.4.11
Q9LY51,3.1.4.11
Q9STZ3,3.1.4.11
Q6NMA7,3.1.4.11
Q39032,3.1.4.11
P51178,3.1.4.11
P19174,3.1.4.11
Q6QJ78,3.1.4.11
P32383,3.1.4.11
Q15147,3.1.4.11
B2LSE7,3.1.4.11
A0A0H3GCV8,3.1.4.11
X1WHY1,3.1.4.11
E9QG52,3.1.4.11
A0A1S4NYD4,3.1.4.11
Q4LEU0,3.1.4.12
D6MZJ6,3.1.4.12
A6P7M9,3.1.4.12
Q9NXE4,3.1.4.12
P11889,3.1.4.12
I4DXK5,3.1.4.12
P59116,3.1.4.12
P17405,3.1.4.12
E9LUE7,3.1.4.12
E9LUE8,3.1.4.12
E9LUE9,3.1.4.12
D3TNH1,3.1.4.12
I2CMF9,3.1.4.12
I2CMG0,3.1.4.12
I2CMG1,3.1.4.12
Q8IUN0,3.1.4.12
Q92484,3.1.4.12
A0A2U6TC85,3.1.4.12
P58242,3.1.4.12
Q04519,3.1.4.12
P21515,3.1.4.14
P54750,3.1.4.17
Q01064,3.1.4.17
O00408,3.1.4.17
C7DXW3,3.1.4.17
C7DXW4,3.1.4.17
C7DXW5,3.1.4.17
C7DXW6,3.1.4.17
C7DXW7,3.1.4.17
Q14123,3.1.4.17
Q14432,3.1.4.17
Q13370,3.1.4.17
Q01065,3.1.4.17
P9WP65,3.1.4.17
Q01062,3.1.4.17
Q61481,3.1.4.17
P22434,3.1.4.17
M9W6G9,3.1.4.17
Q9X1T1,3.1.4.17
Q922S4,3.1.4.17
A0A0U4VTN7,3.1.4.2
O06350,3.1.4.3
Q1RQG7,3.1.4.3
A0MLT1,3.1.4.3
A2IB48,3.1.4.3
Q9SRQ7,3.1.4.3
P09598,3.1.4.3
O81020,3.1.4.3
Q9SRQ6,3.1.4.3
Q9S816,3.1.4.3
Q8H965,3.1.4.3
Q5ZZJ8,3.1.4.3
Q8L7Y9,3.1.4.3
A0A0E4B8Q4,3.1.4.3
Q864F1,3.1.4.35
P52731,3.1.4.35
O54735,3.1.4.35
Q8CG03,3.1.4.35
P09543,3.1.4.37
P16330,3.1.4.37
P13233,3.1.4.37
U6C6H1,3.1.4.38
Q9R1E6,3.1.4.39
Q13822,3.1.4.39
Q64610,3.1.4.39
Q9CRY7,3.1.4.39
Q99LY2,3.1.4.39
Q7L5L3,3.1.4.39
P70496,3.1.4.4
P70498,3.1.4.4
Q53728,3.1.4.4
Q5WR67,3.1.4.4
B0FZD9,3.1.4.4
O82549,3.1.4.4
P55939,3.1.4.4
Q9C888,3.1.4.4
Q38882,3.1.4.4
Q54UK0,3.1.4.4
Q54Z25,3.1.4.4
D2E4A5,3.1.4.4
Q7KML4,3.1.4.4
D7P5D9,3.1.4.4
A2BG86,3.1.4.4
Q54WR4,3.1.4.4
D7P5E1,3.1.4.4
D7P5E0,3.1.4.4
E0D7I2,3.1.4.4
O04865,3.1.4.4
P93400,3.1.4.4
P84147,3.1.4.4
Q5BMR2,3.1.4.4
P36126,3.1.4.4
Q8KRK5,3.1.4.4
A0A0E4B8Q4,3.1.4.4
G5EDU3,3.1.4.4
A0A0D4WV12,3.1.4.4
A0A0M4UPT2,3.1.4.4
A0A0M3VGN3,3.1.4.4
A0A0G4AKV1,3.1.4.4
P93733,3.1.4.4
Q14939,3.1.4.4
Q7Z1Y7,3.1.4.41
P0CE78,3.1.4.41
Q1KY79,3.1.4.41
Q8I912,3.1.4.41
Q8I914,3.1.4.41
Q202J4,3.1.4.41
K9USW8,3.1.4.41
Q4ZFU2,3.1.4.41
C7SZ47,3.1.4.41
A0A1L4BJ98,3.1.4.41
Q9UK23,3.1.4.45
A7LRK2,3.1.4.45
Q8RB32,3.1.4.46
Q8N9F7,3.1.4.46
Q8TZI9,3.1.4.46
Q8CJI8,3.1.4.46
Q93JJ3,3.1.4.46
Q99387,3.1.4.46
Q02979,3.1.4.46
Q9NPB8,3.1.4.46
Q06282,3.1.4.46
Q45201,3.1.4.46
O30405,3.1.4.46
Q79LP3,3.1.4.46
P75367,3.1.4.46
E0TL71,3.1.4.46
P54527,3.1.4.46
C3JZ29,3.1.4.46
A0A1S2XQM1,3.1.4.46
Q8R2H5,3.1.4.50
P80108,3.1.4.50
Q7TNZ4,3.1.4.50
Q9HX69,3.1.4.52
Q8P947,3.1.4.52
Q8P9A5,3.1.4.52
Q6MM30,3.1.4.52
Q8EJM6,3.1.4.52
Q9HV27,3.1.4.52
Q9HWS0,3.1.4.52
Q9WY30,3.1.4.52
P32701,3.1.4.52
A0A0H3M3N9,3.1.4.52
B1PSD9,3.1.4.53
Q846Z1,3.1.4.53
Q13946,3.1.4.53
D4P095,3.1.4.53
D0ERY7,3.1.4.53
D0ERY8,3.1.4.53
Q23917,3.1.4.53
P0AEW4,3.1.4.53
P16692,3.1.4.55
C8WJZ5,3.1.4.57
P09543,3.1.4.58
Q8U4Q3,3.1.4.58
P13233,3.1.4.58
O32509,3.1.4.58
Q7DF71,3.1.4.58
A0A0H2XFX6,3.1.4.59
P71615,3.1.4.59
A4ITV2,3.1.4.59
P37484,3.1.4.59
A0A0U1MUE2,3.1.4.59
A0A0H2ZNP2,3.1.4.59
A0A0H2ZQZ4,3.1.4.59
Q8YAR3,3.1.4.59
P46344,3.1.4.59
O51564,3.1.4.59
Q2G2T6,3.1.4.59
A2RM60,3.1.4.59
A0QVM9,3.1.4.59
A0A0H2XFX6,3.1.4.60
A0A0H2ZNP2,3.1.4.60
O51564,3.1.4.60
A0QVM9,3.1.4.60
P15723,3.1.5.1
P51691,3.1.6.1
Q6UWY0,3.1.6.1
Q3TYD4,3.1.6.1
J9QRU6,3.1.6.1
J9QXV9,3.1.6.1
J9QWA6,3.1.6.1
Q9X229,3.1.6.1
A0A3R5WSX8,3.1.6.1
A0A0H3WG62,3.1.6.1
K9NCQ5,3.1.6.1
P28607,3.1.6.1
P34059,3.1.6.12
P50430,3.1.6.12
P50429,3.1.6.12
P22304,3.1.6.13
A0ST40,3.1.6.13
P15586,3.1.6.14
Q6UWY0,3.1.6.18
F8KAY7,3.1.6.19
P08842,3.1.6.2
Q45FD5,3.1.6.2
P51691,3.1.6.2
F1QB82,3.1.6.2
A6P7M0,3.1.6.2
P72177,3.1.6.20
Q72IT0,3.1.6.20
Q1W3E6,3.1.6.20
Q9I5I9,3.1.6.21
P32717,3.1.6.21
F2WP51,3.1.6.21
P34059,3.1.6.4
Q571E4,3.1.6.4
P50430,3.1.6.4
F9XZ10,3.1.6.4
D8LAR6,3.1.6.6
O69787,3.1.6.6
Q8WNR3,3.1.6.8
G1DGI7,3.1.7.10
Q4JHG3,3.1.7.11
Q308N0,3.1.7.11
C0KWV6,3.1.7.11
C0KWV4,3.1.7.11
Q8GUE4,3.1.7.11
Q6USK1,3.1.7.11
I1VSB0,3.1.7.11
I7GSK7,3.1.7.11
J9PZR5,3.1.7.11
A0A109P1X1,3.1.7.11
A9AWD6,3.1.7.12
R4HEK6,3.1.7.13
P0AG24,3.1.7.2
W8U368,3.1.7.2
A0A0H3C9W6,3.1.7.2
K4FKJ1,3.1.7.5
Q15166,3.1.8.1
Q68FP2,3.1.8.1
P52430,3.1.8.1
Q9BGN0,3.1.8.1
B5BLW5,3.1.8.1
Q62087,3.1.8.1
P0A434,3.1.8.1
Q97VT7,3.1.8.1
Q62086,3.1.8.1
P0A433,3.1.8.1
Q5W503,3.1.8.1
C4KKZ9,3.1.8.1
Q4J6Z8,3.1.8.1
F0QXN6,3.1.8.1
P27170,3.1.8.1
Q0PWQ4,3.1.8.1
P9WHN9,3.1.8.1
A0A077JBW9,3.1.8.1
K4I2M6,3.1.8.1
Q5UB52,3.1.8.1
P0A434,3.1.8.2
Q44238,3.1.8.2
P0A433,3.1.8.2
P51688,3.10.1.1
Q9JHK6,3.10.1.1
O31156,3.11.1.1
A0A093YC30,3.11.1.1
Q9I433,3.11.1.1
Q0K2Z6,3.11.1.2
Q0BAS3,3.11.1.2
A0A0H3KB87,3.11.1.2
Q0JZU4,3.11.1.2
Q01YC7,3.11.1.2
Q6N3F7,3.11.1.2
A1WGW5,3.11.1.2
Q92UV8,3.11.1.2
Q51782,3.11.1.2
O48917,3.13.1.1
Q84KI6,3.13.1.1
Q4JBJ3,3.13.1.1
C0LIR3,3.13.1.1
Q6WE14,3.13.1.3
K4L7X3,3.13.1.4
S5FT07,3.13.1.5
S5FU55,3.13.1.5
P9WHS1,3.13.1.6
H1AAP2,3.13.1.7
O58212,3.13.1.8
Q58783,3.13.1.9
P06278,3.2.1.1
B6RB08,3.2.1.1
P20845,3.2.1.1
B5ARZ9,3.2.1.1
B1VK33,3.2.1.1
B8Y1H0,3.2.1.1
P00692,3.2.1.1
B8Y698,3.2.1.1
P17654,3.2.1.1
C0LZ63,3.2.1.1
Q8A1G3,3.2.1.1
Q1KLC8,3.2.1.1
D4P4Y7,3.2.1.1
O08452,3.2.1.1
P00690,3.2.1.1
P04746,3.2.1.1
P06279,3.2.1.1
P96107,3.2.1.1
D0KTV8,3.2.1.1
O33476,3.2.1.1
Q4J9M2,3.2.1.1
O93647,3.2.1.1
Q2QC88,3.2.1.1
L8B068,3.2.1.1
Q47R94,3.2.1.1
A0A060DAC6,3.2.1.1
H9B4I9,3.2.1.1
T1WE96,3.2.1.1
T1WDH2,3.2.1.1
H2N0D4,3.2.1.1
P29957,3.2.1.1
P08144,3.2.1.1
A5ILB0,3.2.1.1
A0A482EWM9,3.2.1.1
A0A0M4N1K4,3.2.1.1
I3P686,3.2.1.1
A0A1S7D3W6,3.2.1.1
A0A1D9CEW3,3.2.1.1
D9MZ14,3.2.1.1
Q92394,3.2.1.1
B1NLD4,3.2.1.1
B1NLD3,3.2.1.1
A0A1L6Z980,3.2.1.1
A0A1P8L1E1,3.2.1.1
A0A192GPZ8,3.2.1.1
O31193,3.2.1.1
A0A168VCK5,3.2.1.1
P09107,3.2.1.1
A0A2I7SX03,3.2.1.1
A0A2N0UQI0,3.2.1.1
D2RTP2,3.2.1.1
J9PXA2,3.2.1.1
P08117,3.2.1.1
A0A0U4VEK2,3.2.1.1
W8SKF6,3.2.1.1
G4Y5W9,3.2.1.1
A0A0A0WA73,3.2.1.1
Q9L035,3.2.1.1
A0A150LTP0,3.2.1.1
Q93I48,3.2.1.1
A1YR25,3.2.1.1
A9YDD9,3.2.1.1
A0A223KY92,3.2.1.1
A0A2U8ZSD8,3.2.1.1
A0A1G8DI07,3.2.1.1
A0A2D9BRK8,3.2.1.1
P86331,3.2.1.1
P14410,3.2.1.10
C0JP82,3.2.1.10
C0JP83,3.2.1.10
P53051,3.2.1.10
Q4J9M3,3.2.1.10
Q08295,3.2.1.10
P0CW40,3.2.1.10
P40884,3.2.1.10
D7VFY4,3.2.1.10
Q8PI23,3.2.1.100
A0A228BX09,3.2.1.104
Q9M7N7,3.2.1.105
I6ZQ42,3.2.1.105
Q2V621,3.2.1.106
G1UJA9,3.2.1.106
Q5SJN0,3.2.1.106
P09848,3.2.1.108
Q29587,3.2.1.108
Q02401,3.2.1.108
A8F6K5,3.2.1.11
A9UKG4,3.2.1.11
F5BA50,3.2.1.11
H2EI27,3.2.1.11
A5FBI1,3.2.1.11
C0HJE3,3.2.1.11
B0KBZ7,3.2.1.11
A0A179FQV9,3.2.1.11
A0A059VLI3,3.2.1.11
C5NS94,3.2.1.111
A0A0H2YQI3,3.2.1.111
B7GNN8,3.2.1.111
P45700,3.2.1.113
P39098,3.2.1.113
Q3HYC1,3.2.1.113
P31723,3.2.1.113
Q9NR34,3.2.1.113
O60476,3.2.1.113
Q9SEH8,3.2.1.113
Q8J0Q0,3.2.1.113
Q9C512,3.2.1.113
Q8H116,3.2.1.113
Q5I5K3,3.2.1.114
Q99YP5,3.2.1.114
V9XY47,3.2.1.114
A0A0A0Q4S7,3.2.1.116
Q945G7,3.2.1.117
H9ZGE1,3.2.1.118
M2W5L3,3.2.1.123
A0A3S5YBC7,3.2.1.123
O33853,3.2.1.123
G8UMQ6,3.2.1.127
I7HXG2,3.2.1.129
O04830,3.2.1.129
D6D1V7,3.2.1.130
Q8A109,3.2.1.130
P96105,3.2.1.131
A3LY17,3.2.1.131
F5BAP8,3.2.1.131
I2E7L0,3.2.1.131
A0A0A0V7L5,3.2.1.131
Q21JW4,3.2.1.131
F7YUS1,3.2.1.131
K0J4X5,3.2.1.131
Q8A3J6,3.2.1.131
Q9LBG4,3.2.1.132
Q8KZM5,3.2.1.132
B0LV85,3.2.1.132
A9QUB2,3.2.1.132
C9D7S2,3.2.1.132
D7R809,3.2.1.132
P33673,3.2.1.132
P33665,3.2.1.132
G2NRC4,3.2.1.132
J7G4R4,3.2.1.132
Q93IE7,3.2.1.132
Q875I9,3.2.1.132
G0RVK1,3.2.1.132
A0A167KLN5,3.2.1.132
H9CXV8,3.2.1.132
O24825,3.2.1.132
A0A0C5VFC0,3.2.1.132
A0A0B5L773,3.2.1.132
A0A2W4GVN6,3.2.1.132
A0A1Q9FQU3,3.2.1.132
A0A0A7RCI7,3.2.1.132
A0A380NDK1,3.2.1.132
B5ARZ9,3.2.1.133
C0LZ63,3.2.1.133
I3RE04,3.2.1.133
I3ZTN9,3.2.1.133
G8N704,3.2.1.133
X5CPN2,3.2.1.133
