protein,EC
Q7XSN8,5.1.1.18
A0A345DF76,4.2.1.134
Q7YXV5,7.6.2.1
P39276,7.4.2.5
Q9I234,3.5.1.9
Q9C9D0,2.8.2.38
Q68G83,5.4.3.10
Q84ST4,1.1.1.294
A7TRK4,6.1.1.7
A0A099D4T8,1.14.15.35
Q9LMR3,1.3.1.78
P39370,3.1.1.53
A7XVY1,2.7.4.1
A0A3Q7FJ72,2.7.1.182
B5L017,1.1.1.22
A2VA43,1.13.11.24
F3UXX0,3.4.24.13
Q643C1,1.14.11.40
Q93ZQ3,3.1.1.23
M9VY20,3.1.1.73
Q6N8W7,4.1.2.61
P29703,2.5.1.58
A0A124C1Y7,4.2.1.10
B9VXW6,3.5.1.49
B9S0Y9,1.1.3.15
C6KI49,3.1.1.3
Q9M7C0,1.14.14.36
P9WJY7,7.3.2.4
C3ZHZ6,1.8.3.2
A7BFV6,2.3.1.50
D2Z027,2.6.99.3
A8YV68,7.4.2.6
C5A6Q4,3.5.1.1
I7L8N7,3.2.1.4
B2L2W8,1.1.1.206
Q53LQ0,5.3.4.1
P00690,3.2.1.1
A0A0H3BX68,3.2.2.5
A0A0M3KL23,1.14.20.9
Q0K2G4,2.7.4.1
Q5PQX0,4.1.1.35
D3Y5N8,2.4.1.91
A4GWX8,2.7.1.158
Q00298,3.1.1.74
C9K224,2.4.1.115
Q88M11,3.1.3.105
O41026,6.5.1.1
Q6DV46,1.3.1.77
P11124,2.7.7.48
D9ILD9,5.3.1.4
Q6QHE9,3.2.1.41
A0NAB2,2.7.4.9
F6Z1G0,2.5.1.18
A0A0H2Z7U1,2.3.1.230
O43915,3.4.21.46
Q9FI21,1.21.3.3
Q9SRW9,2.4.2.24
A0A166U5H3,2.1.1.69
Q2QKD9,3.4.22.41
Q9ZW27,2.5.1.18
A0A384LP51,2.1.1.342
P46344,3.1.4.59
I7A603,3.2.1.8
F8G0M4,1.14.13.163
O67990,3.4.24.3
Q1A2Z2,3.4.23.34
P20231,3.4.21.59
F4IAX1,1.4.3.21
A3D2G6,3.5.1.105
A0A3G1SVQ2,1.14.14.17
Q2RJ94,2.3.1.8
Q99IB8,3.4.21.98
P15106,6.3.1.2
A0A0A0KC98,1.3.1.21
Q5JFW1,1.2.1.106
Q2RAP8,2.3.3.13
Q58027,2.9.1.2
A0A191TDG1,2.5.1.27
Q96YK1,1.2.1.75
A0A023JCA8,2.5.1.18
Q1LRY0,5.4.99.13
P17549,1.14.14.92
A0A0M4J2R3,1.1.1.331
Q6UCJ9,1.3.1.9
A3EYB3,2.7.1.1
Q9FMW8,2.7.7.2
P07071,1.1.98.6
A0A088MAG2,1.15.1.1
Q1XGK3,4.1.1.77
E0D4W2,1.14.14.82
F8UU16,3.4.22.36
P53704,2.6.1.16
Q9SXA6,3.1.30.2
A8WEG4,3.1.3.1
Q7XAU8,4.1.1.32
A0QX65,2.3.1.47
B2RL07,4.2.1.1
P08289,3.1.3.1
Q97ZJ3,4.2.1.11
P09383,2.4.2.8
P00935,2.5.1.48
O88846,2.3.2.27
Q8KLS9,3.8.1.9
U3TDQ6,1.1.1.195
B2HIL4,6.2.1.51
B8YB53,2.7.7.6
P9WJH7,2.7.4.6
P81898,3.5.1.52
Q0PVD3,3.4.21.72
Q81G55,1.17.4.1
A9LN30,1.8.1.9
A0A0H3K6J7,2.7.1.19
A0A140N587,2.1.2.13
A6XIG7,3.1.1.92
Q8TED1,1.11.1.9
P26297,1.1.1.28
P77570,2.7.1.170
D1MF34,4.4.1.14
Q2HQS4,1.2.1.9
C9DEB1,4.6.1.18
Q93XJ2,1.14.14.82
P20228,4.1.1.15
P63786,3.4.21.92
Q5I598,1.5.1.20
B1NM15,2.3.1.20
B9W4V6,1.11.2.1
P32009,1.14.13.180
D0EFX3,1.14.15.6
Q8I2B1,6.1.1.12
T1T1K2,1.15.1.1
O09106,3.5.1.98
B0I1Q7,2.4.1.99
P77931,1.1.2.6
P07564,2.7.11.1
P9WIJ3,3.5.1.88
Q8GCU7,3.5.2.6
Q66PN2,3.1.3.24
A0A172MJX5,1.14.11.9
A0A1E5QD81,1.14.19.28
A7DX13,4.2.1.1
Q5HTX9,2.4.99.19
W5ZSQ6,1.11.1.9
Q84KI1,1.14.13.146
A0A1D6I5Q5,2.6.1.117
B3SNJ7,1.14.14.107
Q64232,1.3.1.93
Q91VE0,6.2.1.3
A9QVV8,1.1.1.307
Q0K4F5,1.1.1.409
M1URK1,1.8.7.1
A9XED2,3.1.3.2
P0C7R2,2.3.1.181
P73714,3.4.24.85
A0A0P0YJU0,1.14.14.82
G8TCS8,2.7.7.8
Q11068,2.4.1.101
Q9F0Q9,3.1.1.3
P0A8T1,2.1.1.244
A0A1B1V4Q3,1.2.1.12
A0A1W2F5U3,3.1.1.14
P62746,3.6.5.2
A7LCL1,1.14.14.20
Q9QF31,3.4.22.29
Q6JE29,3.5.2.6
W5PS11,2.6.1.52
A2IB48,3.1.4.3
Q9N1F5,2.5.1.18
Q9WYR8,3.2.1.67
P23471,3.1.3.48
G5EER4,1.1.1.271
Q5LX18,1.4.1.1
A0A512JJT7,3.5.99.7
O00767,1.14.19.1
C4PBL7,3.2.1.26
Q9KR33,4.1.99.3
Q9WWU5,1.14.11.77
P0AFG3,2.2.1.5
Q9KZL6,5.4.2.8
A0MTG4,1.1.1.307
A0A1D9CEW3,3.2.1.1
A8JZC1,1.8.99.2
P80030,1.3.1.9
A8CIU9,4.2.1.30
A8C9T7,4.1.1.39
C8CT07,3.1.4.1
B7XC00,3.5.2.12
Q07DN1,2.1.1.325
O02193,2.3.1.48
Q59185,3.4.21.53
P06762,1.3.1.24
Q0P8J7,3.5.1.129
A0A1C9V3R0,4.1.2.10
C5J3R6,1.1.1.307
P25051,6.1.2.1
A7BGM9,1.1.1.140
P26646,1.3.1.84
G3YE52,4.2.1.6
V5VFX0,2.3.1.39
A0A1P8C677,2.1.1.373
B6HYI9,3.2.1.23
O33468,1.2.4.1
A5GPQ6,4.2.1.104
Q8TKU7,2.5.1.76
E9AQ00,3.6.1.15
Q9SJE2,3.1.2.14
Q92729,3.1.3.48
Q15147,3.1.4.11
P0A6U8,2.4.1.21
A0A0M4UR95,1.1.1.10
D0VYQ9,3.4.21.62
P53199,1.1.1.170
C8Z2I6,4.2.3.5
B0FRF9,2.7.3.3
Q9HWS0,3.1.4.52
Q64PZ8,1.4.1.16
E9URP8,4.2.2.17
A0A1R0ZNW0,3.2.1.151
Q2XV89,2.1.1.295
O20253,4.1.1.39
A0A1C9U7K7,3.1.1.73
A9CJ26,3.5.1.42
Q05506,6.1.1.19
Q07786,1.1.1.14
Q6RET7,2.7.11.17
Q97UI4,3.2.1.37
A9LDD9,2.1.2.1
Q15652,1.14.11.65
Q84LF0,4.2.3.61
Q8YAU9,7.1.1.5
Q01YC7,3.11.1.2
P0A2Y6,4.2.3.5
B5L6N2,3.2.1.14
P10844,3.4.24.69
Q5ZYK9,2.3.1.242
P31214,1.3.1.22
P39940,2.3.2.26
P05165,6.4.1.3
A8JZB1,1.8.99.2
K7ZLA5,5.1.3.11
P19582,1.1.1.3
A1B9Z3,2.6.1.77
Q8W183,4.2.1.1
P38659,5.3.4.1
Q93H76,1.1.3.6
P05093,1.14.14.32
Q8KSC8,1.14.11.44
P62745,3.6.5.2
Q8U063,4.2.1.2
Q66TN7,3.4.21.120
O06572,4.6.1.1
Q675L6,4.2.3.38
Q69ZN6,2.7.8.17
Q5LX24,1.4.1.18
A0A1Z0YU24,1.11.1.25
Q94A08,2.4.1.82
Q8I912,3.1.4.41
Q6QM26,5.5.1.18
Q99XG5,5.6.2.2
Q9HWH2,2.1.1.327
A0F0B5,1.13.11.1
P24386,2.5.1.60
Q9P8Q7,4.1.3.1
Q9NTX5,4.1.1.94
Q1KY81,3.5.2.6
T1Z209,3.8.1.8
P38992,1.14.18.5
Q56184,2.1.1.308
Q05888,2.7.1.66
A9X3M0,3.1.1.32
Q59495,2.4.1.7
Q13564,6.2.1.64
A0A504YZJ3,1.2.1.12
Q92900,3.6.4.13
Q8YSZ1,1.15.1.1
A0A411PNL0,2.3.1.20
Q72IR2,2.4.2.1
Q94A82,3.6.1.22
Q02353,2.8.2.8
G1UJV3,2.4.1.14
A5A699,3.2.1.14
B7FWP2,1.1.99.24
Q9SRQ6,3.1.4.3
P96578,5.3.1.15
Q58644,5.3.1.27
Q59718,1.1.1.50
B1YHR1,2.7.7.72
Q8BWZ3,2.3.1.254
A8ZMS5,1.3.7.5
Q85JA8,7.1.1.9
P53602,4.1.1.33
Q39617,1.3.1.33
P15917,3.4.24.83
Q313I5,1.8.99.2
O87725,1.5.1.2
Q61193,6.2.1.3
Q4DZJ3,3.4.11.1
B2CNY5,3.2.1.8
P9WG49,5.6.2.1
Q9AET4,7.4.2.5
P39844,3.4.16.4
F5RI16,1.14.13.81
B2HQY9,7.1.1.7
O62698,1.14.99.1
B7G1G6,4.1.1.31
Q55080,1.11.1.7
B3WD16,5.4.2.10
P73405,1.2.4.1
Q6W6X6,2.3.1.16
A5VMM4,1.1.1.138
Q5SHZ3,6.3.2.4
A0A4Y5QZW9,2.5.1.18
Q8G9Q2,2.4.1.5
E9BA63,3.6.1.15
P81563,3.4.24.7
H9C4A4,4.2.1.19
H9JRZ9,1.1.1.95
P18434,7.2.2.19
B2J2S4,3.5.1.28
A0A2H4PJM7,1.1.1.215
Q53187,3.8.1.2
A0A0M4FQ19,4.1.1.33
Q9M336,2.4.2.9
Q58I01,2.2.1.7
U3LXJ8,1.14.14.81
O04499,5.4.2.12
A0A510WIR9,5.1.3.1
Q5SKA7,3.6.5.3
Q88BN6,2.4.1.10
A0A0H2VBI7,2.7.13.3
Q6TFK2,1.18.6.2
P9WJR7,4.6.1.17
Q3S560,1.7.3.3
Q8KNY0,2.4.2.30
Q9UBM1,2.1.1.17
C7EXL1,1.15.1.1
A0A023JBX8,2.5.1.18
Q7T291,3.6.1.53
Q8VQN7,2.3.1.82
Q72I58,2.7.6.1
D4GWT7,2.7.4.26
H2IFE7,1.2.1.92
I3QKR9,3.2.1.8
Q2K340,6.4.1.1
A7LFP7,4.2.2.3
Q836A5,2.2.1.6
Q9SYJ4,2.4.1.82
S5U3X4,3.2.1.83
Q8GS16,3.1.1.11
C6KTB6,4.2.3.12
Q9KH03,1.2.5.2
Q9REZ8,2.3.1.253
A0A045GU47,1.1.1.25
A0A0E4FJ73,1.14.14.17
Q64669,1.6.5.2
P20649,7.1.2.1
Q5F2M7,2.7.1.40
Q91ZV4,2.3.1.22
O83009,1.14.99.54
A0A0L0DHP5,1.1.99.24
E3VL26,4.4.1.13
M1L099,3.4.22.70
W5VJT8,1.1.1.223
P19733,1.14.13.244
P06278,3.2.1.1
A0A023J5H9,3.4.24.1
Q83XP1,6.3.3.6
A0A1U9X493,3.5.1.24
Q6L7J5,2.7.1.23
Q93PS4,1.1.1.312
Q6NT55,1.14.14.177
E0RVY7,3.1.1.72
G8ZFZ3,3.1.21.4
A3F5F0,1.1.1.331
P56926,6.1.1.18
A0A223LRZ7,1.1.1.4
P74468,3.4.11.9
B9MKT4,4.2.2.2
Q53U15,1.1.3.44
Q53EK1,4.2.2.2
I1MUF8,3.5.1.98
P04399,3.2.2.22
Q9HJW5,1.8.4.14
Q9U6H7,2.1.1.204
A0A0B6CW37,3.5.99.7
Q9SE41,4.2.1.17
Q9S7D1,2.4.1.241
Q58327,3.1.3.11
Q308N0,3.1.7.11
Q09Y78,1.11.1.11
P9WPP7,1.14.19.70
Q3JNW6,1.11.1.21
Q6IB77,2.3.1.71
D4GYJ8,3.4.21.89
Q0B5S3,5.4.99.17
O81077,1.14.14.137
Q4D080,2.6.1.1
Q5DAL5,3.1.3.16
T1SGQ2,5.5.1.19
P23919,2.7.4.9
Q1D1H4,3.1.3.16
Q00775,2.4.1.242
Q05683,4.1.1.15
D2WS87,2.4.1.9
A5JZS1,2.7.6.3
Q9HBH1,3.5.1.88
P9WPT5,7.2.2.22
J7GBJ3,1.10.3.3
U3MYW0,1.21.99.5
G3Y8T6,4.2.1.6
Q83XD3,2.7.4.33
Q9LEH3,1.11.1.7
E1V4Y1,1.1.1.380
D6Z860,1.2.1.30
Q9UJJ9,2.7.8.17
B2Z9Y4,3.4.19.9
A0PXZ3,2.7.7.85
Q8RDE9,2.7.1.2
Q56841,1.1.1.269
Q8J126,3.1.1.94
Q6LP64,4.1.99.1
B6CM51,3.2.2.27
R4I3H8,2.4.1.16
A0A0U1XZ37,2.5.1.74
Q05085,7.3.2.4
Q7QF28,3.2.1.17
A0A173GQ95,1.14.99.14
Q8DL82,1.16.3.1
Q84II3,3.7.1.13
P17844,3.6.4.13
Q92XZ6,3.1.1.6
M9VRD0,2.5.1.91
Q9R1T5,3.5.1.15
Q9L3I0,3.7.1.22
A0A0G2K6D0,1.14.11.68
P04070,3.4.21.69
C5Z316,2.7.9.4
K0A9N9,3.7.1.2
Q6DMQ8,1.14.19.22
Q3J6K9,1.3.1.84
C6GFB5,2.4.1.34
Q3E9D5,4.1.1.50
O62137,1.3.3.6
G4VV62,1.1.1.195
A0A0B3VNJ6,1.11.1.26
D7NHW9,4.2.1.11
Q9FE01,1.11.1.11
Q1K615,1.2.1.82
Q9LDU6,1.3.1.21
Q43870,2.7.7.4
Q70SY0,3.2.1.23
I3PU26,2.7.6.2
Q9FIK7,2.3.1.9
B4FJN0,3.1.3.48
A0A0E4AX59,1.1.1.283
P0A5M9,2.1.3.3
O23801,3.4.22.33
Q9D2G2,2.3.1.61
A0A222C758,2.4.1.25
Q6CP22,6.3.4.6
Q7Z859,5.5.1.19
A0A0H2XFX6,3.1.4.60
P0CJ43,4.2.3.46
B3PKK9,3.2.1.151
A0A1I9WLN6,2.1.1.56
Q1GBI8,7.6.2.8
Q7MVY0,1.7.1.10
D5ANS3,1.3.7.7
Q8EQR8,3.5.1.42
Q6PI48,6.1.1.12
P96284,2.3.1.261
Q9ZAP7,1.14.19.28
Q9ZP06,1.1.1.37
Q8XMJ5,3.2.1.97
D6PXK5,4.1.1.15
F6JRN6,1.15.1.1
Q9LCB9,3.2.1.32
P0A6K3,3.5.1.88
Q95327,3.2.1.25
Q2FIA5,1.8.1.14
P12984,7.1.2.2
P05373,4.2.1.24
Q9WZR6,3.2.1.52
T1RLH3,1.16.1.1
W5Q1G7,4.1.1.17
O67531,7.4.2.8
Q8E3H0,2.5.1.90
A0NLY7,3.5.2.20
A0A023I2Y1,3.8.1.5
Q0WUA3,2.5.1.130
I6ZUH3,2.5.1.18
A0A133QBY0,1.14.99.48
Q6L2R8,5.1.1.13
Q8BJ37,3.1.4.1
A8N3P5,1.10.3.2
Q1XD17,2.4.1.207
Q8RS38,3.5.4.25
D2SNF6,1.11.1.23
D5IGG0,1.14.12.22
A2R1N3,2.5.1.80
A1XM14,3.2.1.8
P64201,6.3.5.7
T2M1V1,3.2.1.8
B1Q4V2,4.6.1.24
A0A1C3HPM0,4.1.1.39
T1RRK0,1.16.1.1
P23908,3.5.1.16
A0A1L3HJ65,3.5.1.137
C9ZP98,3.1.1.106
O74725,6.2.1.30
Q8L692,2.2.1.7
C9DEB7,4.6.1.18
A0A1S6XXG5,2.3.1.20
P26045,3.1.3.48
Q833X5,3.2.1.97
Q9X1T1,3.1.4.17
Q05756,1.4.1.13
P9WNY5,1.1.1.31
Q6ZD89,2.1.1.76
Q6EB26,4.2.1.46
P54980,1.3.99.28
A0A2U8QPE6,1.4.3.2
B6ZH52,3.4.21.47
O66037,3.1.3.8
B1A4C4,2.5.1.34
P9WHP7,5.4.99.25
O31665,2.6.1.117
O00408,3.1.4.17
Q9VQZ6,2.3.1.48
A3MSR0,2.5.1.3
A0A0D4C3L0,6.2.1.12
B3SGA9,7.1.1.9
A0A0H3MJU0,7.4.2.8
S4TJ23,3.4.14.11
Q7XZR6,2.4.1.46
Q552R4,2.7.8.7
C7U110,2.2.1.7
F7A8R5,3.4.22.38
D0FK58,1.14.18.3
A0A090SK43,1.2.1.92
Q8L5D0,1.8.4.10
Q9P8C9,5.3.1.5
D4C4C5,4.1.1.8
A0A0H2VD53,2.7.13.3
A0A0A7HF39,3.4.23.5
Q45NB5,6.3.1.2
Q5W9U0,3.2.1.67
O18756,5.1.3.17
Q75KR1,2.7.9.1
H6LBS1,1.3.1.110
Q58KB0,1.14.19.3
P50123,3.4.11.7
P15369,3.4.23.32
A0A1D8DGR2,3.2.1.3
Q8VDQ1,1.3.1.48
Q76HN1,3.2.1.35
A0A140JW77,1.1.1.8
S5VDV0,2.4.1.357
Q9D964,2.1.4.1
A0A438GF80,2.3.1.153
V9P074,1.3.1.31
Q7KMP8,3.4.25.1
Q9RFD6,1.3.7.7
Q93Y37,3.2.1.209
Q6NRY0,2.7.1.105
Q9FI17,5.1.3.5
P45568,1.1.1.267
Q8II79,2.5.1.29
F8S834,2.7.11.20
Q7Z9L6,7.6.2.4
Q6BCM1,3.2.1.4
A0A1C9EFW4,1.10.3.2
A0A1C3HPR5,4.1.1.39
C3VA26,1.13.11.88
O61198,1.2.3.1
S5U3F4,1.14.19.2
Q16654,2.7.11.2
C4TJD3,4.2.2.3
Q9RWH9,3.2.2.27
P08686,1.14.14.16
Q9AJU0,2.1.1.307
A0A023J5W7,3.2.1.37
Q38945,3.1.3.7
P11413,1.1.1.49
A9JIF3,3.2.1.80
A0A346PYQ5,3.2.1.73
I7C3V5,3.5.99.6
Q8F2M2,4.1.2.60
P84612,1.15.1.1
A7XFU3,4.2.2.1
Q6F596,2.5.1.29
Q43088,2.1.1.259
D1MCF1,7.2.2.8
Q3IEB7,6.3.2.2
A0A1V0M5M0,3.1.3.12
Q5L2C2,1.4.3.19
Q1EF85,3.4.22.28
P76341,3.5.2.17
Q9LYG3,1.1.1.40
A0A140DCH5,3.5.1.137
P30431,3.4.24.73
J9XGZ5,2.6.1.96
X5DQW0,3.2.1.4
A7RA76,1.1.3.6
Q43011,6.3.5.4
Q4QSN3,4.2.3.119
Q6DUK5,1.3.2.3
P19097,2.3.1.86
P98197,7.6.2.1
Q13427,5.2.1.8
A0A1W1WET7,1.13.11.55
P24478,3.2.2.22
P0A9S5,1.1.1.6
W5FYY9,1.14.19.29
O48917,3.13.1.1
P68747,2.1.3.3
A0A0U5BQA3,3.1.3.11
D2IWA7,2.1.1.77
G0R7E2,3.3.2.10
Q99518,1.14.13.8
P56064,2.7.7.101
A0A1B4XTS0,1.1.1.9
Q8CG03,3.1.4.35
Q8K3X3,4.2.1.47
K1R9A7,2.4.1.186
P45513,1.1.1.202
Q73KK2,7.5.2.11
Q9UHY7,3.1.3.77
Q88L88,1.1.1.211
P49235,3.2.1.21
A0A1I9RYI4,3.5.1.24
Q8RSS3,6.3.5.5
A0A0M4MWT8,3.7.1.21
Q4JLV6,4.2.2.2
Q8VWZ6,3.1.3.7
Q89FN7,1.1.1.15
G3JX11,1.8.4.11
P51091,1.14.20.4
A8J4S9,3.2.1.28
A0A410UCT3,2.4.2.3
A2THD4,3.2.1.18
A0A0H3JUU7,6.3.5.13
P23316,2.4.1.16
C0LL35,4.3.1.24
Q8G907,1.1.99.38
C0LD26,2.3.1.304
Q8VY26,1.13.11.70
A3R052,1.23.1.4
Q55366,1.7.7.1
Q6AX64,2.7.11.17
P31039,1.3.5.1
W8VYH1,2.7.1.17
V5M0E7,2.3.1.74
A0A068CB13,1.1.3.4
I3VRD9,1.2.7.1
P24822,3.1.3.1
A0A0S3J3R0,2.5.1.20
Q9C9H5,3.2.1.4
A0A3G1VCA9,3.2.1.21
Q10983,2.4.1.69
D4Q8H2,1.14.19.6
A0A2S1WCH9,3.2.1.28
E9B8P8,6.3.1.2
P39153,2.7.7.87
Q19XY0,5.6.2.3
Q4K977,4.2.1.103
O95251,2.3.1.48
P40329,6.1.1.19
L0N5L6,1.1.1.22
Q5W1E6,4.5.1.3
Q57580,3.5.1.102
O02827,2.7.11.18
A1YN96,3.4.21.62
A2QZI3,3.1.1.72
P29474,1.14.13.39
O94766,2.4.1.135
Q9A6F4,1.5.1.20
P00428,7.1.1.9
A9TLP4,3.4.14.4
P06746,2.7.7.7
G2QHR7,3.2.1.151
O94220,3.2.1.7
P28861,1.19.1.1
Q5MQ31,4.4.1.11
A0A2G2YEX8,2.7.9.4
P00435,1.11.1.9
C7E719,4.1.2.4
L0HNF3,1.23.5.1
Q32UL2,4.1.1.22
Q072L7,3.4.21.74
Q6ED63,2.3.1.20
P00692,3.2.1.1
A0A076N4W8,5.5.1.32
P74165,2.4.1.336
D0FL48,1.14.18.3
Q8KHS0,1.4.3.23
Q8BM11,2.3.2.13
P98005,7.1.1.9
P61431,1.3.1.98
M9ZS93,2.4.1.7
P07097,2.3.1.9
P09811,2.4.1.1
O24004,1.2.3.4
Q9HZV7,4.2.1.57
P18133,6.3.4.21
A4ACN5,1.14.13.81
B4XAK4,4.2.3.57
B2KY93,6.2.1.12
Q9RWN5,3.6.5.6
B7X755,3.1.1.7
B7EJX7,2.3.2.15
Q90XY2,2.7.1.25
B2J5P3,4.2.1.92
P53184,3.5.1.19
F5C449,4.2.1.78
B0V1K8,1.13.11.52
U3GQJ5,1.14.14.22
P00455,1.19.1.1
P9WFC7,5.6.2.4
Q9ZSK1,2.1.1.95
Q94G53,4.2.3.120
P20456,3.1.3.25
G0SGU4,1.17.1.9
Q9LFU1,6.3.5.4
Q9VI58,2.7.7.52
P16675,3.4.16.5
A0A0E3KNP5,1.1.1.318
E1VA04,1.14.11.55
A0A5Z8GIG6,2.5.1.17
A0A0F6N3N1,3.5.1.28
Q8GQG5,3.5.1.87
A0A0D3MJQ5,2.1.1.137
P54136,6.1.1.19
Q50756,1.8.98.5
A0A4Y5QZX3,2.5.1.18
Q46143,2.3.1.190
A0A0N7CLN0,1.13.11.84
D3PZ76,3.2.1.52
Q9P938,2.7.1.17
Q584S0,2.7.1.20
Q9ZU40,1.8.3.2
B2B3C0,3.2.1.78
U3LW50,4.2.3.173
Q8ZUP0,1.1.1.2
B1XNF8,2.6.1.19
B4YSH2,2.1.1.53
P53991,1.18.1.2
P28997,1.4.1.2
A0A1S4NYD4,3.1.4.11
Q6TBX7,1.14.14.158
A0A218MJF1,1.14.99.54
V6U0K4,2.3.1.225
B5SYI8,3.2.1.8
O22437,6.6.1.1
V9PVN6,3.2.1.147
Q8L1A8,4.3.3.6
A0A0U5ARE7,2.5.1.32
B5AS55,1.13.11.1
Q9Z2Q4,2.1.1.13
A0A1L2D3T3,4.2.3.173
A5VK58,2.4.2.6
A0A0F6SIA9,1.10.3.2
Q4A5G4,3.1.26.5
D9XDR8,4.2.3.162
Q5CSM7,2.7.1.40
B8YJM2,3.2.1.26
Q70KH9,1.14.99.68
A9CIM3,2.7.8.24
A0MZ70,6.3.1.2
O09352,1.5.1.33
B2C4D8,4.2.3.89
A5W059,4.1.3.17
P49365,2.5.1.46
Q8S9F2,4.6.1.1
G4MMK2,2.2.1.6
P07024,3.1.3.5
D3G6S3,3.2.2.27
P30272,3.1.1.74
Q9RRH3,2.7.11.1
A8IAN1,2.2.1.1
Q9LBS6,2.7.1.40
A6T9B7,1.3.1.31
Q5NHR1,3.6.1.13
P52917,3.6.4.6
E2LXX6,3.2.1.15
A0A1C7DQ98,2.7.7.72
A3MUJ4,5.1.3.2
O66615,4.1.1.50
Q8A6L0,3.2.1.22
A0A0H3W5S4,4.2.2.3
P37303,4.1.2.48
Q5DW55,3.4.24.69
Q6P2U2,3.1.1.34
P32020,2.3.1.176
Q8VI47,7.6.2.3
P0ADF8,2.2.1.6
P53981,3.1.3.21
Q9Y749,3.4.21.63
Q6YGT5,1.14.18.5
Q9YDC0,2.4.2.1
A0A1S6KJR4,2.7.1.36
Q7JZM3,2.5.1.18
Q6R974,3.5.1.24
Q0E7D4,2.4.1.13
P22083,2.4.1.152
F1DH12,3.1.3.8
Q6IAQ1,3.1.1.5
Q93ZR1,2.3.1.48
Q9LS01,5.3.99.6
Q9RX51,3.2.1.141
C5BN23,3.1.1.117
F2YFG1,1.14.19.6
A0A1D6GDY8,3.6.4.13
Q92993,2.3.1.48
Q6WQJ1,3.1.1.116
A0A060KYZ7,2.4.1.15
Q9AR41,4.1.1.15
G2QW39,3.2.1.91
B9SIL7,4.2.3.19
P16289,2.1.1.375
P0C8P3,3.4.15.6
C4TGF1,2.7.8.2
O59747,3.1.2.22
P07337,3.2.1.21
P19871,1.1.1.51
W5VJJ6,1.1.1.223
A0A1L7NSX5,2.2.1.1
A0A0S2E8T0,1.15.1.1
A0A1S4AG82,2.4.1.214
A0A1C3HPS7,4.1.1.39
Q9TY16,3.4.21.4
B8N4T3,2.5.1.16
P0A7D7,6.3.2.6
Q9WTK2,4.2.1.150
Q50J32,2.4.99.8
A0A1B1FIZ1,3.1.1.7
Q547W6,1.1.1.34
A7LFK0,2.5.1.18
A0A0B4N4Y1,1.7.3.3
G0S9M2,3.2.1.207
A9LRT7,5.3.3.2
A0A099NZ49,2.7.1.227
F2VYD2,4.1.99.3
C4NXC0,2.2.1.7
B3GSH5,2.1.1.4
Q3E7I6,3.1.1.49
H8ZM71,5.5.1.12
Q9FQ27,4.2.3.71
A8NE23,4.2.3.126
A0A145P6Q3,1.6.3.1
S6BFC0,1.1.1.9
P18819,1.4.1.4
Q84KI6,3.13.1.1
C5B113,4.1.3.24
A1K5F2,7.1.1.11
P13860,3.2.1.176
Q74IV4,3.5.1.24
S7UQT1,2.1.1.320
Q8W3P8,2.4.1.263
A0A023HHB5,1.2.1.44
F6H3N5,1.14.19.29
Q1K7T0,3.5.3.11
O66490,2.7.4.3
B2LYJ5,3.1.1.25
C6VWU2,5.1.3.44
Q60HE5,1.5.1.20
C9DEB0,4.6.1.18
F5BAP8,3.2.1.131
A9QXE0,4.2.1.66
P07739,1.14.14.3
Q8XL08,3.2.1.52
P39900,3.4.24.65
A4ITV2,3.1.4.59
C7AAS7,3.4.23.5
Q6JH30,1.1.1.27
B5YC64,3.2.1.40
Q9HYR2,2.3.1.180
O80959,3.1.1.23
A0A2H4PMI3,1.2.1.88
Q86V24,3.5.1.23
C5H805,1.13.11.51
E7BBN5,2.1.1.343
Q17005,3.2.1.17
I1I8W3,1.8.3.1
D3JYA2,4.2.3.8
Q9UV68,3.2.1.8
M8AD49,3.1.1.14
A0A0U1QTI9,7.4.2.8
P46806,1.1.1.3
Q64560,3.4.14.10
A0A1D3TV18,1.1.1.6
Q72K04,3.2.1.208
B7VFD4,1.14.99.39
E1U2Z9,2.4.1.15
P52874,2.7.1.78
B5KRG3,2.3.1.167
P86331,3.2.1.1
O74705,3.2.1.4
Q5JGC2,1.1.1.169
O08749,1.4.1.27
A0A024R0K3,1.2.4.4
Q9H4A4,3.4.11.6
B3SGB2,7.1.1.9
G3CRD1,3.1.1.79
Q63TL3,2.8.3.5
P02920,2.7.1.207
Q9UXF1,1.1.1.1
A0A1D8PHD4,2.4.1.198
M9VY17,3.1.1.73
L7T8H2,1.14.19.72
A5HMI1,1.14.13.7
A0A1D6LTL9,2.7.9.4
Q9M325,2.7.1.227
Q18014,2.4.1.221
A0A142G555,3.2.1.194
Q7BHJ5,3.5.2.6
P26163,1.3.7.7
P42962,3.1.3.104
P52910,6.2.1.1
Q9FG41,3.2.1.55
O83650,6.1.1.6
A0A346PXS9,3.2.1.8
Q8GRX1,3.2.1.147
Q9I492,1.5.1.21
A0A286MME8,4.1.1.25
E1C2H6,3.5.1.9
P0A717,2.7.6.1
Q2VA10,7.3.2.7
A0A0K2AZ61,1.1.1.86
O58677,4.1.1.39
Q04828,1.3.1.20
A0A023NGA8,2.4.1.173
Q6YQW3,2.7.7.6
Q9LG26,3.1.13.4
P47156,1.14.11.67
Q8VZR0,2.7.7.2
A4HPM6,2.5.1.47
P05042,4.2.1.2
A7BT71,4.6.1.1
