protein,EC
Q8RXV3,3.1.3.16
Q8RXV3,3.1.3.16
Q8RXV3,3.1.3.16
Q5Z8P0,3.1.3.16
Q5Z8P0,3.1.3.16
Q5Z8P0,3.1.3.16
Q93V88,3.1.3.16
Q93V88,3.1.3.16
Q93V88,3.1.3.16
Q0D629,3.1.3.16
Q0D629,3.1.3.16
Q0D629,3.1.3.16
Q6NKS1,3.1.3.16
Q6NKS1,3.1.3.16
Q6NKS1,3.1.3.16
Q6ZKL8,3.1.3.16
Q6ZKL8,3.1.3.16
Q6ZKL8,3.1.3.16
Q84JD5,3.1.3.16
Q84JD5,3.1.3.16
Q84JD5,3.1.3.16
Q67J17,3.1.3.16
Q67J17,3.1.3.16
Q67J17,3.1.3.16
Q4PSE8,3.1.3.16
Q4PSE8,3.1.3.16
Q4PSE8,3.1.3.16
Q7XCJ7,3.1.3.16
Q7XCJ7,3.1.3.16
Q7XCJ7,3.1.3.16
Q9FG61,3.1.3.16
Q9FG61,3.1.3.16
Q9FG61,3.1.3.16
Q2R637,3.1.3.16
Q2R637,3.1.3.16
Q2R637,3.1.3.16
O04719,3.1.3.16
O04719,3.1.3.16
O04719,3.1.3.16
Q2QN36,3.1.3.16
Q2QN36,3.1.3.16
Q2QN36,3.1.3.16
P25646,3.1.3.16
P25646,3.1.3.16
P25646,3.1.3.16
Q502L2,3.1.3.16
Q502L2,3.1.3.16
Q502L2,3.1.3.16
B4JMM7,3.1.3.16
B4JMM7,3.1.3.16
B4JMM7,3.1.3.16
B4GXS1,3.1.3.16
B4GXS1,3.1.3.16
B4GXS1,3.1.3.16
B4R313,3.1.3.16
B4R313,3.1.3.16
B4R313,3.1.3.16
B4PY69,3.1.3.16
B4PY69,3.1.3.16
B4PY69,3.1.3.16
Q562B5,3.1.3.16
Q562B5,3.1.3.16
Q562B5,3.1.3.16
O60346,3.1.3.16
O60346,3.1.3.16
O60346,3.1.3.16
Q6ZVD8,3.1.3.16
Q6ZVD8,3.1.3.16
Q6ZVD8,3.1.3.16
Q9VJ07,3.1.3.16
Q9VJ07,3.1.3.16
Q9VJ07,3.1.3.16
Q8DNR9,3.1.3.16
Q8DNR9,3.1.3.16
Q8DNR9,3.1.3.16
P60487,3.1.3.16
P60487,3.1.3.16
P60487,3.1.3.16
P30366,3.1.3.16
P30366,3.1.3.16
P30366,3.1.3.16
O04856,3.1.3.16
O04856,3.1.3.16
O04856,3.1.3.16
P48481,3.1.3.16
P48481,3.1.3.16
P48481,3.1.3.16
P23880,3.1.3.16
P23880,3.1.3.16
P23880,3.1.3.16
P32598,3.1.3.16
P32598,3.1.3.16
P32598,3.1.3.16
O04858,3.1.3.16
O04858,3.1.3.16
O04858,3.1.3.16
P48486,3.1.3.16
P48486,3.1.3.16
P48486,3.1.3.16
Q9M9W3,3.1.3.16
Q9M9W3,3.1.3.16
Q9M9W3,3.1.3.16
P62136,3.1.3.16
P62136,3.1.3.16
P62136,3.1.3.16
P62138,3.1.3.16
P62138,3.1.3.16
P62138,3.1.3.16
P62207,3.1.3.16
P62207,3.1.3.16
P62207,3.1.3.16
P62141,3.1.3.16
P62141,3.1.3.16
P62141,3.1.3.16
P62143,3.1.3.16
P62143,3.1.3.16
P62143,3.1.3.16
Q5I085,3.1.3.16
Q5I085,3.1.3.16
Q5I085,3.1.3.16
P61287,3.1.3.16
P61287,3.1.3.16
P61287,3.1.3.16
P63087,3.1.3.16
P63087,3.1.3.16
P63087,3.1.3.16
P23777,3.1.3.16
P23777,3.1.3.16
P23777,3.1.3.16
P20654,3.1.3.16
P20654,3.1.3.16
P20654,3.1.3.16
Q9UW86,3.1.3.16
Q9UW86,3.1.3.16
Q9UW86,3.1.3.16
Q07099,3.1.3.16
Q07099,3.1.3.16
Q07099,3.1.3.16
A2YEB4,3.1.3.16
A2YEB4,3.1.3.16
A2YEB4,3.1.3.16
P23635,3.1.3.16
P23635,3.1.3.16
P23635,3.1.3.16
Q8X178,3.1.3.16
Q8X178,3.1.3.16
Q8X178,3.1.3.16
A0CNL9,3.1.3.16
A0CNL9,3.1.3.16
A0CNL9,3.1.3.16
Q07100,3.1.3.16
Q07100,3.1.3.16
Q07100,3.1.3.16
Q6BFF6,3.1.3.16
Q6BFF6,3.1.3.16
Q6BFF6,3.1.3.16
A3C4N5,3.1.3.16
A3C4N5,3.1.3.16
A3C4N5,3.1.3.16
O04860,3.1.3.16
O04860,3.1.3.16
O04860,3.1.3.16
Q9XZE5,3.1.3.16
Q9XZE5,3.1.3.16
Q9XZE5,3.1.3.16
P67776,3.1.3.16
P67776,3.1.3.16
P67776,3.1.3.16
Q0P594,3.1.3.16
Q0P594,3.1.3.16
Q0P594,3.1.3.16
P62715,3.1.3.16
P62715,3.1.3.16
P62715,3.1.3.16
P62716,3.1.3.16
P62716,3.1.3.16
P62716,3.1.3.16
G5EGK8,3.1.3.16
G5EGK8,3.1.3.16
G5EGK8,3.1.3.16
Q9ZSE4,3.1.3.16
Q9ZSE4,3.1.3.16
Q9ZSE4,3.1.3.16
O42773,3.1.3.16
O42773,3.1.3.16
O42773,3.1.3.16
Q27889,3.1.3.16
Q27889,3.1.3.16
Q27889,3.1.3.16
P48452,3.1.3.16
P48452,3.1.3.16
P48452,3.1.3.16
P63328,3.1.3.16
P63328,3.1.3.16
P63328,3.1.3.16
P48453,3.1.3.16
P48453,3.1.3.16
P48453,3.1.3.16
P48455,3.1.3.16
P48455,3.1.3.16
P48455,3.1.3.16
P48457,3.1.3.16
P48457,3.1.3.16
P48457,3.1.3.16
P49444,3.1.3.16
P49444,3.1.3.16
P49444,3.1.3.16
P49596,3.1.3.16
P49596,3.1.3.16
P49596,3.1.3.16
P39966,3.1.3.16
P39966,3.1.3.16
P39966,3.1.3.16
P34221,3.1.3.16
P34221,3.1.3.16
P34221,3.1.3.16
P38089,3.1.3.16
P38089,3.1.3.16
P38089,3.1.3.16
A0DSB3,3.1.3.16
A0DSB3,3.1.3.16
A0DSB3,3.1.3.16
Q5XAP6,3.1.3.16
Q5XAP6,3.1.3.16
Q5XAP6,3.1.3.16
Q9XTT8,3.1.3.16
Q9XTT8,3.1.3.16
Q9XTT8,3.1.3.16
Q74ZR2,3.1.3.16
Q74ZR2,3.1.3.16
Q74ZR2,3.1.3.16
Q9Y0B7,3.1.3.16
Q9Y0B7,3.1.3.16
Q9Y0B7,3.1.3.16
Q6CNT6,3.1.3.16
Q6CNT6,3.1.3.16
Q6CNT6,3.1.3.16
P11084,3.1.3.16
P11084,3.1.3.16
P11084,3.1.3.16
Q6P861,3.1.3.16
Q6P861,3.1.3.16
Q6P861,3.1.3.16
O35655,3.1.3.16
O35655,3.1.3.16
O35655,3.1.3.16
O14830,3.1.3.16
O14830,3.1.3.16
O14830,3.1.3.16
Q5A6B6,3.1.3.16
Q5A6B6,3.1.3.16
Q5A6B6,3.1.3.16
Q6NVU2,3.1.3.16
Q6NVU2,3.1.3.16
Q6NVU2,3.1.3.16
P35813,3.1.3.16
P35813,3.1.3.16
P35813,3.1.3.16
P20650,3.1.3.16
P20650,3.1.3.16
P20650,3.1.3.16
P36993,3.1.3.16
P36993,3.1.3.16
P36993,3.1.3.16
Q9QZ67,3.1.3.16
Q9QZ67,3.1.3.16
Q9QZ67,3.1.3.16
Q80Z30,3.1.3.16
Q80Z30,3.1.3.16
Q80Z30,3.1.3.16
Q9WVR7,3.1.3.16
Q9WVR7,3.1.3.16
Q9WVR7,3.1.3.16
O15355,3.1.3.16
O15355,3.1.3.16
O15355,3.1.3.16
F1LNI5,3.1.3.16
F1LNI5,3.1.3.16
F1LNI5,3.1.3.16
Q3UYC0,3.1.3.16
Q3UYC0,3.1.3.16
Q3UYC0,3.1.3.16
Q5JR12,3.1.3.16
Q5JR12,3.1.3.16
Q5JR12,3.1.3.16
Q2PC20,3.1.3.16
Q2PC20,3.1.3.16
Q2PC20,3.1.3.16
Q5R522,3.1.3.16
Q5R522,3.1.3.16
Q5R522,3.1.3.16
Q5SGD2,3.1.3.16
Q5SGD2,3.1.3.16
Q5SGD2,3.1.3.16
Q8BU27,3.1.3.16
Q8BU27,3.1.3.16
Q8BU27,3.1.3.16
Q84XU2,3.1.3.16
Q84XU2,3.1.3.16
Q84XU2,3.1.3.16
Q60676,3.1.3.16
Q60676,3.1.3.16
Q60676,3.1.3.16
Q84K11,3.1.3.16
Q84K11,3.1.3.16
Q84K11,3.1.3.16
Q27884,3.1.3.16
Q27884,3.1.3.16
Q27884,3.1.3.16
Q64620,3.1.3.16
Q64620,3.1.3.16
Q64620,3.1.3.16
P32945,3.1.3.16
P32945,3.1.3.16
P32945,3.1.3.16
P53043,3.1.3.16
P53043,3.1.3.16
P53043,3.1.3.16
Q6NVE9,3.1.3.16
Q6NVE9,3.1.3.16
Q6NVE9,3.1.3.16
P49576,3.1.3.16
P49576,3.1.3.16
P49576,3.1.3.16
A0C1E4,3.1.3.16
A0C1E4,3.1.3.16
A0C1E4,3.1.3.16
P26570,3.1.3.16
P26570,3.1.3.16
P26570,3.1.3.16
P78968,3.1.3.16
P78968,3.1.3.16
P78968,3.1.3.16
Q8ZNY9,3.1.3.16
Q8ZNY9,3.1.3.16
Q8ZNY9,3.1.3.16
P76395,3.1.3.16
P76395,3.1.3.16
P76395,3.1.3.16
P9WHW5,3.1.3.16
P9WHW5,3.1.3.16
P9WHW5,3.1.3.16
B4JYN1,3.1.3.16
B4JYN1,3.1.3.16
B4JYN1,3.1.3.16
B4G653,3.1.3.16
B4G653,3.1.3.16
B4G653,3.1.3.16
B4R089,3.1.3.16
B4R089,3.1.3.16
B4R089,3.1.3.16
B4PPK3,3.1.3.16
B4PPK3,3.1.3.16
B4PPK3,3.1.3.16
Q8T9S7,3.1.3.16
Q8T9S7,3.1.3.16
Q8T9S7,3.1.3.16
Q9PUT6,3.1.3.16
Q9PUT6,3.1.3.16
Q9PUT6,3.1.3.16
Q86BN8,3.1.3.16
Q86BN8,3.1.3.16
Q86BN8,3.1.3.16
P0C089,3.1.3.16
P0C089,3.1.3.16
P0C089,3.1.3.16
F6RRD7,3.1.3.16
F6RRD7,3.1.3.16
F6RRD7,3.1.3.16
A8DYY5,3.1.3.16
A8DYY5,3.1.3.16
A8DYY5,3.1.3.16
A2Y040,3.1.3.16
A2Y040,3.1.3.16
A2Y040,3.1.3.16
Q5I0E6,3.1.3.16
Q5I0E6,3.1.3.16
Q5I0E6,3.1.3.16
Q12378,3.1.3.16
Q12378,3.1.3.16
Q12378,3.1.3.16
Q59KY8,3.1.3.16
Q59KY8,3.1.3.16
Q59KY8,3.1.3.16
P49600,3.1.3.16
P49600,3.1.3.16
P49600,3.1.3.16
Q76I79,3.1.3.16
Q76I79,3.1.3.16
Q76I79,3.1.3.16
Q8TE77,3.1.3.16
Q8TE77,3.1.3.16
Q8TE77,3.1.3.16
Q6NN85,3.1.3.16
Q6NN85,3.1.3.16
Q6NN85,3.1.3.16
Q4WHY5,3.1.3.16
Q4WHY5,3.1.3.16
Q4WHY5,3.1.3.16
Q22453,3.1.3.16
Q22453,3.1.3.16
Q22453,3.1.3.16
Q5ZJQ7,3.1.3.16
Q5ZJQ7,3.1.3.16
Q5ZJQ7,3.1.3.16
Q6PC19,3.1.3.16
Q6PC19,3.1.3.16
Q6PC19,3.1.3.16
Q4IPC8,3.1.3.16
Q4IPC8,3.1.3.16
Q4IPC8,3.1.3.16
Q9CY97,3.1.3.16
Q9CY97,3.1.3.16
Q9CY97,3.1.3.16
O42868,3.1.3.16
O42868,3.1.3.16
O42868,3.1.3.16
P53538,3.1.3.16
P53538,3.1.3.16
P53538,3.1.3.16
Q8Y678,3.1.3.16
Q8Y678,3.1.3.16
Q8Y678,3.1.3.16
Q6NKR2,3.1.3.16
Q6NKR2,3.1.3.16
Q6NKR2,3.1.3.16
Q6DI37,3.1.3.16
Q6DI37,3.1.3.16
Q6DI37,3.1.3.16
Q5R4C4,3.1.3.16
Q5R4C4,3.1.3.16
Q5R4C4,3.1.3.16
Q28EX9,3.1.3.16
Q28EX9,3.1.3.16
Q28EX9,3.1.3.16
P54093,3.1.3.16
P54093,3.1.3.16
P54093,3.1.3.16
P69485,3.1.3.16
P69485,3.1.3.16
P69485,3.1.3.16
Q54WS9,3.1.3.16
Q54WS9,3.1.3.16
Q54WS9,3.1.3.16
P48459,3.1.3.16
P48459,3.1.3.16
P48459,3.1.3.16
P48460,3.1.3.16
Q9S586,3.1.3.18
Q9S586,3.1.3.18
Q9S586,3.1.3.18
Q8UEY9,3.1.3.18
Q8UEY9,3.1.3.18
Q8UEY9,3.1.3.18
Q9A5Z2,3.1.3.18
Q9A5Z2,3.1.3.18
Q9A5Z2,3.1.3.18
A4WW31,3.1.3.18
A4WW31,3.1.3.18
A4WW31,3.1.3.18
Q7NW10,3.1.3.18
Q7NW10,3.1.3.18
Q7NW10,3.1.3.18
Q8FCW0,3.1.3.18
Q8FCW0,3.1.3.18
Q8FCW0,3.1.3.18
P44755,3.1.3.18
P44755,3.1.3.18
P44755,3.1.3.18
Q5F7W4,3.1.3.18
Q5F7W4,3.1.3.18
Q5F7W4,3.1.3.18
Q3J8A0,3.1.3.18
Q3J8A0,3.1.3.18
Q3J8A0,3.1.3.18
Q7NA60,3.1.3.18
Q7NA60,3.1.3.18
Q7NA60,3.1.3.18
Q4K4Z4,3.1.3.18
Q4K4Z4,3.1.3.18
Q4K4Z4,3.1.3.18
P42509,3.1.3.18
P42509,3.1.3.18
P42509,3.1.3.18
Q4ZMI2,3.1.3.18
Q4ZMI2,3.1.3.18
Q4ZMI2,3.1.3.18
O33512,3.1.3.18
O33512,3.1.3.18
O33512,3.1.3.18
Q5PLX6,3.1.3.18
Q5PLX6,3.1.3.18
Q5PLX6,3.1.3.18
Q31VP9,3.1.3.18
Q31VP9,3.1.3.18
Q31VP9,3.1.3.18
Q3YWN8,3.1.3.18
Q3YWN8,3.1.3.18
Q3YWN8,3.1.3.18
Q9KNV6,3.1.3.18
Q9KNV6,3.1.3.18
Q9KNV6,3.1.3.18
Q7MH14,3.1.3.18
Q7MH14,3.1.3.18
Q7MH14,3.1.3.18
Q9PAM6,3.1.3.18
Q9PAM6,3.1.3.18
Q9PAM6,3.1.3.18
Q664M4,3.1.3.18
Q664M4,3.1.3.18
Q664M4,3.1.3.18
P95967,3.1.3.18
P95967,3.1.3.18
P95967,3.1.3.18
Q9YE03,3.1.3.18
Q9YE03,3.1.3.18
Q9YE03,3.1.3.18
Q5V1R7,3.1.3.18
Q5V1R7,3.1.3.18
Q5V1R7,3.1.3.18
Q8TK72,3.1.3.18
Q8TK72,3.1.3.18
Q8TK72,3.1.3.18
Q8TYT9,3.1.3.18
Q8TYT9,3.1.3.18
Q8TYT9,3.1.3.18
A5ULS3,3.1.3.18
A5ULS3,3.1.3.18
A5ULS3,3.1.3.18
A0B7J8,3.1.3.18
A0B7J8,3.1.3.18
A0B7J8,3.1.3.18
Q6KZ42,3.1.3.18
Q6KZ42,3.1.3.18
Q6KZ42,3.1.3.18
Q8U111,3.1.3.18
Q8U111,3.1.3.18
Q8U111,3.1.3.18
B1YDE0,3.1.3.18
B1YDE0,3.1.3.18
B1YDE0,3.1.3.18
Q96YM5,3.1.3.18
Q96YM5,3.1.3.18
Q96YM5,3.1.3.18
C6A1L0,3.1.3.18
C6A1L0,3.1.3.18
F4JTE7,3.1.3.21
F4JTE7,3.1.3.21
F4JTE7,3.1.3.21
P40106,3.1.3.21
P40106,3.1.3.21
P40106,3.1.3.21
A6NDG6,3.1.3.21
A6NDG6,3.1.3.21
A6NDG6,3.1.3.21
P77625,3.1.3.22
P77625,3.1.3.22
P77625,3.1.3.22
O43980,3.1.3.22
P94526,3.1.3.23
P94526,3.1.3.23
P94526,3.1.3.23
P77247,3.1.3.23
P77247,3.1.3.23
P77247,3.1.3.23
P0A8Y6,3.1.3.23
P0A8Y6,3.1.3.23
P0A8Y6,3.1.3.23
Q8X8L6,3.1.3.23
Q8X8L6,3.1.3.23
Q9C8J4,3.1.3.24
Q9C8J4,3.1.3.24
Q9C8J4,3.1.3.24
Q5IH14,3.1.3.24
Q5IH14,3.1.3.24
Q5IH14,3.1.3.24
Q6YXW6,3.1.3.24
Q6YXW6,3.1.3.24
Q6YXW6,3.1.3.24
Q93XN8,3.1.3.24
Q93XN8,3.1.3.24
O67791,3.1.3.25
O67791,3.1.3.25
O67791,3.1.3.25
O26957,3.1.3.25
O26957,3.1.3.25
O26957,3.1.3.25
P65164,3.1.3.25
P65164,3.1.3.25
P65164,3.1.3.25
P9WKJ1,3.1.3.25
P9WKJ1,3.1.3.25
P9WKJ1,3.1.3.25
P54927,3.1.3.25
P54927,3.1.3.25
P54927,3.1.3.25
Q19420,3.1.3.25
Q19420,3.1.3.25
Q19420,3.1.3.25
O55023,3.1.3.25
O55023,3.1.3.25
O55023,3.1.3.25
P97697,3.1.3.25
P97697,3.1.3.25
P97697,3.1.3.25
Q91UZ5,3.1.3.25
Q91UZ5,3.1.3.25
Q91UZ5,3.1.3.25
Q9VYF2,3.1.3.25
Q9VYF2,3.1.3.25
Q9VYF2,3.1.3.25
Q28CL4,3.1.3.25
Q28CL4,3.1.3.25
Q28CL4,3.1.3.25
Q94F00,3.1.3.25
Q94F00,3.1.3.25
Q94F00,3.1.3.25
Q05533,3.1.3.25
Q05533,3.1.3.25
Q05533,3.1.3.25
Q8CDA1,3.1.3.25
Q8CDA1,3.1.3.25
Q8CDA1,3.1.3.25
P57372,3.1.3.25
P57372,3.1.3.25
P57372,3.1.3.25
B4ED80,3.1.3.25
B4ED80,3.1.3.25
B4ED80,3.1.3.25
P0ADG5,3.1.3.25
P0ADG5,3.1.3.25
P0ADG5,3.1.3.25
P65166,3.1.3.25
P65166,3.1.3.25
P65166,3.1.3.25
P9WKI9,3.1.3.25
P9WKI9,3.1.3.25
P9WKI9,3.1.3.25
Q9CNV8,3.1.3.25
Q9CNV8,3.1.3.25
Q9CNV8,3.1.3.25
Q92M71,3.1.3.25
Q92M71,3.1.3.25
Q92M71,3.1.3.25
P74158,3.1.3.25
P74158,3.1.3.25
P74158,3.1.3.25
Q87BG1,3.1.3.25
Q87BG1,3.1.3.25
Q9Y7U3,3.1.3.27
Q9Y7U3,3.1.3.27
Q9Y7U3,3.1.3.27
P44157,3.1.3.27
P44157,3.1.3.27
P44157,3.1.3.27
P0A924,3.1.3.27
P0A924,3.1.3.27
P0A924,3.1.3.27
P0AD42,3.1.3.27
P0AD42,3.1.3.27
P0AD42,3.1.3.27
A0A2K3,3.1.3.27
A0A2K3,3.1.3.27
A0A2K3,3.1.3.27
Q66GT5,3.1.3.27
Q66GT5,3.1.3.27
Q66GT5,3.1.3.27
Q6NKR2,3.1.3.27
Q8TBE9,3.1.3.29
Q8TBE9,3.1.3.29
Q8TBE9,3.1.3.29
O13911,3.1.3.32
O13911,3.1.3.32
O13911,3.1.3.32
Q9JLV6,3.1.3.32
Q9JLV6,3.1.3.32
Q9JLV6,3.1.3.32
Q84JE8,3.1.3.32
Q03220,3.1.3.33
Q03220,3.1.3.33
Q03220,3.1.3.33
Q8QMV9,3.1.3.33
Q8QMV9,3.1.3.33
Q8QMV9,3.1.3.33
P25950,3.1.3.33
P25950,3.1.3.33
P25950,3.1.3.33
Q9JFA8,3.1.3.33
Q9JFA8,3.1.3.33
Q9JFA8,3.1.3.33
P0DSX6,3.1.3.33
P0DSX6,3.1.3.33
P0DSX6,3.1.3.33
Q65216,3.1.3.33
Q65216,3.1.3.33
Q65216,3.1.3.33
Q5UQX1,3.1.3.33
Q5UQX1,3.1.3.33
Q5UQX1,3.1.3.33
Q5XXP4,3.1.3.33
Q5XXP4,3.1.3.33
Q5XXP4,3.1.3.33
Q306W8,3.1.3.33
Q306W8,3.1.3.33
Q306W8,3.1.3.33
Q8V294,3.1.3.33
Q8V294,3.1.3.33
Q8V294,3.1.3.33
P27282,3.1.3.33
P27282,3.1.3.33
P27282,3.1.3.33
P13886,3.1.3.33
P13886,3.1.3.33
P13886,3.1.3.33
P13887,3.1.3.33
P13887,3.1.3.33
P13887,3.1.3.33
P27283,3.1.3.33
P27283,3.1.3.33
P27283,3.1.3.33
Q8JJX1,3.1.3.33
Q8JJX1,3.1.3.33
P06855,3.1.3.34
Q92562,3.1.3.36
Q92562,3.1.3.36
Q92562,3.1.3.36
Q8K337,3.1.3.36
Q8K337,3.1.3.36
Q8K337,3.1.3.36
Q12271,3.1.3.36
Q12271,3.1.3.36
Q12271,3.1.3.36
Q9NRR6,3.1.3.36
Q9NRR6,3.1.3.36
Q9NRR6,3.1.3.36
Q9WVR1,3.1.3.36
Q9WVR1,3.1.3.36
Q9WVR1,3.1.3.36
Q8H0Z6,3.1.3.36
Q8H0Z6,3.1.3.36
Q8H0Z6,3.1.3.36
Q9SIS4,3.1.3.36
Q9SIS4,3.1.3.36
Q9SIS4,3.1.3.36
Q84W55,3.1.3.36
Q84W55,3.1.3.36
Q84W55,3.1.3.36
D3ZGS3,3.1.3.36
D3ZGS3,3.1.3.36
D3ZGS3,3.1.3.36
P97573,3.1.3.36
P97573,3.1.3.36
P97573,3.1.3.36
Q9USQ6,3.1.3.36
Q9USQ6,3.1.3.36
Q9USQ6,3.1.3.36
Q8CHC4,3.1.3.36
Q8CHC4,3.1.3.36
Q8CHC4,3.1.3.36
Q9D2G5,3.1.3.36
Q9D2G5,3.1.3.36
Q9D2G5,3.1.3.36
B0C1Z3,3.1.3.37
B0C1Z3,3.1.3.37
B0C1Z3,3.1.3.37
Q7NG31,3.1.3.37
Q7NG31,3.1.3.37
Q7NG31,3.1.3.37
Q7U770,3.1.3.37
Q7U770,3.1.3.37
Q7U770,3.1.3.37
A8G4E5,3.1.3.37
A8G4E5,3.1.3.37
A8G4E5,3.1.3.37
Q31BB0,3.1.3.37
Q31BB0,3.1.3.37
Q31BB0,3.1.3.37
Q7V1T8,3.1.3.37
Q7V1T8,3.1.3.37
Q7V1T8,3.1.3.37
Q31QY2,3.1.3.37
Q31QY2,3.1.3.37
Q31QY2,3.1.3.37
B1XLK5,3.1.3.37
B1XLK5,3.1.3.37
B1XLK5,3.1.3.37
Q0I9I3,3.1.3.37
Q0I9I3,3.1.3.37
Q0I9I3,3.1.3.37
P73922,3.1.3.37
P73922,3.1.3.37
P73922,3.1.3.37
Q3M6T3,3.1.3.37
Q3M6T3,3.1.3.37
Q3M6T3,3.1.3.37
O20252,3.1.3.37
O20252,3.1.3.37
O20252,3.1.3.37
P09401,3.1.3.39
Q00472,3.1.3.41
Q00472,3.1.3.41
P35816,3.1.3.43
P35816,3.1.3.43
P35816,3.1.3.43
Q5RA52,3.1.3.43
Q5RA52,3.1.3.43
Q5RA52,3.1.3.43
Q9P2J9,3.1.3.43
Q9P2J9,3.1.3.43
Q9P2J9,3.1.3.43
P0ABZ5,3.1.3.45
P0ABZ5,3.1.3.45
P0ABZ5,3.1.3.45
P0ABZ4,3.1.3.45
P0ABZ4,3.1.3.45
P0ABZ4,3.1.3.45
Q8ZLS0,3.1.3.45
Q8ZLS0,3.1.3.45
Q8ZLS0,3.1.3.45
Q21122,3.1.3.46
Q21122,3.1.3.46
Q21122,3.1.3.46
P70266,3.1.3.46
P70266,3.1.3.46
P70266,3.1.3.46
O60825,3.1.3.46
O60825,3.1.3.46
O60825,3.1.3.46
Q9JJH5,3.1.3.46
Q9JJH5,3.1.3.46
Q9JJH5,3.1.3.46
Q5R9C1,3.1.3.46
Q5R9C1,3.1.3.46
Q5R9C1,3.1.3.46
Q4R8B6,3.1.3.46
Q4R8B6,3.1.3.46
Q4R8B6,3.1.3.46
Q91348,3.1.3.46
Q91348,3.1.3.46
Q91348,3.1.3.46
P32604,3.1.3.46
P32604,3.1.3.46
P32604,3.1.3.46
Q8BZA9,3.1.3.46
Q8BZA9,3.1.3.46
Q8BZA9,3.1.3.46
Q29RA5,3.1.3.46
Q29RA5,3.1.3.46
Q29RA5,3.1.3.46
Q9URZ7,3.1.3.46
Q9URZ7,3.1.3.46
Q46630,3.1.3.48
Q46630,3.1.3.48
Q46630,3.1.3.48
O75061,3.1.3.48
O75061,3.1.3.48
O75061,3.1.3.48
A0A0R4,3.1.3.48
A0A0R4,3.1.3.48
A0A0R4,3.1.3.48
O60729,3.1.3.48
O60729,3.1.3.48
O60729,3.1.3.48
A6N3Q4,3.1.3.48
A6N3Q4,3.1.3.48
A6N3Q4,3.1.3.48
Q5B323,3.1.3.48
Q5B323,3.1.3.48
Q5B323,3.1.3.48
Q16667,3.1.3.48
Q16667,3.1.3.48
Q16667,3.1.3.48
B2RZ50,3.1.3.48
B2RZ50,3.1.3.48
B2RZ50,3.1.3.48
Q04661,3.1.3.48
Q04661,3.1.3.48
Q04661,3.1.3.48
Q54518,3.1.3.48
Q54518,3.1.3.48
Q54518,3.1.3.48
Q24708,3.1.3.48
Q24708,3.1.3.48
Q24708,3.1.3.48
Q75QN6,3.1.3.48
Q75QN6,3.1.3.48
Q75QN6,3.1.3.48
Q9UII6,3.1.3.48
Q9UII6,3.1.3.48
Q9UII6,3.1.3.48
Q566R7,3.1.3.48
Q566R7,3.1.3.48
Q566R7,3.1.3.48
Q0DX67,3.1.3.48
Q0DX67,3.1.3.48
Q0DX67,3.1.3.48
Q0IID7,3.1.3.48
Q0IID7,3.1.3.48
Q0IID7,3.1.3.48
Q9UNI6,3.1.3.48
Q9UNI6,3.1.3.48
Q9UNI6,3.1.3.48
Q17QM8,3.1.3.48
Q17QM8,3.1.3.48
Q17QM8,3.1.3.48
Q9H1R2,3.1.3.48
Q9H1R2,3.1.3.48
Q9H1R2,3.1.3.48
Q9BY84,3.1.3.48
Q9BY84,3.1.3.48
Q9BY84,3.1.3.48
Q8VE01,3.1.3.48
Q8VE01,3.1.3.48
Q8VE01,3.1.3.48
Q8WTR2,3.1.3.48
Q8WTR2,3.1.3.48
Q8WTR2,3.1.3.48
Q9M8K7,3.1.3.48
Q9M8K7,3.1.3.48
Q9M8K7,3.1.3.48
P28562,3.1.3.48
P28562,3.1.3.48
P28562,3.1.3.48
Q9H596,3.1.3.48
Q9H596,3.1.3.48
Q9H596,3.1.3.48
Q99N11,3.1.3.48
Q99N11,3.1.3.48
Q99N11,3.1.3.48
Q9BVJ7,3.1.3.48
Q9BVJ7,3.1.3.48
Q9BVJ7,3.1.3.48
Q9BV47,3.1.3.48
Q9BV47,3.1.3.48
Q9BV47,3.1.3.48
Q5FVI9,3.1.3.48
Q5FVI9,3.1.3.48
Q5FVI9,3.1.3.48
P0C598,3.1.3.48
P0C598,3.1.3.48
P0C598,3.1.3.48
P0C597,3.1.3.48
P0C597,3.1.3.48
P0C597,3.1.3.48
P0C592,3.1.3.48
P0C592,3.1.3.48
P0C592,3.1.3.48
Q8BK84,3.1.3.48
Q8BK84,3.1.3.48
Q8BK84,3.1.3.48
P0C596,3.1.3.48
P0C596,3.1.3.48
P0C596,3.1.3.48
Q4RQD3,3.1.3.48
Q4RQD3,3.1.3.48
Q4RQD3,3.1.3.48
Q05923,3.1.3.48
Q05923,3.1.3.48
Q05923,3.1.3.48
Q9D7X3,3.1.3.48
Q9D7X3,3.1.3.48
Q9D7X3,3.1.3.48
Q13115,3.1.3.48
Q13115,3.1.3.48
Q13115,3.1.3.48
Q16690,3.1.3.48
Q16690,3.1.3.48
Q16690,3.1.3.48
Q16828,3.1.3.48
Q16828,3.1.3.48
Q16828,3.1.3.48
Q16829,3.1.3.48
Q16829,3.1.3.48
Q16829,3.1.3.48
Q13202,3.1.3.48
Q13202,3.1.3.48
Q13202,3.1.3.48
Q9VVW5,3.1.3.48
Q9VVW5,3.1.3.48
Q9VVW5,3.1.3.48
Q55E39,3.1.3.48
Q55E39,3.1.3.48
Q55E39,3.1.3.48
Q54T76,3.1.3.48
Q54T76,3.1.3.48
Q54T76,3.1.3.48
