EC,reaction
2.4.1.346,"GDP-alpha-D-mannose +  2-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol = GDP +  2,6-di-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol "
2.4.1.347,"ADP-alpha-D-glucose + D-glucose 6-phosphate = ADP +  alpha,alpha-trehalose 6-phosphate "
2.4.1.348,"GDP-alpha-D-mannose +  N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol =  GDP +  alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans  octacis-undecaprenol "
2.4.1.349,"2 GDP-alpha-D-mannose +  alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans  octacis-undecaprenol = 2 GDP +  alpha-D-mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-alpha-D-mannosyl-(1->3)  N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol "
2.4.1.35,UDP-glucose + a phenol = UDP + an aryl beta-D-glucoside 
2.4.1.350,UDP-alpha-D-glucose + mogrol = mogroside IE + UDP 
2.4.1.351,UDP-beta-L-rhamnose +  alpha-D-galacturonosyl-[(1->2)-alpha-L-rhamnosyl-(1->4)-alpha-D  galacturonosyl]n = UDP +  [(1->2)-alpha-L-rhamnosyl-(1->4)-alpha-D-galacturonosyl]n+1 
2.4.1.352,2-O-(alpha-D-glucopyranosyl)-D-glycerate + phosphate =  alpha-D-glucopyranose 1-phosphate + D-glycerate 
2.4.1.353,GDP-6-deoxy-alpha-D-altrose + sordaricin = 4'-O-demethylsordarin + GDP 
2.4.1.354,UDP-alpha-D-glucose + (R)-mandelonitrile = UDP + (R)-prunasin 
2.4.1.355,"n UDP-N-acetyl-alpha-D-glucosamine +  4-O-(D-ribitylphospho)n-di[(2R)-1-glycerophospho]-N-acetyl-beta-D  mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans  octacis-undecaprenol = n UDP +  4-O-(2-N-acetyl-beta-D-glucosaminyl-D-ribitylphospho)n-di[(2R)-1  glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D  glucosaminyl-diphospho-ditrans,octacis-undecaprenol "
2.4.1.356,UDP-alpha-D-glucuronate + an archaeal dolichyl alpha-D-glucosyl  phosphate = UDP + an archaeal dolichyl  beta-D-glucuronosyl-(1->4)-alpha-D-glucosyl phosphate 
2.4.1.357,UDP-alpha-D-glucose + phloretin = UDP + phlorizin 
2.4.1.358,UDP-alpha-D-glucose + 2-acylphloroglucinol = UDP + 2-acylphloroglucinol  1-O-beta-D-glucoside 
2.4.1.359,2-O-alpha-D-glucopyranosyl-glycerol + phosphate = alpha-D-glucose  1-phosphate + glycerol 
2.4.1.36,"GDP-glucose + glucose 6-phosphate = GDP + alpha,alpha-trehalose  6-phosphate "
2.4.1.360,UDP-alpha-D-glucose + a 2'-hydroxy-beta-oxodihydrochalcone = UDP + a  3'-(beta-D-glucopyranosyl)-2'-hydroxy-beta-oxodihydrochalcone 
2.4.1.361,"2 GDP-alpha-D-mannose + bis(myo-inositol) 1,3'-phosphate = 2 GDP +  2-O-(beta-D-mannosyl-(1->2)-beta-D-mannosyl)-bis(myo-inositol)  1,3'-phosphate"
2.4.1.361,"GDP-alpha-D-mannose + bis(myo-inositol) 1,3'-phosphate = GDP +  2-O-(beta-D-mannosyl)-bis(myo-inositol) 1,3'-phosphate"
2.4.1.361,"GDP-alpha-D-mannose + 2-O-(beta-D-mannosyl)-bis(myo-inositol)  1,3'-phosphate = GDP +  2-O-(beta-D-mannosyl-(1->2)-beta-D-mannosyl)-bis(myo-inositol)  1,3'-phosphate "
2.4.1.362,sucrose + a (1->6)-alpha-D-glucan = D-fructose + a  (1->6)-alpha-D-glucan containing a (1->3)-alpha-D-glucose branch 
2.4.1.363,UDP-alpha-D-glucose + (20S)-protopanaxadiol = UDP + ginsenoside C-K 
2.4.1.364,UDP-alpha-D-glucose + (20S)-protopanaxadiol = UDP + (20S)-ginsenoside  Rh2
2.4.1.364,UDP-alpha-D-glucose + ginsenoside C-K = UDP + ginsenoside F2 
2.4.1.365,UDP-alpha-D-glucose + (20S)-ginsenoside Rh2 = UDP + (20S)-ginsenoside  Rg3
2.4.1.365,UDP-alpha-D-glucose + ginsenoside F2 = UDP + ginsenoside Rd 
2.4.1.366,UDP-alpha-D-glucose + ginsenoside F1 = UDP + (20S)-ginsenoside Rg1 
2.4.1.367,UDP-alpha-D-glucose + ginsenoside F1 = UDP + (20S)-ginsenoside Rg1
2.4.1.367,UDP-alpha-D-glucose + protopanaxatriol = UDP + ginsenoside Rh1 
2.4.1.368,UDP-alpha-D-glucose + oleanolate = UDP + oleanolate 3-O-beta-D-glucoside 
2.4.1.369,UDP-alpha-D-glucose + enterobactin = UDP + monoglucosyl-enterobactin
2.4.1.369,UDP-alpha-D-glucose + monoglucosyl-enterobactin = UDP +  diglucosyl-enterobactin
2.4.1.369,UDP-alpha-D-glucose + diglucosyl-enterobactin = UDP +  triglucosyl-enterobactin 
2.4.1.37,"UDP-alpha-D-galactose + alpha-L-fucosyl-(1->2)-D-galactosyl-R = UDP +  alpha-D-galactosyl-(1->3)-[alpha-L-fucosyl(1->2)]-D-galactosyl-R (where  R can be OH, an oligosaccharide or a glycoconjugate) "
2.4.1.370,GDP-alpha-D-mannose + a very-long-chain inositol  phospho-(2'R)-2'-hydroxyphytoceramide = a very-long-chain  mannosylinositol phospho-(2'R)-2'-hydroxyphytoceramide + GDP 
2.4.1.371,"2 GDP-alpha-D-mannose +  [alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man  (1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha  D-GlcNAc-diphospho-ditrans,octacis-undecaprenol = 2 GDP +  alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man  (1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha  D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans  octacis-undecaprenol"
2.4.1.371,"2 GDP-alpha-D-mannose +  alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man  (1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha  D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans  octacis-undecaprenol = 2 GDP +  [alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man  (1->2)]n+1-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)  alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol "
2.4.1.372,sucrose + [(1->3)-alpha-D-glucosyl]n = D-fructose +  [(1->3)-alpha-D-glucosyl]n+1 
2.4.1.373,sucrose + a (1->6)-alpha-D-glucan = D-fructose + a  (1->6)-alpha-D-glucan containing a (1->2)-alpha-D-glucose branch 
2.4.1.374,GDP-alpha-D-mannose + [(1->2)-beta-D-mannosyl]n = GDP +  [(1->2)-beta-D-mannosyl]n+1 
2.4.1.375,Transfer of a beta-galactosyl residue in a beta-(1->4) linkage from  UDP-alpha-D-galactose to rhamnosyl residues within the  rhamnogalacturonan I backbone 
2.4.1.376,UDP-alpha-D-glucose + [protein with EGF-like domain]-L-serine = UDP +  [protein with EGF-like domain]-3-O-(beta-D-glucosyl)-L-serine 
2.4.1.377,"dTDP-beta-L-rhamnose +  alpha-D-galactosyl-diphospho-ditrans,octacis-undecaprenol = dTDP +  alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und "
2.4.1.378,GDP-alpha-D-mannose + alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und = GDP +  alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und 
2.4.1.379,GDP-alpha-D-mannose +  alpha-D-galactosyl-diphospho-ditrans-octacis-undecaprenol = GDP +  alpha-D-Man-(1->3)-alpha-D-Gal-PP-Und 
2.4.1.38,UDP-alpha-D-galactose + N-acetyl-beta-D-glucosaminylglycopeptide = UDP  + beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminylglycopeptide 
2.4.1.380,GDP-alpha-D-mannose + alpha-D-Man-(1->3)-alpha-D-Gal-PP-Und = GDP +  alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Gal-PP-Und 
2.4.1.381,dTDP-beta-L-rhamnose +  alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Gal-PP-Und = dTDP +  alpha-L-Rha-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Gal-PP  Und 
2.4.1.382,CDP-alpha-D-abequose +  2-O-acetyl-alpha-L-Rha-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)  alpha-D-Gal-PP-Und = CDP +  alpha-D-Abe-(1->3)-2-O-acetyl-alpha-L-Rha-(1->2)-alpha-D-Man-(1->2)  alpha-D-Man-(1->3)-alpha-D-Gal-PP-Und 
2.4.1.383,GDP-alpha-D-mannose + alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und = GDP +  beta-D-Man-(1->4)-alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und 
2.4.1.384,an NDP-glycose + an acceptor = a glycosylated acceptor + NDP 
2.4.1.385,UDP-alpha-D-glucose + a 27-hydroxysteroid = UDP + a sterol  27-beta-D-glucoside
2.4.1.386,UDP-N-acetyl-alpha-D-glucosamine +  beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-R = UDP +  beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D  GlcNAc-R 
2.4.1.39,UDP-N-acetyl-alpha-D-glucosamine + estradiol-17alpha 3-D-glucuronoside  = UDP + 17alpha-(N-acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside 
2.4.1.4,sucrose + [(1->4)-alpha-D-glucosyl]n = D-fructose +  [(1->4)-alpha-D-glucosyl]n+1
2.4.1.40,UDP-N-acetyl-alpha-D-galactosamine +  glycoprotein-alpha-L-fucosyl-(1->2)-D-galactose = UDP +  glycoprotein-N-acetyl-alpha-D-galactosaminyl-(1->3)-[alpha-L-fucosyl-(1  >2)]-D-galactose 
2.4.1.41,UDP-N-acetyl-alpha-D-galactosamine + [protein]-L-serine = UDP +  [protein]-3-O-(N-acetyl-alpha-D-galactosaminyl)-L-serine
2.4.1.41,UDP-N-acetyl-alpha-D-galactosamine + [protein]-L-threonine = UDP +  [protein]-3-O-(N-acetyl-alpha-D-galactosaminyl)-L-threonine 
2.4.1.43,UDP-alpha-D-galacturonate + [(1->4)-alpha-D-galacturonosyl]n = UDP +  [(1->4)-alpha-D-galacturonosyl]n+1 
2.4.1.44,UDP-alpha-D-galactose + lipopolysaccharide = UDP +  3-alpha-D-galactosyl-[lipopolysaccharide glucose] 
2.4.1.46,"UDP-alpha-D-galactose + a 1,2-diacyl-sn-glycerol = UDP + a  1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol "
2.4.1.47,UDP-alpha-D-galactose + a ceramide = UDP + a beta-D-galactosylceramide 
2.4.1.48,GDP-mannose + heteroglycan = GDP + 2(or 3)-alpha-D-mannosyl-heteroglycan 
2.4.1.49,[(1->4)-beta-D-glucosyl]n + phosphate = [(1->4)-beta-D-glucosyl]n-1 +  alpha-D-glucose 1-phosphate
2.4.1.5,sucrose + [(1->6)-alpha-D-glucosyl]n = D-fructose +  [(1->6)-alpha-D-glucosyl]n+1
2.4.1.50,UDP-alpha-D-galactose + [procollagen]-(5R)-5-hydroxy-L-lysine = UDP +  [procollagen]-(5R)-5-O-(beta-D-galactosyl)-5-hydroxy-L-lysine 
2.4.1.52,"n UDP-alpha-D-glucose +  4-O-{poly[(2R)-glycerophospho]-(2R)-glycerophospho}-N-acetyl-beta-D  mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans  octacis-undecaprenol = n UDP +  4-O-{poly[(2R)-2-alpha-D-glucosyl-1-glycerophospho]-(2R)  glycerophospho}-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D  glucosaminyl-diphospho-ditrans,octacis-undecaprenol "
2.4.1.53,"n UDP-alpha-D-glucose +  4-O-[(1-D-ribitylphospho)n-(1-D-ribitylphospho)-(2R)-1-glycerophospho]  N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl  diphospho-ditrans,octacis-undecaprenol = n UDP +  4-O-[(2-beta-D-glucosyl-1-D-ribitylphospho)n-(1-D-ribitylphospho)-(2R)  1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D  glucosaminyl-diphospho-ditrans,octacis-undecaprenol "
2.4.1.54,GDP-alpha-D-mannose + undecaprenyl phosphate = GDP +  D-mannosyl-1-phosphoundecaprenol 
2.4.1.56,UDP-N-acetyl-alpha-D-glucosamine + lipopolysaccharide = UDP +  N-acetyl-alpha-D-glucosaminyllipopolysaccharide 
2.4.1.58,UDP-glucose + lipopolysaccharide = UDP + D-glucosyl-lipopolysaccharide 
2.4.1.60,CDP-alpha-D-abequose +  alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und = CDP +  alpha-D-Abe-(1->3)-alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-alpha-D-Gal-PP  Und 
2.4.1.62,UDP-alpha-D-galactose + an  N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-acetylneuraminyl-(2->3)]  beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide = UDP + a  beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N  acetylneuraminyl-(2->3)]-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<  >1)-ceramide 
2.4.1.63,UDP-glucose + 2-hydroxy-2-methylpropanenitrile = UDP + linamarin 
2.4.1.64,"alpha,alpha-trehalose + phosphate = D-glucose + beta-D-glucose  1-phosphate "
2.4.1.65,GDP-beta-L-fucose +  beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R = GDP +  beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D  glucosaminyl-R 
2.4.1.66,UDP-alpha-D-glucose +  [procollagen]-(5R)-5-O-(beta-D-galactosyl)-5-hydroxy-L-lysine = UDP +  [procollagen]-(5R)-5-O-[alpha-D-glucosyl-(1->2)-beta-D-galactosyl]-5  hydroxy-L-lysine
2.4.1.67,alpha-D-galactosyl-(1->3)-1D-myo-inositol + raffinose = myo-inositol +  stachyose
2.4.1.68,GDP-beta-L-fucose +  N4-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha  D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc]-L  asparaginyl-[protein] = GDP +  N4-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha  D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1  >6)]-beta-D-GlcNAc]-L-asparaginyl-[protein]
2.4.1.69,GDP-beta-L-fucose +  beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R = GDP +  alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D  glucosaminyl-R
2.4.1.7,sucrose + phosphate = D-fructose + alpha-D-glucose 1-phosphate
2.4.1.70,"n UDP-N-acetyl-alpha-D-glucosamine +  4-O-(D-ribitylphospho)n-di[(2R)-1-glycerophospho]-N-acetyl-beta-D  mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans  octacis-undecaprenol = n UDP +  4-O-(2-N-acetyl-alpha-D-glucosaminyl-D-ribitylphospho)n-di[(2R)-1  glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D  glucosaminyl-diphospho-ditrans,octacis-undecaprenol "
2.4.1.71,UDP-glucose + an arylamine = UDP + an N-D-glucosylarylamine 
2.4.1.73,UDP-glucose + lipopolysaccharide = UDP +  alpha-D-glucosyl-lipopolysaccharide 
2.4.1.74,UDP-alpha-D-galactose + glycosaminoglycan = UDP +  D-galactosylglycosaminoglycan 
2.4.1.78,UDP-glucose + polyprenyl phosphate = UDP + polyprenylphosphate-glucose 
2.4.1.79,UDP-N-acetyl-alpha-D-galactosamine +  alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<  >1)-ceramide = UDP +  N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D  galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide 
2.4.1.8,maltose + phosphate = D-glucose + beta-D-glucose 1-phosphate
2.4.1.80,UDP-alpha-D-glucose + an N-acylsphingosine = UDP + a  beta-D-glucosyl-N-acylsphingosine
2.4.1.81,"UDP-glucose + 5,7,3',4'-tetrahydroxyflavone = UDP +  7-O-beta-D-glucosyl-5,7,3',4'-tetrahydroxyflavone"
2.4.1.82,alpha-D-galactosyl-(1->3)-1D-myo-inositol + sucrose = myo-inositol +  raffinose
2.4.1.83,GDP-alpha-D-mannose + dolichyl phosphate = GDP + dolichyl  beta-D-mannosyl phosphate
2.4.1.85,UDP-alpha-D-glucose + (S)-4-hydroxymandelonitrile = UDP +  (S)-4-hydroxymandelonitrile beta-D-glucoside 
2.4.1.86,UDP-alpha-D-galactose + N-acetyl-beta-D-glucosaminyl-R = UDP +  beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R 
2.4.1.87,"UDP-alpha-D-galactose +  beta-D-galactosyl-(1->4)-beta-N-acetyl-D-glucosaminyl-R = UDP +  alpha-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-N  acetylglucosaminyl-R (where R can be OH, an oligosaccharide or a  glycoconjugate)"
2.4.1.88,UDP-N-acetyl-alpha-D-galactosamine +  N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D  galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide = UDP +  N-acetyl-alpha-D-galactosaminyl-(1->3)-N-acetyl-beta-D-galactosaminyl  (1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D  glucosyl-(1<->1)-ceramide
2.4.1.9,sucrose + [(2->1)-beta-D-fructosyl]n = glucose +  [(2->1)-beta-D-fructosyl]n+1
2.4.1.90,UDP-alpha-D-galactose + N-acetyl-D-glucosamine = UDP +  N-acetyllactosamine
2.4.1.91,UDP-glucose + a flavonol = UDP + a flavonol 3-O-beta-D-glucoside
2.4.1.92,UDP-N-acetyl-alpha-D-galactosamine +  O-(N-acetyl-alpha-neuraminyl)-(2->3)-O-beta-D-galactopyranosyl-(1->4)  beta-D-glucopyranosyl-(1<->1)-ceramide = UDP +  O-2-(acetylamino)-2-deoxy-beta-D-galactopyranosyl-(1->4)-O-[N-acetyl  alpha-neuraminyl-(2->3)]-O-beta-D-galactopyranosyl-(1->4)-beta-D  glucopyranosyl-(1<->1)-ceramide
2.4.1.94,UDP-N-acetyl-D-glucosamine + [protein]-L-asparagine = UDP +  [protein]-N4-(N-acetyl-D-glucosaminyl)-L-asparagine
2.4.1.96,UDP-alpha-D-galactose + sn-glycerol 3-phosphate = UDP +  1-O-alpha-D-galactosyl-sn-glycerol 3-phosphate 
2.4.1.97,[(1->3)-beta-D-glucosyl]n + phosphate = [(1->3)-beta-D-glucosyl]n-1 +  alpha-D-glucose 1-phosphate
2.4.1.99,2 sucrose = D-glucose +  beta-D-fructofuranosyl-(2->1)-beta-D-fructofuranosyl  alpha-D-glucopyranoside 
2.4.2.1,purine ribonucleoside + phosphate = purine + alpha-D-ribose 1-phosphate 
2.4.2.1,purine 2'-deoxyribonucleoside + phosphate = purine +  2-deoxy-alpha-D-ribose 1-phosphate 
2.4.2.10,orotidine 5'-phosphate + diphosphate = orotate +  5-phospho-alpha-D-ribose 1-diphosphate
2.4.2.12,nicotinamide D-ribonucleotide + diphosphate = nicotinamide +  5-phospho-alpha-D-ribose 1-diphosphate
2.4.2.14,5-phospho-beta-D-ribosylamine + diphosphate + L-glutamate = L-glutamine  + 5-phospho-alpha-D-ribose 1-diphosphate + H2O
2.4.2.15,guanosine + phosphate = guanine + alpha-D-ribose 1-phosphate 
2.4.2.16,urate D-ribonucleoside + phosphate = urate + alpha-D-ribose 1-phosphate 
2.4.2.17,1-(5-phospho-beta-D-ribosyl)-ATP + diphosphate = ATP +  5-phospho-alpha-D-ribose 1-diphosphate
2.4.2.18,N-(5-phospho-D-ribosyl)-anthranilate + diphosphate = anthranilate +  5-phospho-alpha-D-ribose 1-diphosphate
2.4.2.19,"beta-nicotinate D-ribonucleotide + diphosphate + CO2 =  pyridine-2,3-dicarboxylate + 5-phospho-alpha-D-ribose 1-diphosphate "
2.4.2.2,2'-deoxyuridine + phosphate = uracil + 2-deoxy-alpha-D-ribose  1-phosphate
2.4.2.2,thymidine + phosphate = thymine + 2-deoxy-alpha-D-ribose 1-phosphate
2.4.2.2,uridine + phosphate = uracil + alpha-D-ribose 1-phosphate
2.4.2.2,cytidine + phosphate = cytosine + alpha-D-ribose 1-phosphate 
2.4.2.20,"a 2,4-dioxotetrahydropyrimidine D-ribonucleotide + diphosphate = a  2,4-dioxotetrahydropyrimidine + 5-phospho-alpha-D-ribose 1-diphosphate "
2.4.2.21,"beta-nicotinate D-ribonucleotide + 5,6-dimethylbenzimidazole =  nicotinate + alpha-ribazole 5'-phosphate"
2.4.2.22,XMP + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + xanthine 
2.4.2.24,UDP-D-xylose + [(1->4)-beta-D-xylan]n = UDP + [(1->4)-beta-D-xylan]n+1 
2.4.2.25,UDP-alpha-D-apiose + apigenin 7-O-beta-D-glucoside = UDP + apigenin  7-O-[beta-D-apiosyl-(1->2)-beta-D-glucoside] 
2.4.2.26,UDP-alpha-D-xylose + [protein]-L-serine = UDP +  [protein]-3-O-(beta-D-xylosyl)-L-serine
2.4.2.27,dTDP-L-dihydrostreptose + streptidine 6-phosphate = dTDP +  O-(1->4)-alpha-L-dihydrostreptosyl-streptidine 6-phosphate 
2.4.2.28,S-methyl-5'-thioadenosine + phosphate = adenine +  S-methyl-5-thio-alpha-D-ribose 1-phosphate
2.4.2.29,guanine34 in tRNA + 7-aminomethyl-7-carbaguanine =  7-aminomethyl-7-carbaguanine34 in tRNA + guanine 
2.4.2.3,uridine + phosphate = uracil + alpha-D-ribose 1-phosphate
2.4.2.30,NAD+ + (ADP-D-ribosyl)n-acceptor = nicotinamide +  (ADP-D-ribosyl)n+1-acceptor + H+
2.4.2.31,NAD+ + protein L-arginine = nicotinamide +  Nomega-(ADP-D-ribosyl)-protein-L-arginine
2.4.2.32,UDP-D-xylose + dolichyl phosphate = UDP + dolichyl D-xylosyl phosphate 
2.4.2.33,dolichyl D-xylosyl phosphate + protein = dolichyl phosphate +  D-xylosylprotein 
2.4.2.34,UDP-L-arabinose + (indol-3-yl)acetyl-1D-myo-inositol = UDP +  (indol-3-yl)acetyl-myo-inositol 3-L-arabinoside 
2.4.2.35,UDP-alpha-D-xylose + a flavonol 3-O-glycoside = UDP + a flavonol  3-[beta-D-xylosyl-(1->2)-beta-D-glycoside] 
2.4.2.36,NAD+ + diphthamide-[translation elongation factor 2] = nicotinamide +  N-(ADP-D-ribosyl)diphthamide-[translation elongation factor 2] 
2.4.2.37,NAD+ + [dinitrogen reductase]-L-arginine = nicotinamide + [dinitrogen  reductase]-Nomega-alpha-(ADP-D-ribosyl)-L-arginine
2.4.2.38,UDP-D-xylose +  N4-{N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->3)-[N  acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->6)]-beta-D  mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D  glucosaminyl}asparagine = UDP +  N4-{N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->3)-[N  acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->6)]-[beta-D  xylosyl-(1->2)]-beta-D-mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1  >4)-N-acetyl-beta-D-glucosaminyl}asparagine
2.4.2.38,UDP-alpha-D-xylose +  N4-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha  D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc]-L  asparaginyl-[protein] = UDP +  N4-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha  D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1  >4)-beta-D-GlcNAc]-L-asparaginyl-[protein]
2.4.2.38,"UDP-D-xylose +  N4-{N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1  3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1  6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1  4)-N-acetyl-beta-D-glucosaminyl}asparagine = UDP +  N4-{N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1  3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1  6)]-[beta-D-xylosyl-(1,2)]-beta-D-mannosyl-(1  4)-N-acetyl-beta-D-glucosaminyl-(1  4)-N-acetyl-beta-D-glucosaminyl}asparagine "
2.4.2.39,"Transfers an alpha-D-xylosyl residue from UDP-D-xylose to a glucose  residue in xyloglucan, forming an alpha-(1->6)-D-xylosyl-D-glucose  linkage "
2.4.2.4,thymidine + phosphate = thymine + 2-deoxy-alpha-D-ribose 1-phosphate 
2.4.2.40,UDP-D-xylose + zeatin = UDP + O-beta-D-xylosylzeatin
2.4.2.41,"Transfers a xylosyl residue from UDP-D-xylose to a D-galactose residue  in xylogalacturonan, forming a beta-1,3-D-xylosyl-D-galactose linkage. "
2.4.2.42,UDP-alpha-D-xylose + [protein with EGF-like  domain]-3-O-(beta-D-glucosyl)-L-serine = UDP + [protein with EGF-like  domain]-3-O-[alpha-D-xylosyl-(1->3)-beta-D-glucosyl]-L-serine 
2.4.2.43,"4-amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl  phosphate + lipid IVA = lipid IIA + ditrans,octacis-undecaprenyl  phosphate"
2.4.2.43,"4-amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl  phosphate + alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A =  alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid A +  ditrans,octacis-undecaprenyl phosphate"
